cond_a,cond_b,cond_c,seed,clip,stop_epoch,RMSE,NASA,test_PDR,test_R2,test_CBR,test_RMSE_const,val_PDR,val_R2,val_CBR,val_RMSE,elapsed_s,is_collapsed
A2_per_seed,B3_warmup,C2_clip125,3,125,140,12.7033,329.66,1.048945,0.8948,0.290694,43.7,0.987967,0.941499,0.241867,9.8374,29.8,False
A2_per_seed,B3_warmup,C2_clip125,4,125,123,13.4299,356.12,1.026377,0.882423,0.30732,43.7,0.987366,0.927875,0.268024,11.0591,26.0,False
A2_per_seed,B3_warmup,C2_clip125,5,125,180,13.3265,366.33,1.022819,0.884226,0.304953,43.7,0.967705,0.935683,0.253576,10.3423,38.2,False
A2_per_seed,B3_warmup,C2_clip125,6,125,126,12.5295,293.64,1.005429,0.89766,0.286715,43.7,0.952233,0.928963,0.266013,10.9732,26.8,False
A2_per_seed,B3_warmup,C2_clip125,7,125,114,12.9966,248.81,0.994184,0.889887,0.297405,43.7,0.960014,0.899338,0.310961,13.2639,24.0,False
A2_per_seed,B3_warmup,C2_clip125,8,125,149,12.5234,313.29,1.017651,0.89776,0.286576,43.7,0.957096,0.921951,0.277451,11.6035,31.2,False
A2_per_seed,B3_warmup,C2_clip125,9,125,128,12.1275,301.84,1.005878,0.904122,0.277517,43.7,0.957524,0.935344,0.254251,10.3649,26.8,False
A2_per_seed,B3_warmup,C3_clip100,0,100,105,9.7615,162.54,0.987518,0.908239,0.283989,34.3728,0.995893,0.923583,0.276407,8.5785,21.7,False
A2_per_seed,B3_warmup,C3_clip100,1,100,105,7.9318,98.31,0.977936,0.939414,0.230759,34.3728,0.96279,0.955181,0.211056,6.7294,22.3,False
A2_per_seed,B3_warmup,C3_clip100,2,100,123,7.461,88.02,0.992111,0.946394,0.21706,34.3728,0.970717,0.942747,0.236739,7.7654,26.1,False
A2_per_seed,B3_warmup,C3_clip100,3,100,110,8.4714,121.64,0.964573,0.93089,0.246458,34.3728,0.953964,0.954187,0.214038,6.6113,23.6,False
A2_per_seed,B3_warmup,C3_clip100,4,100,125,7.878,102.19,0.982066,0.940233,0.229194,34.3728,0.986023,0.951936,0.218926,6.9061,26.6,False
A2_per_seed,B3_warmup,C3_clip100,5,100,195,8.8058,130.9,0.979393,0.925326,0.256187,34.3728,0.971162,0.958539,0.203601,6.3159,41.8,False
A2_per_seed,B3_warmup,C3_clip100,6,100,147,7.4449,96.78,0.981153,0.946624,0.216592,34.3728,0.96325,0.956376,0.20858,6.5772,31.2,False
A2_per_seed,B3_warmup,C3_clip100,7,100,100,9.0548,138.93,0.980703,0.921044,0.26343,34.3728,0.963646,0.928722,0.263357,8.708,20.8,False
A2_per_seed,B3_warmup,C3_clip100,8,100,99,8.7109,132.54,1.018801,0.926928,0.253424,34.3728,0.99414,0.941049,0.241632,7.7687,20.7,False
A2_per_seed,B3_warmup,C3_clip100,9,100,117,8.8184,140.17,0.960415,0.925114,0.25655,34.3728,0.960178,0.948006,0.228005,7.068,24.3,False
A3_stratified,B1_off,C1_unclipped,0,None,200,31.3083,89952.62,1.395844,0.427982,0.416444,75.1801,0.941524,0.774876,0.473081,46.4757,41.9,False
A3_stratified,B1_off,C1_unclipped,1,None,200,27.9405,286425.48,1.328745,0.544424,0.371648,75.1801,0.942715,0.834552,0.399491,34.957,42.3,False
A3_stratified,B1_off,C1_unclipped,2,None,200,28.6399,42605.35,1.316539,0.521332,0.380951,75.1801,0.863661,0.728103,0.505275,42.2861,42.2,False
A3_stratified,B1_off,C1_unclipped,3,None,200,38.4601,17641603.73,1.477961,0.1368,0.511573,75.1801,0.793446,0.761297,0.48653,48.5815,42.7,False
A3_stratified,B1_off,C1_unclipped,4,None,200,26.4412,7654.17,1.234628,0.592007,0.351704,75.1801,0.858631,0.82481,0.410958,37.0691,42.9,False
A3_stratified,B1_off,C1_unclipped,5,None,200,35.985,273777.06,1.442631,0.244325,0.478651,75.1801,0.845886,0.733791,0.513583,48.0085,42.7,False
A3_stratified,B1_off,C1_unclipped,6,None,200,43.3006,15625814.36,1.595891,-0.094154,0.575958,75.1801,0.881339,0.789198,0.445214,37.5015,43.1,False
A3_stratified,B1_off,C1_unclipped,7,None,200,43.0516,27392940.77,1.580784,-0.081609,0.572647,75.1801,0.820579,0.646049,0.59485,60.3805,42.8,False
A3_stratified,B1_off,C1_unclipped,8,None,200,34.6254,18338205.91,1.406246,0.300352,0.460565,75.1801,0.941339,0.742497,0.503092,45.976,42.8,False
A3_stratified,B1_off,C1_unclipped,9,None,200,29.5518,31749.72,1.33971,0.490367,0.39308,75.1801,0.813199,0.778178,0.470401,46.4047,43.0,False
A3_stratified,B1_off,C2_clip125,0,125,200,12.2959,254.24,1.014003,0.901441,0.28137,43.7,0.958661,0.915314,0.289828,12.0429,42.9,False
A3_stratified,B1_off,C2_clip125,1,125,200,11.9524,286.47,1.021856,0.906869,0.273511,43.7,0.958177,0.918791,0.283284,11.8201,42.9,False
A3_stratified,B1_off,C2_clip125,2,125,200,12.2629,275.68,1.017514,0.901968,0.280616,43.7,0.978854,0.911845,0.294717,12.3352,43.1,False
A3_stratified,B1_off,C2_clip125,3,125,200,12.1547,257.77,1.004794,0.903691,0.278139,43.7,0.964448,0.939802,0.244127,10.1659,42.8,False
A3_stratified,B1_off,C2_clip125,4,125,200,12.5719,288.16,1.015375,0.896966,0.287685,43.7,0.966142,0.937508,0.248259,10.3805,43.1,False
A3_stratified,B1_off,C2_clip125,5,125,200,13.478,443.67,1.012465,0.881578,0.308421,43.7,0.968447,0.914126,0.292151,12.1014,42.8,False
A3_stratified,B1_off,C2_clip125,6,125,200,12.2689,288.63,1.037426,0.901872,0.280754,43.7,0.979622,0.919296,0.28186,11.8075,43.2,False
A3_stratified,B1_off,C2_clip125,7,125,200,12.698,278.23,1.018881,0.894888,0.290572,43.7,0.977467,0.911321,0.297546,12.209,42.6,False
A3_stratified,B1_off,C2_clip125,8,125,200,11.6413,302.13,1.002602,0.911655,0.26639,43.7,0.946953,0.926763,0.269534,11.1939,42.9,False
A3_stratified,B1_off,C2_clip125,9,125,200,11.7448,239.05,1.035209,0.910076,0.26876,43.7,0.981309,0.92687,0.2698,11.1457,42.9,False
A3_stratified,B1_off,C3_clip100,0,100,200,7.5846,107.64,1.004249,0.944603,0.220656,34.3728,0.973086,0.939473,0.245317,7.8133,42.6,False
A3_stratified,B1_off,C3_clip100,1,100,200,7.4902,94.29,0.969539,0.945972,0.217911,34.3728,0.951822,0.938485,0.247,7.9172,43.5,False
A3_stratified,B1_off,C3_clip100,2,100,200,8.0877,110.61,1.003282,0.93701,0.235293,34.3728,0.982321,0.942161,0.239265,7.703,43.2,False
A3_stratified,B1_off,C3_clip100,3,100,200,8.0855,115.0,0.982447,0.937043,0.235231,34.3728,0.964486,0.956385,0.208112,6.6506,42.9,False
A3_stratified,B1_off,C3_clip100,4,100,200,9.472,180.35,0.978443,0.913601,0.275566,34.3728,0.970473,0.95311,0.215503,6.9284,43.0,False
A3_stratified,B1_off,C3_clip100,5,100,200,9.6212,175.95,0.97907,0.910857,0.279907,34.3728,0.990653,0.93222,0.259786,8.2385,43.0,False
A3_stratified,B1_off,C3_clip100,6,100,200,7.1059,82.67,0.972601,0.951374,0.206731,34.3728,0.960793,0.944443,0.234425,7.5567,43.2,False
A3_stratified,B1_off,C3_clip100,7,100,200,8.2921,116.11,0.986787,0.933786,0.241239,34.3728,0.9936,0.940825,0.243118,7.6079,42.7,False
A3_stratified,B1_off,C3_clip100,8,100,200,7.7194,99.43,0.992818,0.942615,0.22458,34.3728,0.980047,0.951451,0.219718,6.9959,42.9,False
A3_stratified,B1_off,C3_clip100,9,100,200,7.4921,95.45,0.965138,0.945946,0.217965,34.3728,0.949709,0.943336,0.237655,7.5096,43.0,False
A3_stratified,B2_from0,C1_unclipped,0,None,120,31.3083,89952.62,1.395844,0.427982,0.416444,75.1801,0.941524,0.774876,0.473081,46.4757,25.7,False
A3_stratified,B2_from0,C1_unclipped,1,None,20,64.7391,1404185.9,1e-06,-1.445817,0.86112,75.1801,0.0,-0.00164,0.98295,86.0121,4.3,True
A3_stratified,B2_from0,C1_unclipped,2,None,19,61.7735,948492.13,2e-06,-1.226876,0.821674,75.1801,1e-06,-0.002161,0.970051,81.1829,4.1,True
A3_stratified,B2_from0,C1_unclipped,3,None,78,38.4601,17641603.73,1.477961,0.1368,0.511573,75.1801,0.793446,0.761297,0.48653,48.5815,16.7,False
A3_stratified,B2_from0,C1_unclipped,4,None,84,33.6297,1702043.17,1.406443,0.340009,0.447322,75.1801,0.849911,0.814066,0.423372,38.1888,18.2,False
A3_stratified,B2_from0,C1_unclipped,5,None,79,51.2043,55229104.62,1.584211,-0.530047,0.681089,75.1801,0.817052,0.691869,0.552545,51.6505,16.8,False
A3_stratified,B2_from0,C1_unclipped,6,None,19,57.518,524858.15,1e-06,-0.930628,0.765069,75.1801,1e-06,-0.000754,0.970052,81.71,4.1,True
A3_stratified,B2_from0,C1_unclipped,7,None,85,43.0516,27392940.77,1.580784,-0.081609,0.572647,75.1801,0.820579,0.646049,0.59485,60.3805,18.1,False
A3_stratified,B2_from0,C1_unclipped,8,None,22,65.4765,1544978.81,2e-06,-1.501858,0.870929,75.1801,1e-06,-2e-06,0.991418,90.6026,4.8,True
A3_stratified,B2_from0,C1_unclipped,9,None,26,64.3379,1332646.84,2e-06,-1.415598,0.855784,75.1801,1e-06,-0.007647,1.002582,98.9038,5.6,True
A3_stratified,B2_from0,C2_clip125,0,125,72,14.6854,466.24,1.005936,0.859411,0.336051,43.7,0.952093,0.912356,0.294845,12.2514,15.6,False
A3_stratified,B2_from0,C2_clip125,1,125,147,11.0538,218.97,1.004867,0.920346,0.252948,43.7,0.945053,0.915547,0.288885,12.0538,31.5,False
A3_stratified,B2_from0,C2_clip125,2,125,19,41.7239,35190.51,2e-06,-0.134877,0.954779,43.7,2e-06,-6e-06,0.99262,41.5455,4.1,True
A3_stratified,B2_from0,C2_clip125,3,125,33,42.013,38140.08,1e-06,-0.150658,0.961395,43.7,1e-06,-2e-06,0.995001,41.4336,7.2,True
A3_stratified,B2_from0,C2_clip125,4,125,69,14.4029,396.88,1.011782,0.864768,0.329585,43.7,0.964031,0.923823,0.274097,11.4609,14.7,False
A3_stratified,B2_from0,C2_clip125,5,125,97,14.9462,466.06,0.991909,0.854373,0.342018,43.7,0.954021,0.906528,0.304802,12.6254,20.9,False
A3_stratified,B2_from0,C2_clip125,6,125,179,12.2689,288.63,1.037426,0.901872,0.280754,43.7,0.979622,0.919296,0.28186,11.8075,38.7,False
A3_stratified,B2_from0,C2_clip125,7,125,88,14.1878,378.18,0.979672,0.868777,0.324664,43.7,0.944234,0.891065,0.329782,13.5317,19.0,False
A3_stratified,B2_from0,C2_clip125,8,125,31,42.1666,39750.35,2e-06,-0.15909,0.964911,43.7,2e-06,-3e-06,0.995976,41.3636,6.7,True
A3_stratified,B2_from0,C2_clip125,9,125,91,12.4931,271.75,1.02243,0.898253,0.285884,43.7,0.968917,0.923494,0.275958,11.4001,20.1,False
A3_stratified,B2_from0,C3_clip100,0,100,76,10.0479,196.0,0.964491,0.902774,0.292322,34.3728,0.946005,0.934415,0.255361,8.1332,16.3,False
A3_stratified,B2_from0,C3_clip100,1,100,163,7.8618,112.66,0.979304,0.940478,0.228723,34.3728,0.960204,0.935165,0.253577,8.1281,35.4,False
A3_stratified,B2_from0,C3_clip100,2,100,101,8.9091,131.89,0.986764,0.923564,0.259192,34.3728,0.974419,0.932726,0.258043,8.3076,21.9,False
A3_stratified,B2_from0,C3_clip100,3,100,36,33.5446,11493.98,1e-06,-0.083612,0.975907,34.3728,1e-06,-3e-06,0.996501,31.8449,7.8,True
A3_stratified,B2_from0,C3_clip100,4,100,106,9.4094,144.35,0.973081,0.914739,0.273746,34.3728,0.964582,0.94618,0.230879,7.4227,23.0,False
A3_stratified,B2_from0,C3_clip100,5,100,99,10.6166,209.7,0.982081,0.891458,0.308866,34.3728,0.988101,0.92804,0.267677,8.4887,21.2,False
A3_stratified,B2_from0,C3_clip100,6,100,19,33.3766,10818.17,2e-06,-0.072781,0.971017,34.3728,2e-06,-1.1e-05,0.994576,32.0601,4.1,True
A3_stratified,B2_from0,C3_clip100,7,100,159,8.2921,116.11,0.986787,0.933786,0.241239,34.3728,0.9936,0.940825,0.243118,7.6079,34.3,False
A3_stratified,B2_from0,C3_clip100,8,100,22,33.6155,11779.16,3e-06,-0.088195,0.977968,34.3728,3e-06,-5e-06,0.997187,31.7508,4.6,True
A3_stratified,B2_from0,C3_clip100,9,100,115,9.2063,139.95,0.97576,0.91838,0.267837,34.3728,0.962923,0.934072,0.256346,8.1003,24.9,False
A3_stratified,B3_warmup,C1_unclipped,0,None,120,31.3083,89952.62,1.395844,0.427982,0.416444,75.1801,0.941524,0.774876,0.473081,46.4757,25.7,False
A3_stratified,B3_warmup,C1_unclipped,1,None,101,30.0055,165602.37,1.312212,0.474596,0.399115,75.1801,0.869672,0.774421,0.466471,40.8181,22.0,False
A3_stratified,B3_warmup,C1_unclipped,2,None,75,40.2712,2008126.04,1.507617,0.053588,0.535663,75.1801,0.907935,0.727482,0.505852,42.3344,16.1,False
A3_stratified,B3_warmup,C1_unclipped,3,None,78,38.4601,17641603.73,1.477961,0.1368,0.511573,75.1801,0.793446,0.761297,0.48653,48.5815,16.9,False
A3_stratified,B3_warmup,C1_unclipped,4,None,84,33.6297,1702043.17,1.406443,0.340009,0.447322,75.1801,0.849911,0.814066,0.423372,38.1888,18.4,False
A3_stratified,B3_warmup,C1_unclipped,5,None,79,51.2043,55229104.62,1.584211,-0.530047,0.681089,75.1801,0.817052,0.691869,0.552545,51.6505,17.0,False
A3_stratified,B3_warmup,C1_unclipped,6,None,61,47.2761,10666850.43,1.541881,-0.304292,0.628838,75.1801,0.822666,0.780069,0.454752,38.305,13.1,False
A3_stratified,B3_warmup,C1_unclipped,7,None,85,43.0516,27392940.77,1.580784,-0.081609,0.572647,75.1801,0.820579,0.646049,0.59485,60.3805,18.4,False
A3_stratified,B3_warmup,C1_unclipped,8,None,81,33.0113,156969.86,1.31332,0.36406,0.439096,75.1801,0.889663,0.732299,0.512957,46.8776,17.6,False
A3_stratified,B3_warmup,C1_unclipped,9,None,77,29.5518,31749.72,1.33971,0.490367,0.39308,75.1801,0.813199,0.778178,0.470401,46.4047,16.5,False
A3_stratified,B3_warmup,C2_clip125,0,125,72,14.6854,466.24,1.005936,0.859411,0.336051,43.7,0.952093,0.912356,0.294845,12.2514,15.4,False
A3_stratified,B3_warmup,C2_clip125,1,125,147,11.0538,218.97,1.004867,0.920346,0.252948,43.7,0.945053,0.915547,0.288885,12.0538,32.1,False
A3_stratified,B3_warmup,C2_clip125,2,125,101,13.7857,380.5,1.039061,0.87611,0.315461,43.7,0.978863,0.907668,0.301618,12.624,21.8,False
A3_stratified,B3_warmup,C2_clip125,3,125,167,12.1547,257.77,1.004794,0.903691,0.278139,43.7,0.964448,0.939802,0.244127,10.1659,35.9,False
A3_stratified,B3_warmup,C2_clip125,4,125,69,14.4029,396.88,1.011782,0.864768,0.329585,43.7,0.964031,0.923823,0.274097,11.4609,14.9,False
A3_stratified,B3_warmup,C2_clip125,5,125,97,14.9462,466.06,0.991909,0.854373,0.342018,43.7,0.954021,0.906528,0.304802,12.6254,21.0,False
A3_stratified,B3_warmup,C2_clip125,6,125,179,12.2689,288.63,1.037426,0.901872,0.280754,43.7,0.979622,0.919296,0.28186,11.8075,38.7,False
A3_stratified,B3_warmup,C2_clip125,7,125,88,14.1878,378.18,0.979672,0.868777,0.324664,43.7,0.944234,0.891065,0.329782,13.5317,18.9,False
A3_stratified,B3_warmup,C2_clip125,8,125,138,12.0383,326.16,1.019189,0.905527,0.275476,43.7,0.965666,0.92529,0.272231,11.306,29.7,False
A3_stratified,B3_warmup,C2_clip125,9,125,91,12.4931,271.75,1.02243,0.898253,0.285884,43.7,0.968917,0.923494,0.275958,11.4001,19.4,False
A3_stratified,B3_warmup,C3_clip100,0,100,76,10.0479,196.0,0.964491,0.902774,0.292322,34.3728,0.946005,0.934415,0.255361,8.1332,15.9,False
A3_stratified,B3_warmup,C3_clip100,1,100,163,7.8618,112.66,0.979304,0.940478,0.228723,34.3728,0.960204,0.935165,0.253577,8.1281,34.7,False
A3_stratified,B3_warmup,C3_clip100,2,100,101,8.9091,131.89,0.986764,0.923564,0.259192,34.3728,0.974419,0.932726,0.258043,8.3076,21.1,False
A3_stratified,B3_warmup,C3_clip100,3,100,159,8.4174,123.95,1.000684,0.931769,0.244885,34.3728,0.976851,0.953846,0.214082,6.8414,33.5,False
A3_stratified,B3_warmup,C3_clip100,4,100,106,9.4094,144.35,0.973081,0.914739,0.273746,34.3728,0.964582,0.94618,0.230879,7.4227,22.4,False
A3_stratified,B3_warmup,C3_clip100,5,100,99,10.6166,209.7,0.982081,0.891458,0.308866,34.3728,0.988101,0.92804,0.267677,8.4887,20.9,False
A3_stratified,B3_warmup,C3_clip100,6,100,141,7.1059,82.67,0.972601,0.951374,0.206731,34.3728,0.960793,0.944443,0.234425,7.5567,29.8,False
A3_stratified,B3_warmup,C3_clip100,7,100,159,8.2921,116.11,0.986787,0.933786,0.241239,34.3728,0.9936,0.940825,0.243118,7.6079,33.6,False
A3_stratified,B3_warmup,C3_clip100,8,100,159,7.1375,88.17,0.981667,0.950941,0.20765,34.3728,0.973452,0.948711,0.225833,7.1906,33.6,False
A3_stratified,B3_warmup,C3_clip100,9,100,115,9.2063,139.95,0.97576,0.91838,0.267837,34.3728,0.962923,0.934072,0.256346,8.1003,24.1,False
