epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,ug_mean,rg_mean
1,8396.821,6184.2577,3e-06,-2.561354,78.6401,False,0.25148,0.811029
2,4495.4117,2567.8401,2e-06,-0.478753,50.6739,False,0.228522,0.852839
3,2045.1709,1741.3998,2e-06,-0.002827,41.7301,False,0.228184,0.862807
4,1744.9477,1741.4342,2e-06,-0.002847,41.7305,False,0.23025,0.864667
5,1741.9753,1740.8715,1e-06,-0.002523,41.7238,False,0.226787,0.865829
6,1740.9964,1743.1183,1.1e-05,-0.003817,41.7507,False,0.23027,0.864529
7,1735.8946,1682.1674,0.019605,0.031283,41.0142,False,0.387631,0.688178
8,1437.4745,1174.4448,0.307481,0.323668,34.2702,False,0.330903,0.668079
9,632.0675,318.8237,0.849598,0.816398,17.8556,False,0.25439,0.6097
10,385.4849,295.5194,0.909855,0.829818,17.1907,False,0.214376,0.598119
11,366.112,293.7989,0.939442,0.830809,17.1406,False,0.196971,0.587334
12,356.5491,268.2872,0.941104,0.8455,16.3795,False,0.189009,0.584928
13,347.584,268.6329,0.949036,0.845301,16.39,False,0.187907,0.577944
14,346.7166,272.2109,0.915733,0.843241,16.4988,False,0.188783,0.573996
15,340.6349,268.3147,0.931675,0.845484,16.3803,False,0.182129,0.570422
16,342.9211,258.4735,0.928127,0.851152,16.0771,False,0.18365,0.569827
17,332.8991,260.272,0.95678,0.850116,16.1329,False,0.182354,0.567247
18,326.8618,269.72,0.936686,0.844675,16.4232,False,0.179406,0.568008
19,323.2202,246.3494,0.92959,0.858134,15.6955,False,0.182689,0.565493
20,309.1682,234.4059,0.91077,0.865012,15.3103,False,0.183461,0.557258
21,276.8641,233.1761,0.94236,0.86572,15.2701,False,0.17104,0.548508
22,264.5836,219.0278,0.941614,0.873868,14.7996,False,0.161868,0.538087
23,255.7582,234.5158,0.927599,0.864948,15.3139,False,0.157344,0.530304
24,245.9414,185.7245,0.973306,0.893046,13.6281,False,0.14761,0.525051
25,237.6983,200.4404,0.954606,0.884572,14.1577,False,0.149144,0.520353
26,236.1773,186.1107,0.971122,0.892824,13.6422,False,0.145002,0.515856
27,238.277,200.2038,0.952116,0.884708,14.1493,False,0.141553,0.510836
28,229.1897,184.4205,0.973036,0.893797,13.5802,False,0.139894,0.504856
29,220.9637,171.5188,0.956542,0.901227,13.0965,False,0.13492,0.498267
30,224.9033,196.1608,0.966265,0.887036,14.0057,False,0.136557,0.493605
31,215.0438,170.763,0.913329,0.901662,13.0676,False,0.134402,0.487567
32,216.9726,169.1288,0.953999,0.902603,13.005,False,0.13224,0.483073
33,212.207,174.0262,0.954393,0.899783,13.1919,False,0.137633,0.484888
34,203.4876,165.023,0.955693,0.904968,12.8461,False,0.139197,0.483182
35,201.1885,153.7586,0.932906,0.911454,12.3999,False,0.130854,0.477819
36,202.2907,162.4255,0.965842,0.906463,12.7446,False,0.131365,0.473768
37,202.5778,247.4849,0.956213,0.85748,15.7317,False,0.13739,0.474474
38,201.7934,153.5837,0.968136,0.911555,12.3929,False,0.128569,0.467286
39,197.298,164.2692,0.955889,0.905402,12.8168,False,0.134641,0.468088
40,193.0506,174.4998,0.953672,0.89951,13.2098,False,0.137203,0.464242
41,191.2337,164.5218,0.988465,0.905256,12.8266,False,0.130339,0.462668
42,192.6762,145.5517,0.939412,0.916181,12.0645,False,0.127152,0.455301
43,187.3848,147.0873,0.952553,0.915296,12.128,False,0.130231,0.456334
44,183.6215,144.8875,0.962811,0.916563,12.0369,False,0.129479,0.451331
45,184.1569,153.945,0.940238,0.911347,12.4075,False,0.128778,0.449512
46,186.0195,137.4437,0.959102,0.92085,11.7236,False,0.130816,0.445727
47,177.5495,150.2311,0.961264,0.913486,12.2569,False,0.13013,0.444044
48,175.0469,167.3834,0.970446,0.903608,12.9377,False,0.13028,0.442591
49,177.0869,139.0985,0.964589,0.919897,11.794,False,0.123496,0.438084
50,177.7885,141.34,0.978605,0.918606,11.8886,False,0.134354,0.443489
51,174.0223,160.4556,0.968393,0.907598,12.6671,False,0.133225,0.439065
52,172.7376,137.2358,0.953548,0.920969,11.7148,False,0.125593,0.436098
53,167.0932,132.0333,0.947652,0.923965,11.4906,False,0.131297,0.438653
54,167.6635,135.1813,0.939001,0.922153,11.6267,False,0.126979,0.437624
55,168.3165,147.6578,0.935304,0.914968,12.1515,False,0.130076,0.434507
56,170.8229,152.9675,0.960675,0.91191,12.368,False,0.123886,0.429634
57,171.3904,142.206,0.953749,0.918107,11.925,False,0.124267,0.428187
58,163.9907,160.8864,0.950178,0.90735,12.6841,False,0.124733,0.42963
59,171.5832,141.5089,0.962415,0.918509,11.8957,False,0.120556,0.424772
60,161.9379,144.2418,0.967913,0.916935,12.0101,False,0.118228,0.42375
61,160.7612,146.641,0.949702,0.915553,12.1095,False,0.118897,0.424214
62,164.686,143.8535,0.965413,0.917159,11.9939,False,0.116343,0.42077
63,158.8095,151.5416,0.970113,0.912731,12.3102,False,0.119737,0.423626
64,162.3665,139.6037,0.962162,0.919606,11.8154,False,0.118404,0.420659
65,162.3825,169.2293,0.972239,0.902545,13.0088,False,0.121014,0.423975
66,161.7177,132.121,0.987952,0.923915,11.4944,False,0.11192,0.418591
67,159.6946,131.8694,0.957708,0.92406,11.4834,False,0.110701,0.416841
68,157.0281,150.3261,0.959472,0.913431,12.2608,False,0.105922,0.415725
69,156.5511,151.549,0.96702,0.912727,12.3105,False,0.109448,0.418388
70,151.7241,135.4356,0.974795,0.922006,11.6377,False,0.106914,0.412965
71,154.9994,133.4352,0.965731,0.923158,11.5514,False,0.105797,0.41307
72,154.3899,131.7574,0.963628,0.924124,11.4786,False,0.1083,0.409079
73,151.4533,140.1691,0.96831,0.91928,11.8393,False,0.110064,0.41663
74,152.9171,127.1322,0.958048,0.926788,11.2753,False,0.102578,0.412043
75,153.8931,132.8419,0.993446,0.9235,11.5257,False,0.106725,0.414507
76,153.52,132.6217,0.971311,0.923627,11.5162,False,0.106757,0.414767
77,153.5879,128.3989,0.953915,0.926058,11.3313,False,0.102668,0.413073
78,154.8144,133.4047,0.961659,0.923176,11.5501,False,0.102872,0.413348
79,153.3718,130.5071,0.972664,0.924844,11.424,False,0.106334,0.415052
80,150.4558,137.7425,0.984352,0.920678,11.7364,False,0.101276,0.412337
81,151.6281,144.931,0.974671,0.916538,12.0387,False,0.103178,0.411946
82,152.2776,144.1585,0.973812,0.916983,12.0066,False,0.10291,0.411696
83,144.8249,136.51,0.969663,0.921387,11.6838,False,0.102462,0.412804
84,147.6263,151.5749,0.952626,0.912712,12.3116,False,0.101427,0.41178
85,152.2879,153.1102,0.973671,0.911828,12.3738,False,0.099557,0.409137
86,149.7061,149.6798,0.97278,0.913803,12.2344,False,0.102659,0.413177
87,147.6777,130.9281,0.98518,0.924602,11.4424,False,0.097092,0.407623
88,145.919,125.8096,0.972237,0.92755,11.2165,False,0.10187,0.411596
89,141.8923,145.535,0.968735,0.91619,12.0638,False,0.095564,0.407342
90,146.4561,121.5639,0.960183,0.929995,11.0256,False,0.092607,0.406476
91,145.971,134.62,0.976255,0.922476,11.6026,False,0.091563,0.406211
92,143.171,144.5571,0.98409,0.916753,12.0232,False,0.097414,0.413345
93,144.2758,133.7559,0.965052,0.922973,11.5653,False,0.090755,0.409724
94,142.9778,133.3663,0.966788,0.923198,11.5484,False,0.101282,0.416618
95,143.4048,133.6711,0.960281,0.923022,11.5616,False,0.094411,0.413357
96,142.4074,132.7129,0.97879,0.923574,11.5201,False,0.088054,0.407744
97,140.7775,130.7815,0.970467,0.924686,11.436,False,0.090558,0.409468
98,139.0217,135.7147,0.963726,0.921845,11.6497,False,0.088146,0.409608
99,141.4203,140.3869,0.976187,0.919155,11.8485,False,0.088592,0.410544
100,138.8738,127.6236,0.96693,0.926505,11.2971,False,0.086534,0.407771
101,140.3843,135.8326,0.968799,0.921778,11.6547,False,0.086764,0.407798
102,140.8527,130.873,0.956941,0.924634,11.44,False,0.083821,0.40727
