epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8349.7304,5931.7311,9e-06,-2.41593,77.0177,False
2,4093.6197,2237.4484,5e-06,-0.288489,47.3017,False
3,1887.4174,1737.8216,4e-06,-0.000767,41.6872,False
4,1737.2502,1740.167,4e-06,-0.002117,41.7153,False
5,1736.5433,1741.4903,4e-06,-0.002879,41.7312,False
6,1740.3391,1742.0079,4e-06,-0.003177,41.7374,False
7,1745.4783,1744.162,4e-06,-0.004418,41.7632,False
8,1740.4978,1740.9772,3e-06,-0.002584,41.725,False
9,1738.5782,1747.771,3e-06,-0.006496,41.8064,False
10,1735.8529,1739.3133,3e-06,-0.001625,41.7051,False
11,1740.4829,1743.4931,3e-06,-0.004033,41.7552,False
12,1742.5026,1739.9051,3e-06,-0.001966,41.7122,False
13,1743.9171,1740.5984,3e-06,-0.002366,41.7205,False
14,1744.0804,1741.9831,2e-06,-0.003163,41.7371,False
15,1740.2553,1740.5992,2e-06,-0.002366,41.7205,False
16,1736.7655,1745.2278,2e-06,-0.005032,41.7759,False
17,1738.7144,1738.8074,2e-06,-0.001334,41.699,False
18,1731.1621,1747.3265,2e-06,-0.00624,41.801,True
