epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8559.5531,6512.2286,9e-06,-2.750224,80.6984,False
2,4831.2929,2811.771,4e-06,-0.619226,53.0261,False
3,2170.4277,1753.8261,4e-06,-0.009983,41.8787,False
4,1750.1122,1741.3937,4.4e-05,-0.002823,41.73,False
5,1167.9608,594.9952,0.624874,0.657358,24.3925,False
6,585.6615,474.622,0.7468,0.726677,21.7858,False
7,497.3081,398.2039,0.808143,0.770685,19.955,False
8,464.9009,490.5433,0.895342,0.717509,22.1482,False
9,408.9238,304.8791,0.870782,0.824428,17.4608,False
10,360.0513,260.8861,0.902609,0.849762,16.152,False
11,325.3391,293.6203,0.885225,0.830912,17.1354,False
12,316.8716,272.2563,0.965199,0.843215,16.5002,False
13,307.132,240.1375,0.908314,0.861711,15.4964,False
14,288.139,233.8844,0.913588,0.865312,15.2933,False
15,276.0468,245.6597,0.868191,0.858531,15.6735,False
16,269.139,230.0265,0.889068,0.867534,15.1666,False
17,263.7604,242.2679,0.883581,0.860484,15.565,False
18,265.1758,242.0668,0.981603,0.8606,15.5585,False
19,255.4404,236.7291,0.91191,0.863674,15.386,False
20,259.0301,210.9568,0.895309,0.878515,14.5244,False
21,247.6761,213.6172,0.95662,0.876983,14.6157,False
22,238.9268,237.2491,0.91812,0.863374,15.4029,False
23,237.8495,228.6787,0.893921,0.86831,15.1221,False
24,245.2682,208.6084,0.926131,0.879868,14.4433,False
25,243.541,226.9437,0.915645,0.869309,15.0647,False
26,235.8874,203.2152,0.922221,0.882974,14.2554,False
27,230.0156,210.4117,0.903344,0.878829,14.5056,False
28,231.0438,216.8222,0.891446,0.875138,14.7249,False
29,225.217,348.4784,0.947264,0.79932,18.6676,False
30,230.4834,189.4643,0.928854,0.890892,13.7646,False
31,222.5257,210.4608,0.924656,0.878801,14.5073,False
32,219.5435,205.4872,0.931465,0.881665,14.3348,False
33,213.6719,215.1336,0.937252,0.87611,14.6674,False
34,224.2179,203.7464,0.962588,0.882668,14.274,False
35,223.7389,202.118,0.963392,0.883606,14.2168,False
36,213.4285,184.1766,0.932996,0.893937,13.5712,False
37,211.0282,249.3372,0.917401,0.856413,15.7904,False
38,209.9013,181.822,0.911739,0.895293,13.4841,False
39,210.6501,208.2352,0.91517,0.880083,14.4304,False
40,209.1439,191.6913,0.916487,0.88961,13.8453,False
41,203.5543,198.8002,0.903145,0.885516,14.0997,False
42,216.1977,180.2661,0.966216,0.896189,13.4263,False
43,198.0461,197.1266,0.947184,0.88648,14.0402,False
44,209.1055,190.7876,0.915109,0.89013,13.8126,False
45,198.52,180.4051,0.91213,0.896109,13.4315,False
46,193.4012,287.8794,0.923691,0.834218,16.967,False
47,206.3462,212.6271,0.921736,0.877554,14.5817,False
48,197.2579,193.0448,0.919608,0.888831,13.8941,False
49,191.8045,173.6783,0.937174,0.899983,13.1787,False
50,188.2821,170.2145,0.941573,0.901978,13.0466,False
51,192.3137,180.0854,0.913563,0.896293,13.4196,False
52,196.4042,184.1119,0.927904,0.893975,13.5688,False
53,195.1004,201.1547,0.92778,0.88416,14.1829,False
54,188.1734,190.4426,0.939408,0.890329,13.8001,False
55,189.7966,157.8093,0.977727,0.909122,12.5622,False
56,184.5794,177.3267,0.937524,0.897882,13.3164,False
57,188.2125,171.8264,0.94402,0.90105,13.1083,False
58,183.8193,257.1736,0.896947,0.8519,16.0366,False
59,185.5724,159.5083,0.954426,0.908143,12.6297,False
60,172.7169,175.8659,0.982104,0.898723,13.2614,False
61,186.3648,172.6599,0.94857,0.90057,13.14,False
62,188.3586,198.891,0.908005,0.885464,14.1029,False
63,187.1692,171.6615,0.904887,0.901145,13.102,False
64,182.5227,170.3392,0.965273,0.901906,13.0514,False
65,176.8868,173.3966,0.995157,0.900145,13.168,False
66,176.51,159.5132,0.922285,0.90814,12.6299,False
67,172.9915,145.7978,0.944506,0.916039,12.0747,False
68,168.5535,176.3386,0.947747,0.898451,13.2793,False
69,169.8959,149.9661,0.932235,0.913638,12.2461,False
70,168.5906,173.0725,0.937468,0.900332,13.1557,False
71,167.8064,143.4246,0.917354,0.917405,11.976,False
72,164.3941,162.6,0.954543,0.906363,12.7515,False
73,166.36,171.9268,0.960541,0.900992,13.1121,False
74,169.0257,149.3997,0.903318,0.913965,12.2229,False
75,167.1037,157.0107,0.921654,0.909582,12.5304,False
76,157.9616,158.6669,0.944739,0.908628,12.5963,False
77,160.7775,206.5347,0.91729,0.881062,14.3713,False
78,162.6344,132.3442,0.946172,0.923786,11.5041,False
79,161.392,163.0926,0.932256,0.906079,12.7708,False
80,159.5527,151.05,0.973015,0.913014,12.2902,False
81,164.1209,149.9092,0.910262,0.913671,12.2437,False
82,159.7968,156.1983,0.993617,0.910049,12.4979,False
83,159.5698,151.634,0.98561,0.912678,12.314,False
84,152.038,185.207,0.946533,0.893344,13.6091,False
85,157.5872,262.3311,0.90188,0.84893,16.1966,False
86,166.8626,158.6572,0.940114,0.908633,12.5959,False
87,153.8125,169.027,0.945798,0.902662,13.001,False
88,150.9319,140.5815,0.931224,0.919043,11.8567,False
89,150.6959,176.4471,0.956179,0.898389,13.2833,False
90,147.8817,145.7332,0.955734,0.916076,12.072,False
91,150.3162,142.3336,0.968032,0.918034,11.9304,False
92,144.3906,137.4501,0.953502,0.920846,11.7239,False
93,145.5844,148.5426,0.988169,0.914458,12.1878,True
