epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8853.3502,7067.5523,7e-06,-3.07002,84.0687,False
2,5521.7815,3375.2611,3e-06,-0.943725,58.097,False
3,2479.5369,1802.3448,2e-06,-0.037924,42.454,False
4,1768.0819,1739.718,2e-06,-0.001859,41.7099,False
5,1742.7407,1740.5719,2e-06,-0.00235,41.7202,False
6,1732.3232,1741.6605,2e-06,-0.002977,41.7332,False
7,1744.9508,1742.8708,1e-06,-0.003674,41.7477,False
8,1739.029,1740.013,1e-06,-0.002028,41.7135,False
9,1739.7483,1741.6533,2e-06,-0.002973,41.7331,False
10,1739.1201,1741.5049,4e-06,-0.002888,41.7313,False
11,1742.4786,1739.9965,8e-06,-0.002019,41.7133,False
12,1748.0777,1736.3321,0.000174,9.1e-05,41.6693,False
13,1585.2094,1121.6172,0.286857,0.35409,33.4906,False
14,1052.4092,578.3449,0.685097,0.666946,24.0488,False
15,564.212,456.0899,0.900248,0.73735,21.3563,False
16,502.282,407.1535,0.889723,0.765531,20.178,False
17,493.6435,378.5424,0.843218,0.782007,19.4562,False
18,394.404,278.0168,0.930199,0.839897,16.6738,False
19,334.2934,291.6483,0.948113,0.832047,17.0777,False
20,306.5643,379.6345,0.94873,0.781378,19.4842,False
21,305.9536,294.4915,0.934452,0.83041,17.1608,False
22,283.4933,213.182,0.931781,0.877234,14.6008,False
23,265.0877,258.3382,0.896947,0.85123,16.0729,False
24,267.634,207.6071,0.939903,0.880444,14.4086,False
25,248.7342,206.6236,0.913276,0.881011,14.3744,False
26,249.9577,212.8287,0.952909,0.877437,14.5886,False
27,257.6067,213.0834,0.948969,0.877291,14.5974,False
28,247.2023,198.8666,0.968957,0.885478,14.102,False
29,241.4914,199.2696,0.945035,0.885246,14.1163,False
30,244.4418,226.3273,0.956244,0.869664,15.0442,False
31,239.1884,191.1457,0.932852,0.889924,13.8255,False
32,227.4431,214.2107,0.945499,0.876642,14.6359,False
33,243.4528,202.455,0.968927,0.883411,14.2287,False
34,226.7584,199.8266,0.948287,0.884925,14.136,False
35,223.0715,182.0308,0.953998,0.895173,13.4919,False
36,216.2675,200.9152,0.938006,0.884298,14.1745,False
37,225.3502,187.068,0.984896,0.892272,13.6773,False
38,216.9013,204.2151,0.888446,0.882398,14.2904,False
39,218.8455,193.7963,0.942086,0.888398,13.9211,False
40,212.2854,186.267,0.929906,0.892734,13.648,False
41,222.2183,176.7644,0.919991,0.898206,13.2953,False
42,209.0038,177.843,0.935765,0.897585,13.3358,False
43,215.902,303.6516,0.927329,0.825135,17.4256,False
44,228.8945,193.2499,0.899705,0.888712,13.9014,False
45,213.0644,249.4801,0.904134,0.856331,15.7949,False
46,215.119,181.9107,0.986284,0.895242,13.4874,False
47,205.4342,193.7831,0.940226,0.888405,13.9206,False
48,202.8807,228.3105,0.921598,0.868522,15.1099,False
49,203.5756,169.0659,0.949101,0.902639,13.0025,False
50,207.9281,169.2553,0.949901,0.90253,13.0098,False
51,201.1703,264.9261,0.924124,0.847436,16.2766,False
52,203.1644,177.9184,0.909836,0.897541,13.3386,False
53,200.7171,176.6891,0.930744,0.898249,13.2924,False
54,197.661,183.6606,0.961253,0.894235,13.5521,False
55,199.5956,196.5356,0.947388,0.88682,14.0191,False
56,197.3439,182.1283,0.932812,0.895117,13.4955,False
57,196.8764,172.1588,0.98123,0.900858,13.1209,False
58,191.3668,171.9531,0.948825,0.900977,13.1131,False
59,194.0672,162.4152,0.969839,0.906469,12.7442,False
60,185.5675,222.2095,0.908871,0.872035,14.9067,False
61,194.1316,165.8481,0.923083,0.904492,12.8782,False
62,183.3733,164.0797,0.973391,0.905511,12.8094,False
63,185.4797,194.6327,0.896864,0.887916,13.9511,False
64,188.7559,199.5059,0.950896,0.88511,14.1247,False
65,188.6188,147.7421,0.964445,0.914919,12.1549,False
66,179.4028,155.417,0.966802,0.910499,12.4666,False
67,182.2564,148.4109,0.961669,0.914534,12.1824,False
68,173.5888,136.615,0.97748,0.921327,11.6882,False
69,170.4483,175.1659,0.975053,0.899126,13.235,False
70,173.1554,157.3242,0.909966,0.909401,12.5429,False
71,170.5653,138.1388,0.94596,0.920449,11.7532,False
72,167.9792,147.3601,0.967859,0.915139,12.1392,False
73,165.2295,174.107,0.938095,0.899736,13.195,False
74,167.378,157.5943,0.995938,0.909246,12.5537,False
75,167.618,153.9922,0.928285,0.91132,12.4094,False
76,165.7688,186.9579,0.952387,0.892336,13.6733,False
77,158.699,163.4641,0.966755,0.905865,12.7853,False
78,160.4918,149.379,0.958432,0.913977,12.2221,False
79,159.1515,160.8975,0.961755,0.907343,12.6845,False
80,158.7582,140.4554,0.977937,0.919115,11.8514,False
81,160.6156,137.688,0.963553,0.920709,11.7341,False
82,156.872,172.8061,0.954805,0.900485,13.1456,False
83,154.6478,150.8312,0.900635,0.91314,12.2813,True
