epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,ug_mean,rg_mean
1,9047.107,7439.3127,4e-06,-3.284108,86.2514,False,0.283657,0.725041
2,6016.9148,3864.349,2e-06,-1.225379,62.1639,False,0.250899,0.788083
3,2795.8602,1868.2093,2e-06,-0.075853,43.2228,False,0.243941,0.813411
4,1783.2487,1740.3239,2e-06,-0.002207,41.7172,False,0.243469,0.819014
5,1741.5453,1740.5771,8.6e-05,-0.002353,41.7202,False,0.238674,0.820008
6,1722.9171,1547.6104,0.078865,0.108771,39.3397,False,0.315106,0.639606
7,1205.3549,482.0752,0.637088,0.722385,21.9562,False,0.379882,0.581221
8,453.5909,308.7883,0.871079,0.822177,17.5724,False,0.237741,0.55348
9,369.7309,281.161,0.919543,0.838087,16.7679,False,0.216818,0.540567
10,358.3619,295.0938,0.875421,0.830063,17.1783,False,0.210314,0.527495
11,342.5646,259.7131,0.958999,0.850438,16.1156,False,0.199321,0.512799
12,316.0354,292.6337,0.868121,0.83148,17.1065,False,0.181458,0.506236
13,302.7583,238.3384,0.936973,0.862747,15.4382,False,0.167387,0.499228
14,285.4563,225.0665,0.967519,0.87039,15.0022,False,0.156628,0.494608
15,289.6061,257.0293,0.950601,0.851983,16.0321,False,0.149068,0.481778
16,274.6713,238.4379,0.915433,0.86269,15.4414,False,0.143089,0.473825
17,265.0613,208.1286,0.948536,0.880144,14.4267,False,0.140432,0.464808
18,260.7231,217.1768,0.941187,0.874934,14.7369,False,0.135815,0.45695
19,250.4893,211.2921,0.955619,0.878322,14.5359,False,0.13954,0.450991
20,247.5513,208.7051,0.929715,0.879812,14.4466,False,0.133693,0.445213
21,242.6283,176.5845,0.934567,0.89831,13.2885,False,0.132338,0.438472
22,237.9488,191.8842,0.937736,0.889499,13.8522,False,0.130405,0.435186
23,236.32,216.9756,0.929762,0.875049,14.7301,False,0.12779,0.431379
24,227.8801,171.527,0.972595,0.901222,13.0968,False,0.127907,0.428329
25,226.0854,182.0886,0.972372,0.89514,13.494,False,0.123349,0.423741
26,227.3758,222.0958,0.929766,0.872101,14.9029,False,0.12989,0.420785
27,231.0434,168.5286,0.936983,0.902949,12.9819,False,0.127473,0.415617
28,220.2996,171.4937,0.971421,0.901241,13.0956,False,0.128851,0.413069
29,217.8378,183.9883,0.944907,0.894046,13.5642,False,0.128186,0.409685
30,215.689,165.4616,0.944462,0.904715,12.8632,False,0.130617,0.406286
31,216.2974,167.4215,0.953607,0.903586,12.9391,False,0.126995,0.403389
32,212.2753,156.0607,0.948757,0.910129,12.4924,False,0.128229,0.400712
33,206.2221,164.4471,0.968865,0.905299,12.8237,False,0.131896,0.398059
34,199.6965,163.5528,0.954018,0.905814,12.7888,False,0.131596,0.397716
35,200.7053,158.0418,0.960677,0.908988,12.5715,False,0.13452,0.396894
36,203.7563,164.9547,0.976714,0.905007,12.8435,False,0.129058,0.395512
37,195.2906,164.8011,0.966513,0.905095,12.8375,False,0.132904,0.391468
38,193.9147,155.4127,0.951866,0.910502,12.4665,False,0.130492,0.38788
39,192.5341,145.8387,0.956653,0.916015,12.0764,False,0.132583,0.38842
40,188.9078,150.3056,0.950438,0.913443,12.2599,False,0.130739,0.385011
41,188.4104,151.8897,0.995407,0.912531,12.3244,False,0.132892,0.382463
42,183.1637,142.5198,0.95535,0.917927,11.9382,False,0.135889,0.38345
43,178.2855,133.9954,0.94942,0.922836,11.5756,False,0.136832,0.3836
44,181.1691,139.2682,0.961724,0.919799,11.8012,False,0.136108,0.381854
45,176.3127,141.0518,0.956641,0.918772,11.8765,False,0.136459,0.378897
46,176.5771,138.0675,0.957749,0.920491,11.7502,False,0.139793,0.379711
47,172.0785,141.9187,0.955846,0.918273,11.913,False,0.134105,0.377294
48,172.3093,142.4755,0.963073,0.917952,11.9363,False,0.129299,0.374047
49,172.6874,143.9916,0.980861,0.917079,11.9996,False,0.134896,0.376507
50,168.401,137.242,0.960716,0.920966,11.715,False,0.132042,0.374501
51,170.7915,143.1771,0.935149,0.917548,11.9657,False,0.130266,0.373352
52,168.3568,138.7665,0.97511,0.920088,11.7799,False,0.126563,0.370006
53,167.3477,147.8753,0.930915,0.914842,12.1604,False,0.134301,0.373075
54,169.6102,140.1275,0.95971,0.919304,11.8375,False,0.130593,0.371641
55,165.1713,139.8308,0.940168,0.919475,11.825,False,0.138015,0.370243
56,162.3882,132.3509,0.956209,0.923783,11.5044,False,0.135167,0.370501
57,160.9148,141.1782,0.95375,0.918699,11.8818,False,0.13619,0.371809
58,162.0714,167.9559,0.994578,0.903279,12.9598,False,0.131756,0.367205
59,163.4812,137.7501,0.95997,0.920673,11.7367,False,0.135384,0.36785
60,162.5193,128.5943,0.95257,0.925946,11.3399,False,0.12978,0.365316
61,157.7921,132.1262,0.962606,0.923912,11.4946,False,0.135138,0.366408
62,159.7982,128.7682,0.948117,0.925846,11.3476,False,0.140396,0.369324
63,158.3524,138.073,0.967944,0.920487,11.7504,False,0.138516,0.372042
64,158.1009,146.1109,0.977015,0.915859,12.0876,False,0.133352,0.370684
65,155.2244,126.4495,0.951561,0.927181,11.245,False,0.141697,0.374058
66,157.4857,129.509,0.946173,0.925419,11.3802,False,0.140686,0.370895
67,156.448,127.1452,0.97477,0.92678,11.2759,False,0.142974,0.374797
68,155.1224,120.1576,0.951036,0.930804,10.9616,False,0.144024,0.374603
69,152.746,147.3315,0.971995,0.915156,12.138,False,0.137012,0.374495
70,152.9033,126.4941,0.954539,0.927155,11.247,False,0.132051,0.371364
71,150.1515,135.2367,0.954681,0.922121,11.6291,False,0.142401,0.378067
72,150.978,146.1257,0.959736,0.91585,12.0882,False,0.141446,0.379253
73,151.3666,137.8198,0.9717,0.920633,11.7397,False,0.143664,0.377739
74,148.4184,133.8075,0.975304,0.922944,11.5675,False,0.140441,0.375311
75,147.9694,143.8509,0.957843,0.91716,11.9938,False,0.132212,0.373868
76,151.3805,132.9963,0.977176,0.923411,11.5324,False,0.134616,0.372767
77,147.4323,139.2822,0.983506,0.919791,11.8018,False,0.13761,0.374231
78,151.6654,136.7443,0.959042,0.921253,11.6938,False,0.134365,0.374322
79,146.8938,134.856,0.973811,0.92234,11.6128,False,0.132369,0.37331
80,148.2118,131.1171,0.985903,0.924493,11.4506,False,0.134822,0.374988
81,147.3718,126.3519,0.965414,0.927237,11.2406,False,0.130174,0.3728
82,145.466,128.1354,0.967278,0.92621,11.3197,False,0.126537,0.368241
83,144.2605,137.1803,0.96832,0.921001,11.7124,True,0.129073,0.373449
