epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8472.6385,6221.5796,6e-06,-2.582847,78.877,False
2,4403.0672,2423.0488,3e-06,-0.395371,49.2245,False
3,1968.4591,1736.6789,3e-06,-0.000108,41.6735,False
4,1745.7222,1743.8032,3e-06,-0.004211,41.7589,False
5,1739.4678,1740.7925,3e-06,-0.002477,41.7228,False
6,1741.0579,1739.639,2e-06,-0.001813,41.709,False
7,1747.4409,1742.7156,4e-06,-0.003585,41.7458,False
8,1743.1499,1739.9072,0.000705,-0.001968,41.7122,False
9,1567.1985,864.4285,0.535487,0.502198,29.4012,False
10,767.1895,597.0937,0.70717,0.656149,24.4355,False
11,562.6544,458.6995,0.838261,0.735847,21.4173,False
12,485.8479,557.7551,0.954243,0.678803,23.6168,False
13,470.2351,407.2763,0.837066,0.76546,20.1811,False
14,333.8372,356.6721,0.927917,0.794602,18.8858,False
15,292.9603,223.4555,0.952583,0.871318,14.9484,False
16,269.6085,272.08,0.937657,0.843316,16.4948,False
17,263.3583,204.8752,0.944893,0.882018,14.3135,False
18,252.0153,203.6188,0.938211,0.882741,14.2695,False
19,244.7941,199.3855,0.909461,0.885179,14.1204,False
20,236.1243,207.5663,0.917903,0.880468,14.4072,False
21,229.5672,203.3174,0.950521,0.882915,14.2589,False
22,234.4072,195.8725,0.965747,0.887202,13.9954,False
23,231.3758,189.5187,0.947331,0.890861,13.7666,False
24,235.2817,211.6616,0.957133,0.87811,14.5486,False
25,226.4079,187.5089,0.921055,0.892018,13.6934,False
26,221.2377,267.0543,1.022798,0.84621,16.3418,False
27,220.3563,194.8096,0.92011,0.887814,13.9574,False
28,213.5389,192.9531,0.927263,0.888883,13.8908,False
29,218.2898,236.6577,0.960605,0.863715,15.3837,False
30,215.7911,172.6756,0.908945,0.900561,13.1406,False
31,208.4908,197.7075,0.982459,0.886145,14.0608,False
32,204.0682,211.1813,0.947464,0.878386,14.5321,False
33,218.1024,205.0441,0.92417,0.88192,14.3194,False
34,200.6615,218.5788,0.927555,0.874126,14.7844,False
35,199.5256,181.9368,0.930922,0.895227,13.4884,False
36,198.3198,223.4109,0.905893,0.871343,14.9469,False
37,201.666,238.6453,0.931877,0.86257,15.4481,False
38,202.4702,163.7246,0.974597,0.905715,12.7955,False
39,189.7737,161.4344,0.956419,0.907034,12.7057,False
40,191.3815,165.4656,0.962758,0.904713,12.8633,False
41,181.761,161.1953,0.931034,0.907172,12.6963,False
42,177.5181,146.4858,0.955856,0.915643,12.1031,False
43,178.862,174.4153,0.973886,0.899559,13.2066,False
44,174.6826,147.1981,0.948832,0.915232,12.1325,False
45,167.4841,191.7156,0.968451,0.889596,13.8461,False
46,172.8709,154.9192,0.971839,0.910786,12.4467,False
47,170.3555,158.2577,0.966902,0.908863,12.5801,False
48,167.5157,214.376,0.951753,0.876546,14.6416,False
49,181.144,141.9604,0.929904,0.918249,11.9147,False
50,165.5321,157.922,0.953685,0.909057,12.5667,False
51,168.8881,153.6891,0.953451,0.911494,12.3971,False
52,168.8463,159.6717,0.981155,0.908049,12.6361,False
53,166.1404,155.8771,0.939717,0.910234,12.4851,False
54,165.953,145.6064,1.005215,0.916149,12.0667,False
55,162.1641,172.5572,0.935146,0.900629,13.1361,False
56,162.7756,127.4261,0.986546,0.926619,11.2883,False
57,165.1312,169.4052,0.942209,0.902444,13.0156,False
58,154.8168,153.0098,0.964926,0.911886,12.3697,False
59,160.9205,172.2834,0.933342,0.900786,13.1257,False
60,162.4547,164.9577,0.916976,0.905005,12.8436,False
61,159.8896,146.1044,0.920107,0.915862,12.0874,False
62,157.3439,135.9126,0.938636,0.921731,11.6582,False
63,157.4283,137.325,0.946793,0.920918,11.7186,False
64,156.4175,136.4977,0.948704,0.921394,11.6832,False
65,154.5717,159.0876,0.94858,0.908386,12.613,False
66,154.0928,215.468,0.96142,0.875918,14.6788,False
67,170.9293,129.2157,0.951907,0.925588,11.3673,False
68,152.0695,167.1834,0.921546,0.903723,12.9299,False
69,161.0705,150.0522,0.945008,0.913589,12.2496,False
70,151.5788,149.022,0.960357,0.914182,12.2075,False
71,147.5755,139.4116,0.972845,0.919716,11.8073,True
