epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8972.7382,7302.8784,4e-06,-3.205539,85.4569,False
2,5827.0935,3695.0644,2e-06,-1.127892,60.787,False
3,2729.4583,1891.1027,1e-06,-0.089037,43.4868,False
4,1798.6793,1736.7986,1e-06,-0.000177,41.6749,False
5,1744.5342,1742.0109,1e-06,-0.003179,41.7374,False
6,1750.1399,1742.1286,1e-06,-0.003247,41.7388,False
7,1748.8835,1741.8573,1e-06,-0.003091,41.7356,False
8,1743.2968,1740.9301,1e-06,-0.002557,41.7245,False
9,1742.7423,1741.3006,1e-06,-0.00277,41.7289,False
10,1744.7824,1740.2264,1e-06,-0.002151,41.716,False
11,1745.179,1741.4079,1e-06,-0.002832,41.7302,False
12,1744.2859,1741.1322,1e-06,-0.002673,41.7269,False
13,1735.3574,1742.31,1e-06,-0.003351,41.741,False
14,1747.7041,1741.5016,1e-06,-0.002886,41.7313,False
15,1741.555,1741.9741,0.0,-0.003158,41.737,False
16,1740.669,1740.4128,1e-06,-0.002259,41.7183,False
17,1741.5041,1740.4684,2e-06,-0.002291,41.7189,False
18,1742.1606,1739.7306,4e-06,-0.001866,41.7101,False
19,1745.2691,1741.8743,7e-06,-0.0031,41.7358,True
