epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8478.9754,6253.9865,8e-06,-2.601509,79.0821,False
2,4469.633,2488.7017,4e-06,-0.433179,49.8869,False
3,2002.5004,1737.5689,4e-06,-0.000621,41.6842,False
4,1741.6516,1741.2094,3e-06,-0.002717,41.7278,False
5,1739.7364,1740.6257,3e-06,-0.002381,41.7208,False
6,1738.6319,1741.5308,3e-06,-0.002902,41.7317,False
7,1736.8199,1740.8119,3e-06,-0.002489,41.723,False
8,1737.5008,1742.5703,3e-06,-0.003501,41.7441,False
9,1745.3818,1741.4433,3e-06,-0.002852,41.7306,False
10,1744.3246,1740.4907,3e-06,-0.002304,41.7192,False
11,1743.0968,1740.8985,2e-06,-0.002538,41.7241,False
12,1740.1301,1740.2647,2e-06,-0.002173,41.7165,False
13,1742.1292,1743.7408,2e-06,-0.004175,41.7581,False
14,1745.3586,1744.0232,2e-06,-0.004338,41.7615,False
15,1744.3299,1741.1252,6.7e-05,-0.002669,41.7268,False
16,1740.3008,1740.6951,0.000174,-0.002421,41.7216,False
17,1208.7366,543.2405,0.766833,0.687162,23.3075,False
18,576.6732,581.7117,0.763495,0.665007,24.1187,False
19,498.3955,408.4821,0.881804,0.764766,20.2109,False
20,422.2192,341.1448,0.954412,0.803544,18.4701,False
21,363.2998,342.9554,0.863082,0.802501,18.5191,False
22,352.7601,322.377,0.898237,0.814351,17.9549,False
23,316.3273,228.5019,0.923658,0.868412,15.1163,False
24,293.6596,216.5773,0.898609,0.875279,14.7166,False
25,283.7862,216.8151,0.909148,0.875142,14.7246,False
26,276.92,226.0993,0.906699,0.869795,15.0366,False
27,270.1856,237.1592,0.884279,0.863426,15.4,False
28,262.8677,259.7509,0.968394,0.850416,16.1168,False
29,263.7974,203.974,0.93718,0.882537,14.2819,False
30,254.5717,234.9503,0.886285,0.864698,15.3281,False
31,251.5808,193.9942,0.971945,0.888284,13.9282,False
32,250.669,212.8569,0.943216,0.877421,14.5896,False
33,242.9885,185.8514,0.947331,0.892973,13.6327,False
