epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,ug_mean,rg_mean
1,8800.4702,7041.5509,3e-06,-3.055047,83.9139,False,0.267095,0.731532
2,5631.263,3601.4403,2e-06,-1.073976,60.012,False,0.237113,0.791472
3,2671.9231,1861.353,1e-06,-0.071905,43.1434,False,0.231872,0.811118
4,1787.2019,1737.6861,1e-06,-0.000688,41.6856,False,0.230528,0.816657
5,1746.7224,1741.2326,1e-06,-0.002731,41.7281,False,0.231131,0.818243
6,1741.6252,1735.9899,0.00077,0.000288,41.6652,False,0.228349,0.814537
7,1643.7873,1468.1899,0.125753,0.154507,38.317,False,0.346856,0.649907
8,1007.3084,368.8269,0.810026,0.787602,19.2049,False,0.28833,0.567314
9,425.8495,306.9639,0.909351,0.823227,17.5204,False,0.220219,0.543718
10,377.9318,281.7853,0.904709,0.837727,16.7865,False,0.206745,0.525682
11,358.5923,272.9119,0.935233,0.842837,16.52,False,0.207406,0.512944
12,352.2306,293.9328,0.894169,0.830732,17.1445,False,0.203811,0.505185
13,346.8536,276.9155,0.924086,0.840532,16.6408,False,0.198849,0.49623
14,343.8077,267.94,0.902289,0.8457,16.3689,False,0.206507,0.490308
15,335.1973,280.0098,0.907753,0.83875,16.7335,False,0.221307,0.484349
16,332.9961,254.2201,0.951544,0.853601,15.9443,False,0.221737,0.477543
17,305.6405,251.6559,0.930236,0.855078,15.8637,False,0.212764,0.475507
18,284.6357,255.3973,0.958624,0.852923,15.9812,False,0.207941,0.471887
19,265.7056,231.199,1.008687,0.866858,15.2052,False,0.198076,0.468024
20,266.2085,223.1124,0.939737,0.871515,14.9369,False,0.19147,0.464476
21,253.9949,245.6292,1.00044,0.858548,15.6726,False,0.183073,0.46366
22,251.1746,208.4548,0.942022,0.879956,14.438,False,0.180659,0.461609
23,242.3964,203.2786,0.947722,0.882937,14.2576,False,0.177405,0.462742
24,238.2027,214.5487,0.940648,0.876447,14.6475,False,0.174045,0.460752
25,240.5141,183.2315,0.959061,0.894482,13.5363,False,0.161197,0.457318
26,232.975,218.8559,0.923422,0.873967,14.7938,False,0.161032,0.454241
27,246.0172,188.791,0.955063,0.89128,13.7401,False,0.170799,0.457486
28,229.7572,242.4906,0.929485,0.860356,15.5721,False,0.169877,0.454985
29,237.6874,219.0181,0.984382,0.873873,14.7993,False,0.15431,0.446143
30,229.2397,188.4272,0.977278,0.89149,13.7269,False,0.162347,0.448166
31,223.2719,182.0622,0.967457,0.895155,13.493,False,0.157672,0.445913
32,218.8241,210.1374,0.970255,0.878987,14.4961,False,0.163573,0.45007
33,222.6041,204.4666,0.939258,0.882253,14.2992,False,0.156928,0.444052
34,215.7368,185.7021,0.97183,0.893059,13.6273,False,0.154165,0.442808
35,211.4824,173.13,0.966307,0.900299,13.1579,False,0.152851,0.439225
36,217.4073,164.204,0.960644,0.905439,12.8142,False,0.146145,0.43946
37,206.3978,189.1454,0.949629,0.891076,13.753,False,0.145619,0.438552
38,205.9244,191.03,0.936832,0.889991,13.8214,False,0.147622,0.4415
39,205.413,191.4048,0.901688,0.889775,13.8349,False,0.142524,0.436666
40,205.7177,161.4563,0.938534,0.907021,12.7065,False,0.141863,0.434258
41,198.5575,149.059,0.980413,0.914161,12.209,False,0.138224,0.427455
42,195.9098,153.0779,0.968795,0.911846,12.3725,False,0.130446,0.426818
43,194.4849,187.4784,0.980584,0.892036,13.6923,False,0.141467,0.428086
44,195.4059,152.53,0.966189,0.912162,12.3503,False,0.137005,0.428032
45,190.2664,149.0233,0.945585,0.914181,12.2075,False,0.141811,0.428258
46,195.3564,153.3199,0.985199,0.911707,12.3822,False,0.131447,0.425193
47,184.7084,146.451,0.968993,0.915663,12.1017,False,0.137774,0.427376
48,184.4805,136.3193,0.977407,0.921497,11.6756,False,0.129953,0.421529
49,183.0896,133.5202,0.93915,0.923109,11.5551,False,0.135558,0.425293
50,184.4001,132.8774,0.987246,0.923479,11.5272,False,0.132358,0.4248
51,174.3659,137.2724,0.971148,0.920948,11.7163,False,0.13535,0.424634
52,179.0927,145.1828,0.945052,0.916393,12.0492,False,0.133334,0.425001
53,181.852,163.4005,0.921767,0.905902,12.7828,False,0.128779,0.420771
54,176.7592,139.9274,0.984548,0.919419,11.8291,False,0.131227,0.421763
55,173.1614,148.9111,0.934347,0.914246,12.2029,False,0.13296,0.420806
56,169.4552,142.4364,0.966054,0.917975,11.9347,False,0.130205,0.419714
57,170.7478,147.4047,0.957466,0.915113,12.141,False,0.134255,0.419719
58,171.5527,139.3731,0.986263,0.919739,11.8056,False,0.130381,0.421457
59,167.7193,146.611,0.953927,0.915571,12.1083,False,0.132856,0.423374
60,162.803,133.6323,0.939902,0.923045,11.5599,False,0.135631,0.421894
61,165.6834,159.8619,0.954543,0.90794,12.6436,False,0.129022,0.419866
62,166.7832,147.5527,0.96687,0.915028,12.1471,False,0.12955,0.422442
63,167.2554,140.8681,0.964137,0.918878,11.8688,False,0.135526,0.421483
64,161.6876,140.4794,0.951743,0.919102,11.8524,False,0.139831,0.424318
65,162.0324,136.0477,0.971697,0.921654,11.6639,True,0.130161,0.421465
