epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8974.269,7382.1335,7e-06,-3.25118,85.9193,False
2,6013.573,3943.1151,3e-06,-1.270738,62.7942,False
3,2936.0145,1990.8787,2e-06,-0.146496,44.6193,False
4,1845.7137,1736.9593,2e-06,-0.00027,41.6768,False
5,1738.279,1741.4752,2e-06,-0.002871,41.731,False
6,1743.7317,1741.6403,2e-06,-0.002966,41.733,False
7,1744.2671,1740.8085,2e-06,-0.002486,41.723,False
8,1750.6211,1743.4171,2e-06,-0.003989,41.7542,False
9,1744.7313,1741.8471,2e-06,-0.003085,41.7354,False
10,1744.7135,1741.2126,1.4e-05,-0.002719,41.7278,False
11,1738.6396,1739.9038,5.4e-05,-0.001965,41.7122,False
12,1731.1108,2071.2404,0.406125,-0.192774,45.5109,False
13,915.6472,501.7136,0.802186,0.711076,22.399,False
14,561.3974,450.8363,0.839436,0.740375,21.2329,False
15,495.4208,347.4583,0.88081,0.799908,18.6402,False
16,440.3567,371.8993,0.843245,0.785833,19.2847,False
17,404.8567,277.9063,0.916094,0.839961,16.6705,False
18,353.0762,394.7329,0.878991,0.772684,19.8679,False
19,334.9072,238.3627,0.879166,0.862733,15.439,False
20,317.1194,279.824,0.957916,0.838857,16.7279,False
21,307.1532,280.0966,0.861873,0.8387,16.7361,False
22,306.2387,207.2084,0.941114,0.880674,14.3947,False
23,288.0734,221.9798,0.879481,0.872168,14.899,False
24,275.231,223.2371,0.882836,0.871444,14.9411,False
25,271.887,203.5257,0.910313,0.882795,14.2662,False
26,270.9625,213.3986,0.907164,0.877109,14.6082,False
27,262.1714,196.5205,0.924498,0.886829,14.0186,False
28,260.2027,221.126,0.9227,0.872659,14.8703,False
29,253.6878,213.0801,0.920761,0.877293,14.5973,False
30,254.1825,197.8794,0.906245,0.886046,14.067,False
31,247.9276,215.0716,0.894929,0.876146,14.6653,False
32,247.999,193.5585,0.899568,0.888535,13.9125,False
33,247.0966,193.6588,0.936594,0.888477,13.9161,False
34,241.9302,197.0163,0.93129,0.886543,14.0362,False
35,241.4966,200.8662,0.945021,0.884326,14.1727,False
36,238.3416,183.3746,0.927808,0.894399,13.5416,False
37,232.6684,208.314,0.950896,0.880037,14.4331,False
38,230.3258,183.9779,0.938391,0.894052,13.5638,False
39,226.8184,182.6088,0.937625,0.89484,13.5133,False
40,229.449,181.6977,0.932584,0.895365,13.4795,False
41,228.9329,182.2739,0.928269,0.895033,13.5009,False
42,226.4631,173.0634,0.927772,0.900337,13.1554,False
43,220.1715,179.803,0.931089,0.896456,13.4091,False
44,224.3699,172.2542,0.929326,0.900803,13.1246,False
45,223.0855,200.5189,0.92148,0.884526,14.1605,False
46,222.8497,180.3694,0.940101,0.89613,13.4302,False
47,221.635,187.9201,0.985007,0.891782,13.7084,False
48,218.19,200.1702,0.972275,0.884727,14.1482,False
49,219.7591,180.5702,0.946555,0.896014,13.4376,False
50,219.4329,178.6976,0.962847,0.897093,13.3678,False
51,212.8818,176.3136,0.954877,0.898466,13.2783,False
52,214.2875,177.3852,0.931931,0.897848,13.3186,False
53,210.9643,192.1533,0.994915,0.889344,13.8619,False
54,211.7335,175.4572,0.98359,0.898959,13.246,False
55,212.4445,164.9163,0.950839,0.905029,12.842,False
56,207.3523,173.0563,0.963781,0.900341,13.1551,False
57,205.0563,202.3598,1.011016,0.883466,14.2253,False
58,206.3621,174.3359,0.90109,0.899604,13.2036,False
59,204.3591,172.1144,0.961972,0.900884,13.1192,False
60,203.7462,210.2543,0.899227,0.87892,14.5001,False
61,203.9756,170.37,0.94466,0.901888,13.0526,False
62,204.8573,163.4535,0.951375,0.905871,12.7849,False
63,201.0556,178.4266,0.931971,0.897249,13.3576,False
64,199.7274,164.5343,0.931292,0.905249,12.8271,False
65,196.3006,163.4282,0.982943,0.905886,12.7839,False
66,195.5812,174.4541,1.007748,0.899536,13.2081,False
67,201.1251,184.2388,0.959981,0.893902,13.5735,False
68,192.5842,174.3368,0.938424,0.899604,13.2037,False
69,190.8904,192.0726,0.947719,0.88939,13.859,False
70,192.7238,182.9679,0.96788,0.894634,13.5266,False
71,187.6467,161.8347,0.942101,0.906804,12.7214,False
72,192.6248,162.96,0.948978,0.906156,12.7656,False
73,190.684,158.5257,0.940647,0.908709,12.5907,False
74,185.2771,188.096,0.910176,0.89168,13.7148,False
75,185.139,172.0671,0.993264,0.900911,13.1174,False
76,182.2422,170.8038,0.930404,0.901639,13.0692,False
77,184.1721,166.9502,0.923482,0.903858,12.9209,False
78,192.595,157.3498,0.946853,0.909386,12.5439,False
79,189.0323,172.8683,0.959477,0.90045,13.1479,False
80,187.501,158.2507,0.931102,0.908868,12.5798,False
81,185.5969,155.4539,0.921725,0.910478,12.4681,False
82,179.1313,157.0812,0.982161,0.909541,12.5332,False
83,179.6394,153.5391,0.943372,0.911581,12.3911,False
84,178.788,168.1072,0.981203,0.903191,12.9656,False
85,176.3236,146.8031,0.982176,0.91546,12.1162,False
86,180.5655,136.8357,0.966255,0.9212,11.6977,False
87,173.3112,143.7656,0.950782,0.917209,11.9902,False
88,171.9242,148.9474,0.947749,0.914225,12.2044,False
89,173.8782,130.3887,0.949519,0.924913,11.4188,False
90,171.0171,152.3794,0.96819,0.912249,12.3442,False
91,166.5255,176.9819,0.949099,0.898081,13.3035,False
92,178.199,151.9359,0.960361,0.912504,12.3262,False
93,168.5119,165.6826,0.930869,0.904588,12.8718,False
94,168.0498,152.6768,1.002572,0.912077,12.3562,False
95,168.556,143.9562,0.952827,0.917099,11.9982,False
96,161.2773,136.8351,0.975551,0.9212,11.6977,False
97,162.0033,147.18,0.946848,0.915243,12.1318,False
98,159.6821,132.6721,0.968762,0.923598,11.5183,False
99,170.9703,137.5727,0.964687,0.920775,11.7291,False
100,163.6745,143.9387,0.969374,0.917109,11.9974,False
101,160.1081,142.8436,0.93821,0.91774,11.9517,False
102,158.3955,160.4643,0.943623,0.907593,12.6675,False
103,154.722,129.0921,0.95435,0.925659,11.3619,False
104,157.7575,132.1487,0.94048,0.923899,11.4956,False
105,156.844,139.4122,0.944142,0.919716,11.8073,False
106,155.8796,133.1362,0.949038,0.92333,11.5385,False
107,156.4552,145.2607,0.953959,0.916348,12.0524,False
108,155.2287,142.4646,0.970962,0.917958,11.9359,False
109,150.6756,148.3763,0.973768,0.914554,12.181,False
110,151.7331,148.0245,0.939011,0.914757,12.1665,False
111,150.4136,132.1614,0.940461,0.923892,11.4961,False
112,154.1455,146.1537,0.91556,0.915834,12.0894,False
113,149.0294,147.375,0.970192,0.915131,12.1398,False
114,156.5675,144.6302,0.937403,0.916711,12.0262,False
115,147.603,120.687,0.973076,0.9305,10.9858,False
116,152.6912,172.4328,0.955538,0.9007,13.1314,False
117,145.0565,140.4312,0.941265,0.919129,11.8504,False
118,146.9322,143.2256,0.964372,0.91752,11.9677,False
119,143.1155,136.3949,0.93512,0.921454,11.6788,False
120,144.178,131.3045,0.945346,0.924385,11.4588,False
121,140.5088,156.3345,0.934845,0.909971,12.5034,False
122,138.2725,129.3319,0.942159,0.925521,11.3724,False
123,139.969,133.3593,0.972135,0.923202,11.5481,False
124,141.9654,155.1113,0.95247,0.910675,12.4544,False
125,135.9789,125.5943,0.942089,0.927674,11.2069,False
126,140.5193,126.5412,0.973969,0.927128,11.2491,False
127,136.0156,137.2555,0.951355,0.920958,11.7156,False
128,136.3596,135.5495,0.943129,0.921941,11.6426,False
129,137.0236,131.4148,0.950601,0.924322,11.4636,False
130,138.7306,139.5866,0.95422,0.919616,11.8147,True
