epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,ug_mean,rg_mean
1,8630.4088,6624.7411,3e-06,-2.815017,81.3925,False,0.270419,0.77345
2,4971.3176,2926.066,2e-06,-0.685046,54.0931,False,0.250651,0.813178
3,2230.1149,1760.7715,2e-06,-0.013983,41.9615,False,0.248716,0.825053
4,1746.0829,1740.7304,1e-06,-0.002442,41.7221,False,0.248097,0.827791
5,1744.5695,1742.0278,1e-06,-0.003189,41.7376,False,0.247256,0.829036
6,1743.9644,1707.9956,0.01107,0.01641,41.3279,False,0.373784,0.725044
7,1448.0884,1025.6292,0.412814,0.409367,32.0254,False,0.3709,0.655102
8,553.7369,319.599,0.88184,0.815951,17.8773,False,0.246574,0.64052
9,399.7494,375.6797,0.909562,0.783656,19.3825,False,0.227293,0.628676
10,374.6046,286.3736,0.911173,0.835085,16.9226,False,0.229208,0.612684
11,360.7288,298.2498,0.896323,0.828246,17.2699,False,0.22587,0.612376
12,354.2997,281.8459,0.923413,0.837692,16.7883,False,0.221636,0.604798
13,353.9953,279.4517,0.938036,0.839071,16.7168,False,0.232326,0.589972
14,339.9062,280.216,0.936804,0.838631,16.7397,False,0.231719,0.588384
15,330.7625,276.4863,0.909815,0.840779,16.6279,False,0.235231,0.578247
16,318.5835,349.2299,0.963087,0.798888,18.6877,False,0.213099,0.572505
17,301.1092,246.8817,0.941302,0.857827,15.7125,False,0.194898,0.561322
18,280.417,232.1064,0.926177,0.866336,15.235,False,0.194966,0.547979
19,279.9433,226.1034,0.939025,0.869793,15.0367,False,0.18603,0.537836
20,263.8494,216.3694,0.932953,0.875398,14.7095,False,0.178686,0.532766
21,262.8009,219.1401,0.91579,0.873803,14.8034,False,0.171245,0.528142
22,255.3981,216.7076,0.910276,0.875204,14.721,False,0.170983,0.523096
23,247.3862,280.5739,0.969594,0.838425,16.7503,False,0.16481,0.517317
24,255.2732,200.8451,0.948982,0.884339,14.172,False,0.169507,0.510962
25,235.0018,197.0683,0.95089,0.886513,14.0381,False,0.166821,0.506415
26,230.6571,190.7846,0.948678,0.890132,13.8125,False,0.153805,0.503411
27,235.3884,193.2605,0.968331,0.888706,13.9018,False,0.156292,0.500309
28,228.79,191.5674,0.93771,0.889681,13.8408,False,0.156164,0.497419
29,228.8597,192.035,0.951989,0.889412,13.8577,False,0.15537,0.495661
30,221.2723,192.3936,0.967674,0.889205,13.8706,False,0.150646,0.49292
31,217.8762,212.5213,0.934737,0.877614,14.5781,False,0.147817,0.487562
32,219.0472,252.5103,0.900323,0.854586,15.8906,False,0.143386,0.484296
33,218.3295,172.5967,0.961071,0.900606,13.1376,False,0.137357,0.478384
34,212.9892,174.4989,0.945572,0.899511,13.2098,False,0.141727,0.474751
35,211.7841,180.9943,0.959235,0.89577,13.4534,False,0.144551,0.472839
36,208.6424,169.0064,0.945076,0.902674,13.0002,False,0.14325,0.471271
37,210.5988,162.6843,0.930417,0.906314,12.7548,False,0.143019,0.464456
38,201.4473,173.072,0.933782,0.900332,13.1557,False,0.131809,0.45925
39,201.3079,187.0981,0.950809,0.892255,13.6784,False,0.134109,0.453191
40,198.1945,167.308,0.93009,0.903652,12.9348,False,0.130841,0.450869
41,198.1122,183.5965,0.956261,0.894272,13.5498,False,0.128523,0.449625
42,198.578,180.6711,0.978534,0.895956,13.4414,False,0.117561,0.447768
43,194.9056,158.626,0.962949,0.908651,12.5947,False,0.112955,0.444132
44,194.4118,167.0617,0.968352,0.903793,12.9252,False,0.12737,0.443782
45,187.8084,168.3856,0.962379,0.903031,12.9763,False,0.124991,0.439773
46,184.0535,147.1894,0.950102,0.915237,12.1322,False,0.11807,0.442133
47,182.458,151.5783,0.953507,0.91271,12.3117,False,0.119014,0.439092
48,182.6152,156.4766,0.974035,0.909889,12.5091,False,0.116286,0.431527
49,180.0596,143.6675,0.945282,0.917266,11.9861,False,0.113956,0.434174
50,176.0126,138.4815,0.968345,0.920252,11.7678,False,0.109479,0.430555
51,175.465,134.6981,0.968431,0.922431,11.606,False,0.101879,0.427758
52,171.4995,165.1112,0.94932,0.904917,12.8496,False,0.102237,0.427259
53,170.3863,154.988,0.981461,0.910746,12.4494,False,0.096211,0.424007
54,175.0398,147.865,0.976856,0.914848,12.16,False,0.10093,0.425346
55,171.3031,135.4952,0.969347,0.921972,11.6402,False,0.103532,0.425787
56,164.0898,138.8029,0.952017,0.920067,11.7815,False,0.09701,0.423886
57,166.8169,151.6887,0.972335,0.912646,12.3162,False,0.099114,0.417843
58,168.277,126.5911,0.961835,0.927099,11.2513,False,0.095192,0.419034
59,163.2941,137.6601,0.972163,0.920725,11.7329,False,0.096054,0.41619
60,167.8765,137.7685,0.96441,0.920663,11.7375,False,0.101555,0.413642
61,160.1598,144.6216,0.959916,0.916716,12.0259,False,0.096818,0.414597
62,165.0753,137.0094,0.958375,0.9211,11.7051,False,0.094083,0.40936
63,159.2546,130.7673,0.948272,0.924695,11.4354,False,0.093402,0.410697
64,162.3583,136.0194,0.969695,0.92167,11.6627,False,0.099174,0.411697
65,157.1841,134.6504,0.989655,0.922458,11.6039,False,0.091121,0.4104
66,158.8673,146.6891,0.990789,0.915526,12.1115,False,0.092261,0.408484
67,157.3786,122.4281,0.951862,0.929497,11.0647,False,0.095019,0.409439
68,156.7294,138.4289,0.976204,0.920282,11.7656,False,0.100033,0.408032
69,154.3997,130.6415,0.955248,0.924767,11.4298,False,0.092019,0.409605
70,152.9262,132.7509,0.979178,0.923552,11.5218,False,0.090544,0.407898
71,153.4179,157.2236,0.967552,0.909459,12.5389,False,0.092309,0.410344
72,157.5674,145.9037,0.969511,0.915978,12.0791,False,0.09913,0.411625
73,150.5263,124.6336,0.951606,0.928227,11.1639,False,0.093159,0.411041
74,152.7952,124.1656,0.957951,0.928496,11.143,False,0.094433,0.411766
75,148.5761,136.3633,0.978523,0.921472,11.6775,False,0.103428,0.413974
76,147.6191,131.508,0.969442,0.924268,11.4677,False,0.095894,0.410841
77,148.4144,130.7103,0.945878,0.924727,11.4329,False,0.095418,0.409984
78,145.4662,134.1015,0.956537,0.922774,11.5802,False,0.098513,0.40883
79,147.2165,132.8338,0.968349,0.923504,11.5254,False,0.094987,0.41061
80,146.8646,123.8893,0.95897,0.928655,11.1306,False,0.089548,0.405031
81,145.9333,118.3336,0.958389,0.931855,10.8781,False,0.092866,0.408042
82,146.2769,141.7336,0.966173,0.918379,11.9052,False,0.096332,0.409258
83,145.0126,131.2324,0.966476,0.924427,11.4557,False,0.096122,0.409907
84,148.1903,131.0765,0.966104,0.924516,11.4489,False,0.102249,0.408498
85,142.301,132.5201,0.968329,0.923685,11.5117,False,0.104602,0.412138
86,141.2517,123.1088,0.962402,0.929105,11.0954,False,0.101494,0.411987
87,140.7217,137.057,0.969789,0.921072,11.7071,False,0.094548,0.409142
88,140.3677,124.9171,0.985396,0.928063,11.1766,False,0.094474,0.409928
89,139.854,124.5256,0.963992,0.928289,11.1591,False,0.092853,0.404058
90,140.1608,141.8853,0.993328,0.918292,11.9116,False,0.090852,0.407946
91,141.8032,127.9177,0.946699,0.926335,11.3101,False,0.096055,0.409449
92,138.9256,132.1938,0.95604,0.923873,11.4976,False,0.101447,0.411706
93,139.3178,125.9229,0.946634,0.927484,11.2215,False,0.098769,0.41143
94,136.7817,123.4134,0.959124,0.928929,11.1092,False,0.101209,0.411366
95,136.7572,131.4058,0.98037,0.924327,11.4632,False,0.104356,0.415532
96,135.8832,132.2305,0.960076,0.923852,11.4992,True,0.09321,0.414978
