epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8584.9571,6580.4838,8e-06,-2.78953,81.1202,False
2,5009.9949,3027.4513,4e-06,-0.743431,55.0223,False
3,2311.5636,1782.8177,3e-06,-0.026679,42.2234,False
4,1763.3606,1739.1937,3e-06,-0.001557,41.7036,False
5,1745.0937,1740.9946,3e-06,-0.002594,41.7252,False
6,1744.3841,1741.9209,2e-06,-0.003127,41.7363,False
7,1743.7049,1741.0954,1e-05,-0.002652,41.7264,False
8,1735.5312,1741.2643,8.8e-05,-0.002749,41.7285,False
9,1572.0605,795.1336,0.498746,0.542103,28.1981,False
10,645.868,534.3337,0.76325,0.692291,23.1157,False
11,532.934,405.2077,0.895309,0.766651,20.1298,False
12,484.4677,412.7661,0.88981,0.762299,20.3166,False
13,418.0168,345.5069,0.904976,0.801032,18.5878,False
14,349.1144,273.3689,0.866806,0.842574,16.5339,False
15,327.2509,317.8534,0.87646,0.816956,17.8284,False
16,309.4079,262.1055,0.933892,0.84906,16.1897,False
17,287.6739,230.6119,0.922781,0.867197,15.1859,False
18,273.3671,254.3373,0.949063,0.853534,15.948,False
19,276.1487,252.4671,0.945967,0.854611,15.8892,False
20,263.4539,212.8946,0.90549,0.8774,14.5909,False
21,261.7354,233.2877,0.963246,0.865656,15.2738,False
22,257.3477,235.8803,0.846071,0.864163,15.3584,False
23,249.7781,212.8619,0.943195,0.877418,14.5898,False
24,251.1939,196.4126,0.935042,0.886891,14.0147,False
25,241.7622,188.9566,0.942845,0.891185,13.7461,False
26,239.6384,192.4206,0.946917,0.88919,13.8716,False
27,245.578,224.8159,0.909601,0.870534,14.9939,False
28,239.4793,193.2469,0.939794,0.888714,13.9013,False
29,228.4372,212.4422,0.924035,0.87766,14.5754,False
30,234.8785,222.6362,0.947712,0.87179,14.921,False
31,226.4329,191.9651,0.938155,0.889452,13.8551,False
32,222.683,178.1557,0.94897,0.897405,13.3475,False
33,223.5826,191.7194,0.944633,0.889594,13.8463,False
34,225.4968,185.4614,0.960226,0.893198,13.6184,False
35,214.0771,216.7812,0.939711,0.875161,14.7235,False
36,221.8582,224.76,0.915035,0.870567,14.992,False
37,216.6627,185.43,0.925916,0.893216,13.6173,False
38,231.2788,210.8003,0.935944,0.878606,14.519,False
39,216.126,190.5069,0.931809,0.890292,13.8024,False
40,212.1831,186.0317,0.90459,0.892869,13.6393,False
41,206.6544,188.2312,0.973724,0.891603,13.7197,False
42,205.5914,189.9412,0.973609,0.890618,13.7819,False
43,209.3381,198.7025,0.935533,0.885572,14.0962,False
44,213.5848,200.1477,0.91231,0.88474,14.1474,False
45,200.0763,183.6706,0.937838,0.894229,13.5525,False
46,203.9608,203.0276,0.954202,0.883082,14.2488,False
47,202.3137,188.8488,0.963412,0.891247,13.7422,True
