epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,fg_mean
1,9021.7489,7249.2839,4e-06,-3.174675,85.1427,False,0.858122
2,5510.3884,3216.9984,1e-06,-0.852586,56.7186,False,0.867034
3,2359.5476,1771.1874,1e-06,-0.019981,42.0855,False,0.867719
4,1752.8107,1740.2457,1e-06,-0.002162,41.7163,False,0.867769
5,1745.2687,1743.2676,1e-06,-0.003903,41.7525,False,0.867715
6,1736.3014,1741.8688,1e-06,-0.003097,41.7357,False,0.867638
7,1740.098,1744.7704,1e-06,-0.004768,41.7705,False,0.867565
8,1736.3401,1742.3125,1e-06,-0.003353,41.741,False,0.867468
9,1739.893,1743.5942,1e-06,-0.004091,41.7564,False,0.867371
10,1741.1623,1741.845,1e-06,-0.003083,41.7354,False,0.867258
11,1742.9303,1740.4949,1e-06,-0.002306,41.7192,False,0.867135
12,1739.4968,1740.855,1e-06,-0.002513,41.7236,False,0.867011
13,1745.0075,1743.1721,1e-06,-0.003848,41.7513,False,0.866888
14,1744.3291,1741.4639,1e-06,-0.002864,41.7309,False,0.866727
15,1741.7063,1739.1954,1e-06,-0.001558,41.7037,False,0.866562
16,1743.4652,1739.951,1e-06,-0.001993,41.7127,False,0.866386
17,1738.2849,1741.0282,1e-06,-0.002613,41.7256,False,0.866195
18,1739.4879,1743.953,1e-06,-0.004297,41.7607,False,0.865996
19,1739.4218,1741.7347,1e-06,-0.00302,41.7341,False,0.865795
20,1741.2845,1740.5813,1e-06,-0.002356,41.7203,False,0.865575
21,1742.933,1742.2162,1e-06,-0.003297,41.7399,False,0.865338
22,1744.3307,1742.349,1e-06,-0.003374,41.7415,False,0.86508
23,1745.5943,1741.0563,1e-06,-0.002629,41.726,False,0.864793
24,1734.0371,1743.6885,1e-06,-0.004145,41.7575,False,0.864495
25,1742.1856,1738.8485,0.0,-0.001358,41.6995,False,0.864098
26,1737.1048,1737.6919,4e-06,-0.000692,41.6856,False,0.862859
27,1742.2185,1742.1033,8e-06,-0.003232,41.7385,False,0.862617
28,1744.8482,1740.8181,1.4e-05,-0.002492,41.7231,False,0.862358
29,1738.5368,1740.3306,2.7e-05,-0.002211,41.7173,False,0.861595
30,1741.8494,1740.475,8.9e-05,-0.002294,41.719,False,0.860407
31,1671.4396,997.2244,0.284618,0.425724,31.5789,False,0.722698
32,529.3007,339.5389,0.868177,0.804468,18.4266,False,0.685169
33,398.8239,316.6503,0.895798,0.817649,17.7947,False,0.658429
34,389.5513,346.7209,0.847594,0.800332,18.6204,False,0.645663
35,367.5706,301.6571,0.890777,0.826283,17.3683,False,0.6525
36,356.8872,269.4516,0.890444,0.84483,16.415,False,0.63527
37,328.2892,240.1947,0.956604,0.861678,15.4982,False,0.64613
38,324.7393,300.3435,0.845285,0.82704,17.3304,False,0.645554
39,311.8168,232.207,0.964643,0.866278,15.2383,False,0.642083
40,293.2616,300.8112,0.924825,0.826771,17.3439,False,0.639673
41,285.0363,211.1862,0.903039,0.878383,14.5322,False,0.634076
42,269.3306,246.1005,0.906576,0.858277,15.6876,False,0.636251
43,274.2287,214.9861,0.937585,0.876195,14.6624,False,0.631867
44,265.4524,211.6648,0.902464,0.878108,14.5487,False,0.631563
45,252.2341,237.3081,0.889982,0.86334,15.4048,False,0.630259
46,260.2537,203.4835,0.947993,0.882819,14.2648,False,0.631406
47,244.2173,187.9855,0.920368,0.891744,13.7108,False,0.630558
48,241.6079,202.2141,0.936305,0.88355,14.2202,False,0.632437
49,238.3995,194.0991,0.946771,0.888223,13.9319,False,0.628423
50,233.6328,198.5677,0.915293,0.88565,14.0914,False,0.628777
51,234.5634,201.8424,0.947506,0.883764,14.2071,False,0.628222
52,233.3091,182.4739,0.946603,0.894918,13.5083,False,0.631621
53,223.2894,195.1064,0.88116,0.887643,13.9681,False,0.635534
54,231.0323,201.852,0.964252,0.883759,14.2075,False,0.631889
55,228.8101,178.6175,0.953973,0.897139,13.3648,False,0.633346
56,224.9056,178.1641,0.964947,0.8974,13.3478,False,0.63466
57,220.2339,180.5457,0.938672,0.896028,13.4367,False,0.632292
58,234.1306,243.1145,0.926483,0.859997,15.5921,False,0.630082
59,231.0143,186.8968,0.9427,0.892371,13.671,False,0.63148
60,217.6736,172.6866,0.935239,0.900554,13.141,False,0.636392
61,213.5344,184.0981,0.926098,0.893983,13.5683,False,0.63528
62,220.9952,173.5924,0.9623,0.900033,13.1754,False,0.637112
63,211.7287,168.3562,0.934085,0.903048,12.9752,False,0.635894
64,212.3093,181.4053,0.908222,0.895533,13.4687,False,0.633638
65,220.2432,178.9612,0.93332,0.896941,13.3776,False,0.63498
66,207.2842,165.4128,0.949735,0.904743,12.8613,False,0.637264
67,207.3111,174.9414,0.930794,0.899256,13.2265,False,0.637642
68,205.9576,172.4223,0.931606,0.900706,13.131,False,0.641736
69,208.4699,186.0192,0.903909,0.892876,13.6389,False,0.642031
70,201.4291,170.3628,0.973168,0.901892,13.0523,False,0.643192
71,200.1498,170.3545,0.949768,0.901897,13.052,False,0.639139
72,197.9803,191.4842,0.951181,0.889729,13.8378,False,0.638758
73,200.7342,179.1264,0.983799,0.896846,13.3838,False,0.642548
74,198.3749,160.5326,0.963739,0.907553,12.6701,False,0.642173
75,191.6069,163.7675,0.93402,0.905691,12.7972,False,0.644983
76,197.1708,172.9731,0.912424,0.900389,13.1519,False,0.638596
77,191.4064,159.8338,0.935397,0.907956,12.6425,False,0.642025
78,184.9942,149.3337,0.947216,0.914003,12.2202,False,0.643439
79,185.8334,187.4398,0.936717,0.892058,13.6909,False,0.641083
80,194.7561,157.2429,0.945396,0.909448,12.5397,False,0.647502
81,180.3963,175.0784,0.926663,0.899177,13.2317,False,0.644784
82,183.5858,153.648,0.952476,0.911518,12.3955,False,0.650604
83,178.8325,172.6499,0.938399,0.900575,13.1396,False,0.644456
84,184.2105,140.5416,0.936037,0.919066,11.855,False,0.64654
85,177.0129,134.5599,0.943991,0.92251,11.6,False,0.645589
86,178.3807,161.6907,0.927745,0.906887,12.7158,False,0.648615
87,172.1419,128.0461,0.946755,0.926262,11.3157,False,0.650656
88,179.3608,166.6241,0.955777,0.904045,12.9083,False,0.652357
89,172.9107,154.3931,0.949058,0.911089,12.4255,False,0.651789
90,172.0335,131.7043,0.982546,0.924155,11.4763,False,0.655489
91,168.7336,153.5133,0.905652,0.911596,12.3901,False,0.651961
92,164.2742,143.0997,0.925115,0.917593,11.9624,False,0.652853
