epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,ug_mean,rg_mean
1,8820.6337,6880.3848,3e-06,-2.962235,82.9481,False,0.230982,0.767759
2,5174.3015,3023.0255,2e-06,-0.740882,54.982,False,0.214405,0.801427
3,2270.1857,1755.5716,2e-06,-0.010988,41.8995,False,0.210346,0.818086
4,1747.1171,1741.154,1e-06,-0.002685,41.7271,False,0.208125,0.821676
5,1742.8091,1740.4813,1e-06,-0.002298,41.7191,False,0.208031,0.82344
6,1744.9244,1740.85,1e-06,-0.00251,41.7235,False,0.2069,0.825106
7,1745.2003,1742.4771,1e-06,-0.003447,41.743,False,0.206469,0.826784
8,1748.7398,1723.9912,0.006442,0.007198,41.521,False,0.438639,0.671567
9,1408.4201,501.6522,0.714903,0.711111,22.3976,False,0.504117,0.51608
10,445.9515,278.6882,0.901289,0.839511,16.694,False,0.374761,0.463705
11,357.537,270.6458,0.904202,0.844142,16.4513,False,0.357289,0.446686
12,344.8863,268.3715,0.942107,0.845452,16.382,False,0.35563,0.452742
13,341.1326,256.0723,0.943902,0.852535,16.0023,False,0.360377,0.447479
14,326.4152,257.535,0.900089,0.851692,16.0479,False,0.368326,0.455398
15,309.1189,238.8022,0.940313,0.86248,15.4532,False,0.363393,0.450238
16,294.2686,242.7127,0.930489,0.860228,15.5792,False,0.353716,0.43952
17,271.5607,215.3195,0.943284,0.876003,14.6738,False,0.334284,0.427443
18,262.2691,219.08,0.934865,0.873838,14.8014,False,0.330181,0.427564
19,248.018,196.049,0.921881,0.8871,14.0018,False,0.320735,0.425566
20,237.878,204.1269,0.921578,0.882449,14.2873,False,0.307491,0.421251
21,238.4718,177.7519,0.941833,0.897637,13.3324,False,0.294604,0.412242
22,237.061,181.3051,0.934327,0.895591,13.465,False,0.29124,0.415697
23,218.3071,196.0002,0.950003,0.887129,14.0,False,0.278791,0.411008
24,222.2174,164.017,0.945807,0.905547,12.8069,False,0.269029,0.411931
25,213.6322,165.2726,0.95954,0.904824,12.8558,False,0.254296,0.407067
26,210.666,168.2898,0.952279,0.903086,12.9727,False,0.247609,0.402341
27,208.4048,179.4851,0.958445,0.896639,13.3972,False,0.240094,0.402618
28,208.7499,178.8684,0.963554,0.896994,13.3742,False,0.239878,0.407558
29,203.2275,172.7405,0.963545,0.900523,13.1431,False,0.23507,0.408396
30,199.3371,151.139,0.961251,0.912963,12.2939,False,0.23076,0.407971
31,200.6942,157.4912,0.94799,0.909305,12.5496,False,0.228767,0.410257
32,194.1004,153.9053,0.952947,0.91137,12.4059,False,0.226425,0.413173
33,188.6886,146.9604,0.973626,0.915369,12.1227,False,0.223126,0.415344
34,185.3014,173.2266,0.979661,0.900243,13.1616,False,0.218182,0.420143
35,182.576,145.8793,0.969064,0.915992,12.078,False,0.213057,0.415787
36,183.5163,150.3277,0.966409,0.91343,12.2608,False,0.213576,0.422165
37,185.9242,145.2546,0.954465,0.916352,12.0522,False,0.204152,0.416274
38,178.4481,150.2791,0.950524,0.913458,12.2588,False,0.203262,0.418927
39,175.376,136.8916,0.945192,0.921168,11.7001,False,0.19821,0.419125
40,175.0019,146.5572,0.956435,0.915601,12.1061,False,0.195427,0.419965
41,172.708,150.485,0.98244,0.91334,12.2672,False,0.188842,0.415009
42,174.9355,133.8814,0.96175,0.922901,11.5707,False,0.188625,0.416296
43,169.5953,132.2646,0.966023,0.923832,11.5006,False,0.184359,0.414596
44,166.9678,133.3497,0.957792,0.923207,11.5477,False,0.181713,0.4136
45,166.0934,138.3957,0.952234,0.920302,11.7642,False,0.185465,0.420312
46,163.9254,131.9734,0.972344,0.924,11.488,False,0.175188,0.413296
47,165.6227,143.8481,0.937718,0.917162,11.9937,False,0.17319,0.407922
48,166.1345,126.4336,0.955612,0.92719,11.2443,False,0.174533,0.410183
49,159.7439,138.3122,0.969464,0.92035,11.7606,False,0.166665,0.407756
50,162.1795,135.6839,0.9674,0.921863,11.6483,False,0.169845,0.409783
51,157.6386,127.0593,0.95095,0.92683,11.2721,False,0.165716,0.406183
52,161.056,129.3923,0.952232,0.925486,11.3751,False,0.164766,0.409335
53,158.1787,132.3112,0.948468,0.923805,11.5027,False,0.164352,0.413594
54,158.5326,131.1581,0.966132,0.924469,11.4524,False,0.159454,0.40997
55,154.5395,132.4401,0.954208,0.923731,11.5083,False,0.159171,0.411914
56,152.7722,137.6974,0.958834,0.920704,11.7345,False,0.153522,0.407366
57,156.144,128.9777,0.927949,0.925725,11.3568,False,0.152958,0.408917
58,154.4308,183.0862,0.95515,0.894565,13.5309,False,0.151442,0.408395
59,159.7852,127.8048,0.942648,0.926401,11.3051,False,0.150198,0.408046
60,156.9477,137.7297,0.960727,0.920685,11.7358,False,0.145658,0.404034
61,153.6238,128.2965,0.961125,0.926117,11.3268,False,0.144167,0.405543
62,151.4558,147.2025,0.95766,0.91523,12.1327,False,0.145804,0.41252
63,149.3149,137.7269,0.947814,0.920687,11.7357,True,0.141718,0.406838
