epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
42,215.1525,181.8866,0.92879,0.895256,13.4865,False
43,213.8975,179.6441,0.938954,0.896548,13.4031,False
44,213.1772,205.4437,0.914968,0.88169,14.3333,False
45,203.1248,167.7251,0.939752,0.903411,12.9509,False
46,206.9344,226.4007,0.949435,0.869622,15.0466,False
47,198.055,222.2499,0.895532,0.872012,14.908,False
48,203.4988,172.691,0.938128,0.900552,13.1412,False
49,202.1313,188.3555,0.899533,0.891531,13.7243,False
50,197.9732,188.9811,0.93464,0.891171,13.747,False
51,197.2185,214.5301,0.942656,0.876458,14.6468,False
52,197.4432,174.1497,0.933837,0.899712,13.1966,False
53,193.6562,165.2641,0.941337,0.904829,12.8555,False
54,197.4041,155.3647,0.946512,0.910529,12.4645,False
55,196.9498,185.9168,0.935641,0.892935,13.6351,False
56,195.1015,157.7162,0.992664,0.909175,12.5585,False
57,190.2623,158.6009,0.946683,0.908666,12.5937,False
58,190.6873,171.5298,0.944464,0.90122,13.0969,False
59,190.3485,161.4767,0.952859,0.90701,12.7073,False
60,184.199,164.2642,0.929712,0.905405,12.8166,False
61,182.0893,166.7734,0.93589,0.90396,12.9141,False
62,181.9586,152.9482,0.962787,0.911921,12.3672,False
63,182.3844,157.6683,0.932808,0.909203,12.5566,False
64,183.8007,219.3355,0.906904,0.87369,14.81,False
65,185.1482,161.4751,0.936031,0.907011,12.7073,False
66,178.5595,160.8567,0.963244,0.907367,12.6829,False
67,181.2335,161.3879,0.964734,0.907061,12.7039,False
68,174.8055,153.1484,0.974351,0.911806,12.3753,False
69,170.0429,173.7149,0.939072,0.899962,13.1801,False
70,174.1792,176.5881,0.909948,0.898307,13.2886,False
71,176.4683,190.1333,0.897769,0.890507,13.7889,False
72,171.6857,168.8575,0.96405,0.902759,12.9945,False
73,166.0731,140.0979,0.92857,0.919321,11.8363,False
74,168.6437,150.1812,0.943131,0.913515,12.2548,False
75,166.0872,174.8319,0.966298,0.899319,13.2224,False
76,167.6513,139.5805,0.956853,0.919619,11.8144,False
77,162.1986,156.6493,0.942859,0.90979,12.516,False
78,170.9519,182.3948,0.961242,0.894964,13.5054,False
79,162.2422,165.6523,0.928557,0.904605,12.8706,False
80,162.5947,156.1084,0.974786,0.910101,12.4943,False
81,159.9462,163.0355,0.990538,0.906112,12.7685,False
82,168.2986,150.7928,0.976579,0.913162,12.2798,False
83,155.5178,144.7937,0.946363,0.916617,12.033,False
84,159.2591,169.9796,0.944784,0.902113,13.0376,False
85,161.1277,151.9058,0.969848,0.912521,12.325,False
86,155.9645,168.3113,0.951729,0.903074,12.9735,False
87,157.0969,164.7921,0.933673,0.905101,12.8371,False
88,155.0905,144.8967,0.93889,0.916558,12.0373,False
89,152.5875,152.8632,0.947331,0.91197,12.3638,False
90,152.5514,136.0432,0.962285,0.921656,11.6638,False
91,148.0292,135.7931,0.957504,0.9218,11.653,False
92,148.1507,143.3166,0.987883,0.917468,11.9715,False
93,147.9777,222.7045,0.871018,0.87175,14.9233,False
94,150.3289,190.6484,0.930463,0.890211,13.8075,False
95,157.9248,168.6877,0.944028,0.902857,12.988,False
96,147.5885,143.2925,0.948569,0.917482,11.9705,False
97,146.6153,136.2167,0.943367,0.921556,11.6712,False
98,143.6964,146.2104,0.985323,0.915801,12.0918,False
99,145.6488,128.453,0.966178,0.926027,11.3337,False
100,142.349,147.1733,0.936448,0.915247,12.1315,False
101,141.5773,133.5378,0.964858,0.923099,11.5559,False
102,139.2299,157.1049,0.935737,0.909527,12.5341,False
103,139.9533,131.4134,0.962124,0.924322,11.4636,False
104,142.9414,138.3654,0.945048,0.920319,11.7629,False
105,141.1816,171.9007,0.926389,0.901007,13.1111,False
106,142.4127,141.921,0.965692,0.918271,11.9131,False
107,134.1023,148.4826,0.967799,0.914493,12.1853,False
108,142.5638,148.6116,0.957861,0.914418,12.1906,False
109,139.1395,160.296,0.967031,0.90769,12.6608,False
110,137.6836,147.2095,1.010708,0.915226,12.133,False
111,132.7674,156.4376,0.943389,0.909912,12.5075,False
112,133.3182,172.1108,0.975052,0.900886,13.1191,False
113,132.9089,157.1178,0.965531,0.90952,12.5347,False
114,132.295,153.8267,0.955053,0.911415,12.4027,True
