epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8789.1491,6976.2281,8e-06,-3.017429,83.5238,False
2,5465.0231,3377.1692,4e-06,-0.944824,58.1134,False
3,2478.323,1803.4968,3e-06,-0.038587,42.4676,False
4,1763.3089,1739.1033,3e-06,-0.001504,41.7026,False
5,1737.6337,1740.1057,3e-06,-0.002082,41.7146,False
6,1739.5129,1742.5178,3e-06,-0.003471,41.7435,False
7,1747.9488,1740.9769,3e-06,-0.002583,41.725,False
8,1737.3892,1740.2193,3e-06,-0.002147,41.7159,False
9,1747.0313,1741.8925,2e-06,-0.003111,41.736,False
10,1742.1488,1740.4187,1.5e-05,-0.002262,41.7183,False
11,1741.6235,1741.0547,8.5e-05,-0.002628,41.7259,False
12,1346.4302,590.8997,0.677945,0.659716,24.3084,False
13,620.7847,709.1006,0.63039,0.591647,26.6289,False
14,558.5963,419.5453,0.861063,0.758395,20.4828,False
15,445.1072,350.5293,0.93612,0.798139,18.7224,False
16,372.4803,290.035,0.937113,0.832976,17.0304,False
17,344.7398,384.9842,0.841462,0.778298,19.621,False
18,318.4433,347.8679,0.891208,0.799672,18.6512,False
19,295.4501,255.2003,0.961741,0.853037,15.975,False
20,283.2381,242.725,0.898729,0.860221,15.5796,False
21,287.1849,254.1543,0.914626,0.853639,15.9422,False
22,266.881,228.2998,0.868871,0.868528,15.1096,False
23,256.7673,214.8374,0.895809,0.876281,14.6573,False
24,250.5127,207.9777,0.937431,0.880231,14.4214,False
25,248.9955,224.3315,0.936339,0.870813,14.9777,False
26,247.6745,206.5782,0.896659,0.881037,14.3728,False
27,242.3641,204.3504,0.97213,0.88232,14.2951,False
28,248.9588,202.0705,0.948045,0.883633,14.2152,False
29,242.542,208.5192,0.940969,0.879919,14.4402,False
30,232.2754,219.2687,0.891208,0.873729,14.8077,False
31,237.9695,214.5944,0.91929,0.876421,14.649,False
32,243.8102,201.8243,0.938429,0.883775,14.2065,False
33,231.9969,194.107,0.941555,0.888219,13.9322,False
34,229.7691,184.6227,0.98335,0.893681,13.5876,False
35,223.1654,217.4704,0.918918,0.874764,14.7469,False
36,224.2958,175.1836,0.965836,0.899116,13.2357,False
37,218.2993,188.6771,0.945291,0.891346,13.736,False
38,217.1331,194.6773,0.947997,0.88789,13.9527,False
39,208.5864,175.6386,0.933541,0.898854,13.2529,False
40,216.6974,214.6173,0.952422,0.876407,14.6498,False
41,213.498,217.8118,0.97803,0.874568,14.7585,False
