epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,ug_mean,rg_mean
1,8589.4391,6585.9056,3e-06,-2.792653,81.1536,False,0.258691,0.80671
2,4910.7354,2835.9752,2e-06,-0.633165,53.2539,False,0.24647,0.83499
3,2172.1031,1749.2695,1e-06,-0.007359,41.8243,False,0.245934,0.843293
4,1749.6303,1740.6925,1e-06,-0.00242,41.7216,False,0.246763,0.844883
5,1742.2164,1741.845,1e-06,-0.003083,41.7354,False,0.242942,0.84568
6,1739.2085,1740.765,1e-06,-0.002461,41.7225,False,0.238733,0.846413
7,1748.2047,1740.8408,1e-06,-0.002505,41.7234,False,0.236287,0.847087
8,1748.0697,1742.2942,1e-06,-0.003342,41.7408,False,0.235277,0.847697
9,1739.4571,1742.4499,1e-06,-0.003432,41.7427,False,0.235902,0.848175
10,1737.0504,1740.1691,7.8e-05,-0.002118,41.7153,False,0.234451,0.848431
11,1718.2781,1540.8443,0.069739,0.112668,39.2536,False,0.472287,0.636574
12,992.2952,329.0617,0.815378,0.810502,18.1401,False,0.406042,0.50057
13,392.4711,283.7605,0.908044,0.83659,16.8452,False,0.364701,0.48547
14,356.0961,275.5075,0.896531,0.841342,16.5984,False,0.351164,0.485382
15,354.1104,308.5543,0.872758,0.822312,17.5657,False,0.349669,0.478625
16,346.4436,278.0739,0.915017,0.839864,16.6755,False,0.342523,0.475352
17,344.9262,273.5348,0.926257,0.842478,16.5389,False,0.33366,0.475726
18,333.855,262.2614,0.893006,0.84897,16.1945,False,0.339315,0.474149
19,325.0991,245.1803,0.930866,0.858807,15.6582,False,0.36355,0.479985
20,304.4174,246.9867,0.952768,0.857767,15.7158,False,0.346656,0.464451
21,292.6046,231.5842,0.950649,0.866637,15.2179,False,0.323906,0.447256
22,270.1865,221.9474,0.942311,0.872186,14.8979,False,0.307024,0.430504
23,259.4375,204.8575,0.943564,0.882028,14.3128,False,0.282889,0.420003
24,253.5439,191.4237,0.929586,0.889764,13.8356,False,0.265748,0.411666
25,244.8571,200.7742,0.928314,0.884379,14.1695,False,0.260972,0.409546
26,235.0796,184.0581,0.915944,0.894006,13.5668,False,0.247899,0.405033
27,231.6231,188.4134,0.960073,0.891498,13.7264,False,0.236275,0.403832
28,227.9877,174.098,0.962468,0.899741,13.1946,False,0.236359,0.404521
29,221.9095,197.4159,0.947528,0.886313,14.0505,False,0.227168,0.401505
30,218.9783,174.134,0.960836,0.899721,13.196,False,0.217877,0.400642
31,223.7177,170.0572,0.963538,0.902068,13.0406,False,0.212234,0.397654
32,214.961,177.6966,0.975251,0.897669,13.3303,False,0.213727,0.40072
33,208.642,160.2002,0.962389,0.907745,12.657,False,0.202626,0.396656
34,209.1969,157.4006,0.943564,0.909357,12.5459,False,0.190545,0.395238
35,200.0684,160.9336,1.000403,0.907322,12.686,False,0.179819,0.394255
36,201.165,156.3791,0.970001,0.909945,12.5052,False,0.17511,0.391544
37,193.2154,174.2143,0.947525,0.899674,13.199,False,0.172893,0.389285
38,197.6998,146.5967,0.930061,0.915579,12.1077,False,0.163755,0.38001
39,188.5657,147.5152,0.953413,0.91505,12.1456,False,0.164874,0.384359
40,187.7932,152.4161,0.944441,0.912227,12.3457,False,0.152995,0.376716
41,183.3203,144.4033,0.977424,0.916842,12.0168,False,0.153797,0.378834
42,180.5133,145.4593,0.98486,0.916234,12.0606,False,0.152979,0.379424
43,180.5739,157.803,0.960824,0.909125,12.562,False,0.151174,0.374897
44,176.7677,135.6912,0.955687,0.921859,11.6487,False,0.147239,0.375589
45,176.2058,138.1831,0.968108,0.920424,11.7551,False,0.142214,0.368523
46,169.8618,181.6018,1.002292,0.89542,13.476,False,0.139773,0.370639
47,170.692,141.6279,0.976824,0.91844,11.9008,False,0.139065,0.370183
48,167.239,133.7719,0.949326,0.922964,11.566,False,0.136583,0.370351
49,166.7348,143.974,0.976885,0.917089,11.9989,False,0.133552,0.367592
50,165.1147,151.9031,0.974325,0.912523,12.3249,False,0.130388,0.367703
51,160.8422,128.8049,0.963262,0.925825,11.3492,False,0.130208,0.365758
52,162.7674,140.286,0.952581,0.919213,11.8442,False,0.129226,0.365739
53,159.871,156.2884,0.983555,0.909998,12.5015,False,0.132125,0.371741
54,161.2064,129.0035,0.979229,0.92571,11.358,False,0.125805,0.368918
55,159.5413,133.4764,0.958606,0.923134,11.5532,False,0.124947,0.370392
56,158.5793,128.1624,0.952276,0.926195,11.3209,False,0.128344,0.372089
57,157.1745,124.2773,0.953722,0.928432,11.148,False,0.127649,0.371715
