epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,ug_mean,rg_mean
58,156.6599,124.9693,0.953417,0.928033,11.179,False,0.122431,0.368861
59,158.2206,151.6909,0.962707,0.912645,12.3163,False,0.121996,0.370778
60,156.9901,135.0693,0.974965,0.922217,11.6219,False,0.118657,0.367895
61,155.9317,146.1783,0.977546,0.91582,12.0904,False,0.120496,0.365983
62,156.8226,135.6069,0.932779,0.921908,11.645,False,0.120395,0.368388
63,161.1559,143.5623,0.984648,0.917326,11.9817,False,0.117177,0.365845
64,156.7687,132.277,0.965646,0.923825,11.5012,False,0.121349,0.367884
65,153.3555,127.4793,0.941679,0.926588,11.2907,False,0.120545,0.368755
66,148.0317,144.5139,0.959713,0.916778,12.0214,False,0.118007,0.367113
67,151.6418,142.3303,0.95544,0.918036,11.9302,False,0.115029,0.365519
68,152.7724,124.4703,0.970775,0.928321,11.1566,False,0.116565,0.366873
69,150.8524,121.8072,0.981857,0.929854,11.0366,False,0.11673,0.364764
70,146.4914,145.6789,0.992028,0.916107,12.0698,False,0.113607,0.363646
71,149.1633,132.8544,0.940721,0.923493,11.5262,False,0.114848,0.367922
72,150.2411,145.8149,0.972026,0.916029,12.0754,False,0.117248,0.367706
73,146.8578,124.1305,0.976182,0.928516,11.1414,False,0.115493,0.367074
74,147.1295,126.0961,0.959314,0.927385,11.2293,False,0.111524,0.362836
75,150.4495,142.5235,0.965939,0.917924,11.9383,False,0.115385,0.367959
76,147.2811,140.1095,0.970335,0.919315,11.8368,False,0.110116,0.365742
77,144.9054,129.6246,0.967321,0.925353,11.3853,False,0.111327,0.365247
78,146.0388,135.1222,0.984332,0.922187,11.6242,False,0.110692,0.365237
79,144.4412,137.7308,0.974366,0.920684,11.7359,False,0.1063,0.361403
80,141.4241,124.4562,0.963677,0.928329,11.156,False,0.109834,0.366391
81,144.3214,123.7139,0.935247,0.928756,11.1227,False,0.108091,0.368285
82,144.3535,132.5541,0.970626,0.923666,11.5132,False,0.108033,0.366829
83,139.9782,134.8507,0.959653,0.922343,11.6125,False,0.106917,0.367075
84,141.5883,127.124,0.967545,0.926793,11.2749,True,0.104436,0.365032
