epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8883.1465,6988.1796,5e-06,-3.024311,83.5953,False
2,5201.988,2942.8162,2e-06,-0.694692,54.2477,False
3,2196.8825,1745.2774,2e-06,-0.00506,41.7765,False
4,1751.0277,1739.6947,2e-06,-0.001845,41.7096,False
5,1738.716,1741.5504,2e-06,-0.002914,41.7319,False
6,1740.8066,1740.8536,2e-06,-0.002513,41.7235,False
7,1748.6999,1740.8735,2e-06,-0.002524,41.7238,False
8,1743.7376,1741.32,2e-06,-0.002781,41.7291,False
9,1746.063,1741.8339,1e-06,-0.003077,41.7353,False
10,1738.0529,1740.466,1e-06,-0.002289,41.7189,False
11,1745.8992,1741.1091,1e-06,-0.00266,41.7266,False
12,1738.8024,1741.484,1e-06,-0.002875,41.7311,False
13,1747.8041,1741.2435,1e-06,-0.002737,41.7282,False
14,1737.6997,1743.0065,1e-06,-0.003752,41.7493,False
15,1744.4843,1740.5558,1e-06,-0.002341,41.72,False
16,1738.4391,1739.2645,1e-06,-0.001597,41.7045,False
17,1742.7386,1740.2802,1.1e-05,-0.002182,41.7167,False
18,1737.358,1747.8918,8.1e-05,-0.006566,41.8078,False
19,1705.9562,2145.9193,0.59263,-0.235779,46.3241,False
20,705.5585,509.0443,0.777985,0.706855,22.562,False
21,423.197,358.1917,0.917825,0.793727,18.926,False
22,354.913,306.2702,0.853,0.823627,17.5006,False
23,316.9699,317.4913,0.905156,0.817165,17.8183,False
24,298.6202,262.3494,0.891426,0.84892,16.1972,False
25,282.6884,259.4906,0.950925,0.850566,16.1087,False
26,274.7063,223.914,0.922539,0.871054,14.9638,False
27,275.3417,343.906,0.885942,0.801953,18.5447,False
28,261.8605,215.3331,0.9304,0.875995,14.6742,False
29,253.3332,215.2619,0.978656,0.876036,14.6718,False
30,262.2658,207.052,0.964623,0.880764,14.3893,False
31,241.784,230.8041,0.942235,0.867086,15.1922,False
32,240.117,201.3716,0.932416,0.884035,14.1905,False
33,241.515,213.9149,0.921625,0.876812,14.6258,False
34,232.7615,190.0977,0.944498,0.890528,13.7876,False
35,242.1151,180.7373,0.932313,0.895918,13.4439,False
36,228.1453,184.6411,0.985527,0.89367,13.5883,False
37,230.1184,186.066,0.938841,0.892849,13.6406,False
38,225.4246,182.7708,0.952066,0.894747,13.5193,False
39,215.4647,179.9332,0.935883,0.896381,13.4139,False
40,213.8538,194.885,0.985492,0.887771,13.9601,False
41,219.3573,199.4069,0.908185,0.885167,14.1212,False
42,219.1596,243.5855,0.901559,0.859725,15.6072,False
43,219.5815,184.9424,0.94412,0.893496,13.5994,False
44,210.3873,191.9608,0.936784,0.889455,13.855,False
45,209.3698,195.4895,0.877633,0.887423,13.9818,False
46,213.4907,218.5223,0.971191,0.874159,14.7825,False
47,210.1549,191.966,0.9355,0.889452,13.8552,False
48,204.8183,166.4228,0.942829,0.904161,12.9005,False
49,204.5482,180.4716,0.946345,0.896071,13.434,False
50,202.6539,190.9508,0.935051,0.890036,13.8185,False
51,199.6491,172.9547,0.913016,0.9004,13.1512,False
52,199.5676,183.9659,0.941613,0.894059,13.5634,False
53,201.5943,227.4116,0.917789,0.86904,15.0802,False
54,195.379,205.7955,0.955214,0.881488,14.3456,False
55,194.9783,177.4787,0.992566,0.897795,13.3221,False
56,190.8066,178.9885,0.941546,0.896925,13.3787,False
57,186.1837,160.4941,0.969355,0.907576,12.6686,False
58,188.7454,193.6693,0.93947,0.888471,13.9165,False
59,190.2612,186.0774,0.911514,0.892843,13.641,False
60,181.0097,160.3466,0.966312,0.907661,12.6628,False
61,186.7977,165.0452,0.967715,0.904955,12.847,False
62,193.4565,153.123,0.961887,0.91182,12.3743,False
63,177.5485,145.0031,0.958703,0.916496,12.0417,False
64,179.5314,158.6173,0.970188,0.908656,12.5943,False
65,174.5894,171.1035,0.917685,0.901466,13.0807,False
66,170.2055,192.3,0.971159,0.889259,13.8672,False
67,176.2284,148.5928,0.958802,0.914429,12.1899,False
68,165.7533,150.3161,0.978243,0.913437,12.2603,False
69,165.8251,166.4522,0.983595,0.904144,12.9016,False
70,168.5643,146.313,0.993495,0.915742,12.096,False
71,161.3327,176.4391,0.959717,0.898393,13.283,False
72,167.9445,146.4158,0.918423,0.915683,12.1002,False
73,166.8682,140.012,0.979993,0.919371,11.8327,False
74,157.3012,146.8986,0.964178,0.915405,12.1202,False
75,158.3532,159.9229,0.974245,0.907905,12.6461,False
76,159.5479,130.7519,0.94379,0.924703,11.4347,False
77,155.7646,144.6512,0.957657,0.916699,12.0271,False
78,153.5102,182.9768,0.941301,0.894628,13.5269,False
79,153.9829,143.7089,0.94331,0.917242,11.9879,False
80,150.7502,151.6793,0.931872,0.912652,12.3158,False
81,152.0019,147.6852,0.963693,0.914952,12.1526,False
82,153.1012,158.3008,0.978642,0.908839,12.5818,False
83,156.2172,157.4075,0.937613,0.909353,12.5462,False
84,149.4895,146.5463,0.974103,0.915608,12.1056,False
85,153.8126,143.8966,0.987064,0.917134,11.9957,False
86,154.5323,142.2976,0.951928,0.918055,11.9289,False
87,149.681,179.6927,0.947091,0.89652,13.405,False
88,156.5049,156.1642,0.928232,0.910069,12.4966,False
89,151.4495,140.5013,0.950976,0.919089,11.8533,False
90,151.1586,140.1726,0.972055,0.919278,11.8394,False
91,144.1647,134.6935,0.954817,0.922433,11.6058,True
