epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
90,151.1464,163.6083,0.92388,0.905782,12.7909,False
91,151.4372,171.9976,0.976605,0.900951,13.1148,False
92,154.2944,141.0313,0.971662,0.918784,11.8757,False
93,145.4786,146.2541,0.959893,0.915776,12.0936,False
94,150.0375,132.4919,0.947098,0.923701,11.5105,False
95,146.211,135.2488,0.952675,0.922114,11.6297,False
96,143.1861,137.6355,0.968018,0.920739,11.7318,False
97,145.2242,150.555,0.97857,0.913299,12.2701,False
98,144.139,147.3428,0.977727,0.915149,12.1385,False
99,147.4746,143.1738,0.954661,0.91755,11.9655,False
100,145.2688,147.0775,0.956129,0.915302,12.1276,False
101,149.6497,148.3069,0.953875,0.914594,12.1781,True
