epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,9075.6149,7513.4249,5e-06,-3.326787,86.68,False
2,6080.9231,3930.294,3e-06,-1.263354,62.6921,False
3,2903.5461,1953.8994,2e-06,-0.1252,44.2029,False
4,1832.3289,1736.5304,2e-06,-2.3e-05,41.6717,False
5,1746.3691,1741.1364,2e-06,-0.002675,41.7269,False
6,1737.9773,1742.4993,4e-06,-0.00346,41.7433,False
7,1744.2303,1742.4466,2.2e-05,-0.00343,41.7426,False
8,1709.5203,1369.6628,0.173219,0.211247,37.009,False
9,826.0055,582.4311,0.905695,0.664593,24.1336,False
10,598.9745,470.9388,0.804529,0.728799,21.7011,False
11,514.5118,399.2373,0.848916,0.77009,19.9809,False
12,467.7014,331.1693,0.874358,0.809288,18.1981,False
13,388.1414,298.4362,0.879137,0.828138,17.2753,False
14,364.4954,284.0326,0.861233,0.836433,16.8533,False
15,336.2253,290.5332,0.888696,0.832689,17.045,False
16,302.3512,239.0231,0.947706,0.862353,15.4604,False
17,293.8957,225.9974,0.889591,0.869854,15.0332,False
18,277.8053,243.8658,0.91959,0.859564,15.6162,False
19,277.2304,222.0984,0.936231,0.872099,14.903,False
20,280.8363,230.3948,0.911212,0.867322,15.1788,False
21,264.008,216.9071,0.93477,0.875089,14.7278,False
22,252.5146,205.4768,0.912405,0.881671,14.3345,False
23,252.2279,203.6844,0.911938,0.882703,14.2718,False
24,244.3236,232.3751,0.919177,0.866181,15.2439,False
25,246.6192,242.3856,0.91456,0.860416,15.5687,False
26,248.5705,195.7302,0.919654,0.887284,13.9904,False
27,234.7113,231.6834,0.974303,0.86658,15.2211,False
28,236.7744,236.9634,0.935675,0.863539,15.3936,False
29,239.5939,221.1122,0.905483,0.872667,14.8698,False
30,232.1115,215.8938,0.914763,0.875672,14.6933,False
31,231.109,204.8181,0.902237,0.882051,14.3115,False
32,233.2925,205.4929,0.918691,0.881662,14.335,False
33,225.791,196.7704,0.902597,0.886685,14.0275,False
34,222.1032,192.3141,0.926785,0.889251,13.8677,False
35,215.8266,195.7219,0.970763,0.887289,13.9901,False
36,222.0116,187.1532,0.924729,0.892223,13.6804,False
37,220.3706,240.3905,0.91031,0.861565,15.5045,False
38,219.9897,187.9236,0.909148,0.89178,13.7085,False
39,208.2954,173.5125,0.929049,0.900079,13.1724,False
40,214.3447,188.8021,0.911756,0.891274,13.7405,False
41,212.2265,198.0373,0.96628,0.885955,14.0726,False
42,203.9474,184.9151,0.935023,0.893512,13.5983,False
43,203.8613,202.4274,0.897961,0.883427,14.2277,False
44,209.0199,234.1786,0.92696,0.865143,15.3029,False
45,207.5546,261.821,0.956535,0.849224,16.1809,False
46,207.6497,221.2701,0.968223,0.872576,14.8752,False
47,208.3694,187.6098,0.971755,0.89196,13.6971,False
48,205.7475,195.0499,0.939948,0.887676,13.966,False
49,207.5844,168.651,0.94294,0.902878,12.9866,False
50,199.217,183.3751,0.946149,0.894399,13.5416,False
51,199.9018,176.5778,0.923446,0.898313,13.2883,False
52,194.8229,172.8914,0.94244,0.900436,13.1488,False
53,195.0277,189.3273,0.952598,0.890971,13.7596,False
54,194.263,190.9329,0.964079,0.890047,13.8178,False
55,192.0286,258.4164,0.91274,0.851185,16.0753,False
56,203.8989,178.4295,0.920751,0.897247,13.3578,False
57,187.2307,168.12,1.001691,0.903184,12.9661,False
58,194.7021,173.7602,0.958144,0.899936,13.1818,False
59,181.7139,168.7568,0.954715,0.902817,12.9906,False
60,184.7968,190.0483,0.941388,0.890556,13.7858,False
61,182.2778,171.95,0.960247,0.900978,13.113,False
62,188.1428,173.915,0.943187,0.899847,13.1877,False
63,181.211,182.0801,0.957542,0.895145,13.4937,False
64,182.771,152.9405,0.962862,0.911926,12.3669,False
65,181.1055,147.1985,0.946103,0.915232,12.1325,False
66,177.7148,158.0049,0.948044,0.909009,12.57,False
67,175.5776,155.4057,0.971862,0.910506,12.4662,False
68,173.32,172.6856,0.949597,0.900555,13.141,False
69,177.3299,161.5877,0.926993,0.906946,12.7117,False
70,176.9377,146.1968,0.975859,0.915809,12.0912,False
71,166.9418,163.0716,0.964898,0.906091,12.77,False
72,174.0298,205.0094,0.955881,0.88194,14.3181,False
73,179.7732,175.0927,0.904772,0.899169,13.2323,False
74,167.5769,151.4543,0.968275,0.912781,12.3067,False
75,171.1575,164.623,0.995513,0.905198,12.8306,False
76,177.5069,141.9297,0.928153,0.918266,11.9134,False
77,161.468,146.0668,0.95108,0.915884,12.0858,False
78,162.6214,159.3031,0.949443,0.908261,12.6215,False
79,168.9062,171.467,0.969433,0.901257,13.0945,False
80,162.7787,145.7564,0.957955,0.916063,12.073,False
81,160.4577,147.0678,0.950388,0.915307,12.1271,False
82,155.0687,153.1987,0.911367,0.911777,12.3773,False
83,163.4256,147.3848,0.954562,0.915125,12.1402,False
84,157.9521,139.9981,0.987428,0.919379,11.8321,False
85,155.5476,172.4434,0.912623,0.900694,13.1318,False
86,161.5781,130.1373,0.961135,0.925057,11.4078,False
87,157.4911,134.2285,0.949847,0.922701,11.5857,False
88,157.1926,142.9253,0.971021,0.917693,11.9551,False
89,156.914,133.5272,0.936058,0.923105,11.5554,False
