epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8790.3346,6989.5216,5e-06,-3.025085,83.6034,False
2,5542.0867,3527.6267,3e-06,-1.031469,59.3938,False
3,2650.7851,1880.1149,2e-06,-0.082709,43.3603,False
4,1798.2304,1736.6439,2e-06,-8.8e-05,41.6731,False
5,1743.4857,1740.4224,2e-06,-0.002264,41.7184,False
6,1733.9979,1740.7531,2e-06,-0.002455,41.7223,False
7,1740.329,1742.3849,2e-06,-0.003394,41.7419,False
8,1740.6841,1739.869,2e-06,-0.001945,41.7117,False
9,1737.8754,1740.8684,2e-06,-0.002521,41.7237,False
10,1739.6926,1741.8877,2e-06,-0.003108,41.7359,False
11,1740.9588,1742.8099,2e-06,-0.003639,41.747,False
12,1738.7493,1741.9366,1e-06,-0.003136,41.7365,False
13,1741.3385,1741.1982,1e-06,-0.002711,41.7277,False
14,1746.0344,1743.1456,1e-06,-0.003832,41.751,False
15,1742.607,1739.781,1e-06,-0.001895,41.7107,False
16,1744.7242,1740.4933,1e-06,-0.002305,41.7192,False
17,1736.1431,1742.1271,1e-06,-0.003246,41.7388,False
18,1747.7123,1738.5744,1e-06,-0.0012,41.6962,False
19,1741.1309,1740.6332,1e-06,-0.002386,41.7209,True
