epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped,fg_mean
1,8880.8587,6984.9969,4e-06,-3.022479,83.5763,False,0.858004
2,5187.4321,2945.3433,2e-06,-0.696147,54.271,False,0.863656
3,2215.9962,1750.5056,2e-06,-0.008071,41.839,False,0.864355
4,1753.2929,1740.9314,2e-06,-0.002557,41.7245,False,0.864454
5,1741.0471,1742.0253,2e-06,-0.003187,41.7376,False,0.864471
6,1739.8936,1743.4018,2e-06,-0.00398,41.7541,False,0.864491
7,1737.6888,1743.22,2e-06,-0.003875,41.7519,False,0.864501
8,1742.5956,1741.9994,2e-06,-0.003172,41.7373,False,0.864511
9,1746.4246,1739.4509,2e-06,-0.001705,41.7067,False,0.86451
10,1745.4236,1745.0801,2e-06,-0.004946,41.7742,False,0.864535
11,1741.4854,1742.9609,2e-06,-0.003726,41.7488,False,0.864526
12,1746.2049,1740.2631,1e-06,-0.002172,41.7165,False,0.864518
13,1741.8716,1740.0462,1e-06,-0.002048,41.7139,False,0.864514
14,1745.1476,1740.0868,1e-06,-0.002071,41.7143,False,0.864507
15,1739.6086,1739.2427,1e-06,-0.001585,41.7042,False,0.864487
16,1750.436,1739.0426,1e-06,-0.00147,41.7018,False,0.864464
17,1743.6662,1743.4312,1e-06,-0.003997,41.7544,False,0.864446
18,1733.3721,1740.823,1e-06,-0.002495,41.7232,False,0.864421
19,1744.2372,1740.8341,1e-06,-0.002501,41.7233,False,0.864391
20,1738.4637,1743.2029,1e-06,-0.003865,41.7517,False,0.864342
21,1740.4724,1741.9229,1e-06,-0.003128,41.7364,False,0.864279
22,1748.2974,1748.6497,1e-06,-0.007002,41.8169,False,0.86423
23,1738.723,1748.6419,1e-06,-0.006998,41.8168,False,0.864159
24,1739.1268,1739.0699,1e-06,-0.001485,41.7022,False,0.864068
25,1739.5736,1738.6452,1e-06,-0.001241,41.6971,False,0.86397
26,1746.0034,1740.8555,1e-06,-0.002514,41.7236,False,0.863864
27,1741.088,1743.7274,1e-06,-0.004167,41.758,False,0.863746
28,1750.6622,1740.5406,0.0,-0.002332,41.7198,False,0.863615
29,1740.6284,1739.9187,5e-06,-0.001974,41.7123,False,0.863292
30,1743.5291,1743.3163,1e-05,-0.003931,41.753,False,0.863096
31,1739.0429,1740.2433,2e-05,-0.002161,41.7162,False,0.862695
32,1741.0536,1740.7775,4.6e-05,-0.002469,41.7226,False,0.861459
33,1742.2937,1736.8016,0.000707,-0.000179,41.675,False,0.858658
34,1279.233,370.5455,0.799098,0.786612,19.2496,False,0.722111
