epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8755.6426,6802.6888,8e-06,-2.917492,82.4784,False
2,5161.3911,3069.7581,4e-06,-0.767794,55.4054,False
3,2315.2022,1775.5227,3e-06,-0.022478,42.137,False
4,1759.4201,1740.4132,3e-06,-0.002259,41.7183,False
5,1751.2468,1741.6844,3e-06,-0.002991,41.7335,False
6,1737.783,1741.5066,3e-06,-0.002889,41.7314,False
7,1741.4815,1741.4046,2e-06,-0.00283,41.7301,False
8,1740.6085,1740.9706,2e-06,-0.00258,41.7249,False
9,1746.713,1740.5572,2e-06,-0.002342,41.72,False
10,1744.8796,1742.8678,2e-06,-0.003672,41.7477,False
11,1741.5234,1740.0013,2e-06,-0.002022,41.7133,False
12,1738.7044,1741.8225,2e-06,-0.00307,41.7351,False
13,1739.6235,1740.2324,4.5e-05,-0.002155,41.7161,False
14,1300.4912,585.0865,0.868914,0.663064,24.1886,False
15,644.8018,510.2445,0.759007,0.706163,22.5886,False
16,528.338,418.3196,0.847168,0.759101,20.4529,False
17,462.2392,655.3981,0.988434,0.622573,25.6007,False
18,455.1515,411.8089,0.820359,0.76285,20.2931,False
19,367.7732,275.8826,0.872144,0.841126,16.6097,False
20,315.6707,491.97,0.916792,0.716687,22.1804,False
21,308.2208,229.6727,0.957909,0.867737,15.155,False
22,290.9643,218.6216,0.91594,0.874102,14.7859,False
23,266.9328,217.4861,0.953696,0.874755,14.7474,False
24,270.7277,228.5932,0.89835,0.868359,15.1193,False
25,257.5586,218.5106,0.954969,0.874165,14.7821,False
26,256.1089,201.8965,0.964125,0.883733,14.209,False
27,261.7205,200.1129,0.953949,0.88476,14.1461,False
28,246.2472,203.284,0.922023,0.882934,14.2578,False
29,245.7691,195.5246,0.971813,0.887402,13.983,False
30,237.4514,213.2944,0.945294,0.877169,14.6046,False
31,236.9691,216.8144,0.922954,0.875142,14.7246,False
32,240.2892,196.7102,0.941094,0.88672,14.0253,False
33,230.5648,188.7329,0.923122,0.891314,13.738,False
34,235.5348,225.4079,0.960289,0.870193,15.0136,False
35,227.6898,185.3481,0.950055,0.893263,13.6143,False
36,225.8096,205.1399,0.952933,0.881865,14.3227,False
37,228.0113,216.1714,0.909888,0.875512,14.7028,False
38,220.6258,180.4199,0.939738,0.896101,13.432,False
39,216.2592,201.3457,0.941621,0.88405,14.1896,False
40,217.7967,216.7085,1.010686,0.875203,14.721,False
41,221.1045,198.1359,0.950065,0.885899,14.0761,False
42,212.5671,197.7974,0.916808,0.886094,14.064,False
43,218.1008,179.0169,0.964216,0.896909,13.3797,False
44,209.6265,192.7736,0.937831,0.888987,13.8843,False
45,209.7772,203.766,0.874739,0.882656,14.2747,False
46,216.446,183.3507,0.950595,0.894413,13.5407,False
47,204.6983,172.9144,0.920015,0.900423,13.1497,False
48,201.2724,220.0716,0.923657,0.873266,14.8348,False
49,207.8507,180.0432,0.958707,0.896318,13.418,False
50,203.7294,201.1147,0.902186,0.884183,14.1815,False
51,200.8064,194.202,0.945887,0.888164,13.9356,False
52,199.5528,173.0053,0.955047,0.900371,13.1531,False
53,197.2127,169.6397,0.959926,0.902309,13.0246,False
54,196.2758,179.9571,0.947834,0.896367,13.4148,False
55,194.6265,192.3018,0.971653,0.889258,13.8673,False
56,192.9973,165.8759,0.954011,0.904476,12.8793,False
57,195.2068,165.2474,0.944799,0.904838,12.8549,False
58,191.7704,174.2837,0.916913,0.899635,13.2017,False
59,190.7348,186.4433,0.929894,0.892632,13.6544,False
60,188.2267,172.8018,0.944939,0.900488,13.1454,False
61,185.5953,192.0728,0.923229,0.88939,13.859,False
62,186.1733,163.4841,0.971937,0.905854,12.7861,False
63,185.9096,205.8034,0.95283,0.881483,14.3458,False
64,186.4977,183.4277,0.976862,0.894369,13.5435,False
65,190.4212,167.9003,0.927114,0.903311,12.9576,False
66,184.4921,248.8464,0.924887,0.856696,15.7749,False
67,193.8783,143.2071,0.931459,0.917531,11.9669,False
68,177.1099,144.2444,0.963745,0.916933,12.0102,False
69,180.4423,160.6544,0.912253,0.907483,12.675,False
70,177.6326,166.7014,0.95935,0.904001,12.9113,False
71,176.2371,178.334,0.990169,0.897302,13.3542,False
72,176.9201,158.485,0.94443,0.908733,12.5891,False
73,172.6926,150.8137,0.945275,0.91315,12.2806,False
74,168.44,154.385,0.886462,0.911094,12.4252,False
75,174.8937,141.4493,0.946952,0.918543,11.8932,False
76,168.6431,154.9538,0.950726,0.910766,12.448,False
77,168.7434,156.9948,0.935073,0.909591,12.5298,False
78,171.0411,150.4948,0.947502,0.913334,12.2676,False
79,164.725,145.68,0.939936,0.916107,12.0698,False
80,169.4671,141.4456,0.931218,0.918545,11.8931,False
81,161.6443,160.549,0.939723,0.907544,12.6708,False
82,161.8005,154.445,0.978796,0.911059,12.4276,False
83,161.9299,167.2234,0.937036,0.9037,12.9315,False
84,160.1112,138.6473,0.941111,0.920157,11.7749,False
85,158.3286,171.079,0.964073,0.90148,13.0797,False
86,158.383,144.5716,0.960211,0.916745,12.0238,False
87,156.8528,152.7253,0.902512,0.912049,12.3582,False
88,154.0668,143.0595,0.958734,0.917616,11.9607,False
89,151.6626,158.4365,0.989739,0.908761,12.5872,False
90,153.4618,160.3536,0.98515,0.907657,12.6631,False
91,154.3886,144.304,0.949588,0.916899,12.0127,False
92,154.9124,154.1037,0.93514,0.911256,12.4139,False
93,154.5977,139.0254,0.950188,0.919939,11.7909,False
94,153.7381,157.0946,0.945136,0.909533,12.5337,False
95,149.3336,142.5732,0.963179,0.917896,11.9404,False
96,151.9465,145.0977,0.942906,0.916442,12.0456,False
97,144.6098,162.7093,0.960962,0.9063,12.7558,False
98,149.5729,154.4716,0.979141,0.911044,12.4287,False
99,147.0415,158.8435,0.940925,0.908526,12.6033,True
