epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8672.0433,6871.8004,8e-06,-2.957292,82.8963,False
2,5439.9697,3451.3092,3e-06,-0.98752,58.7478,False
3,2606.47,1871.61,2e-06,-0.077812,43.2621,False
4,1800.4069,1736.5579,2e-06,-3.9e-05,41.672,False
5,1739.301,1741.4014,2e-06,-0.002828,41.7301,False
6,1740.7078,1740.9315,2e-06,-0.002557,41.7245,False
7,1743.8425,1740.8972,2e-06,-0.002538,41.7241,False
8,1743.2439,1740.6786,2e-06,-0.002412,41.7214,False
9,1736.3312,1741.8849,2e-06,-0.003106,41.7359,False
10,1739.5716,1740.7329,2e-06,-0.002443,41.7221,False
11,1739.9164,1739.439,2e-06,-0.001698,41.7066,False
12,1738.1446,1741.4679,2e-06,-0.002866,41.7309,False
13,1740.6119,1740.9294,2e-06,-0.002556,41.7244,False
14,1738.9872,1743.0872,2e-06,-0.003799,41.7503,False
15,1748.5963,1740.0281,1e-06,-0.002037,41.7136,False
16,1743.4308,1741.4349,1e-06,-0.002847,41.7305,False
17,1740.7858,1741.2913,1e-06,-0.002765,41.7288,False
18,1739.6069,1742.4309,1e-06,-0.003421,41.7424,False
19,1741.8667,1739.8735,1e-06,-0.001948,41.7118,True
