epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
73,175.4929,167.2239,0.951374,0.9037,12.9315,False
74,175.6132,176.4871,0.945864,0.898366,13.2848,False
75,167.4416,167.3379,0.962627,0.903634,12.9359,False
76,169.4886,152.8003,0.951749,0.912006,12.3612,False
77,165.0659,176.3777,0.966431,0.898429,13.2807,False
78,177.7818,137.8726,0.956792,0.920603,11.7419,False
79,165.7175,144.304,0.940326,0.916899,12.0127,False
80,161.8617,151.2303,0.920559,0.91291,12.2976,False
81,167.8205,152.926,0.957176,0.911934,12.3663,False
82,163.9437,146.7297,0.949788,0.915502,12.1132,False
83,158.7907,134.6715,0.955059,0.922446,11.6048,False
84,158.2386,161.719,0.952602,0.90687,12.7169,False
85,159.3597,259.1577,0.954787,0.850758,16.0984,False
86,162.1004,155.6863,0.979744,0.910344,12.4774,False
87,163.0144,145.3861,0.972255,0.916276,12.0576,False
88,156.1597,145.7109,0.956464,0.916089,12.0711,False
89,154.3562,140.1791,0.957688,0.919275,11.8397,False
90,158.2792,149.6641,0.909422,0.913812,12.2337,False
91,153.2334,149.1011,0.970875,0.914137,12.2107,False
92,150.6801,157.7352,0.954455,0.909164,12.5593,False
93,149.355,157.2074,0.954736,0.909468,12.5382,False
94,151.2373,170.8684,0.957202,0.901601,13.0717,False
95,156.8676,183.1702,0.931027,0.894517,13.534,False
96,148.1833,143.6721,0.974801,0.917263,11.9863,False
97,149.0834,166.0974,0.948643,0.904349,12.8879,False
98,146.9822,147.2279,0.963947,0.915215,12.1337,True
