epoch,tr_loss,va_loss,va_PDR,va_R2,va_RMSE,stopped
1,8535.2643,6423.417,1.1e-05,-2.69908,80.1462,False
2,4761.2977,2774.9024,5e-06,-0.597994,52.6773,False
3,2166.059,1753.7768,4e-06,-0.009955,41.8781,False
4,1752.5024,1740.8707,4e-06,-0.002522,41.7237,False
5,1743.0513,1741.5815,4e-06,-0.002932,41.7323,False
6,1747.7799,1741.9436,4e-06,-0.00314,41.7366,False
7,1738.8438,1742.0673,4e-06,-0.003211,41.7381,False
8,1747.8144,1742.487,3e-06,-0.003453,41.7431,False
9,1741.8764,1741.4853,3e-06,-0.002876,41.7311,False
10,1744.3187,1740.9145,3e-06,-0.002548,41.7243,False
11,1743.8391,1740.3825,6e-06,-0.002241,41.7179,False
12,1747.6567,1727.703,0.006112,0.005061,41.5656,False
13,1101.2897,527.7259,0.728842,0.696096,22.9723,False
14,571.4339,839.7374,0.680262,0.516417,28.9782,False
15,541.2613,438.0306,0.911225,0.74775,20.9292,False
16,447.3701,342.1135,0.858867,0.802986,18.4963,False
17,418.192,339.9666,0.817218,0.804222,18.4382,False
18,363.4548,288.8777,0.849374,0.833643,16.9964,False
19,346.6437,278.9346,0.855404,0.839369,16.7013,False
20,312.8011,247.4848,0.883941,0.85748,15.7317,False
21,293.7081,222.9589,0.924212,0.871604,14.9318,False
22,291.7844,246.6378,0.914365,0.857968,15.7047,False
23,283.8267,228.4977,0.914699,0.868414,15.1161,False
24,271.2241,223.3649,0.879499,0.87137,14.9454,False
25,264.3313,203.6175,0.897657,0.882742,14.2695,False
26,254.0894,210.6876,0.921164,0.87867,14.5151,False
27,254.0464,200.6534,0.924637,0.884449,14.1652,False
28,247.2322,204.4049,0.927968,0.882289,14.297,False
29,247.8245,210.2508,0.971788,0.878922,14.5,False
30,241.9528,229.468,0.922124,0.867855,15.1482,False
31,246.9216,227.4785,0.90826,0.869001,15.0824,False
32,239.1296,231.6723,0.891183,0.866586,15.2208,False
33,233.9799,242.762,0.95496,0.8602,15.5808,False
34,230.4228,192.4491,0.959697,0.889174,13.8726,False
35,228.24,203.3831,0.960641,0.882877,14.2612,False
36,226.7351,188.75,0.937061,0.891304,13.7386,False
37,222.044,248.8954,0.945784,0.856668,15.7764,False
38,236.1603,202.0422,0.913832,0.883649,14.2142,False
39,218.7091,200.6261,0.961524,0.884465,14.1643,False
40,219.7612,182.1102,0.965878,0.895127,13.4948,False
41,218.4901,195.9101,0.890286,0.88718,13.9968,False
42,210.2129,182.7235,0.956987,0.894774,13.5175,False
43,213.0266,198.7685,0.946456,0.885534,14.0985,False
44,207.2073,178.4081,0.940225,0.897259,13.3569,False
45,209.2892,193.6174,0.944391,0.888501,13.9146,False
46,207.0116,182.6692,0.94822,0.894806,13.5155,False
47,202.0732,183.405,0.921128,0.894382,13.5427,False
48,204.8816,204.4341,0.948582,0.882272,14.298,False
49,205.2383,161.1225,0.961565,0.907214,12.6934,False
50,199.5453,189.2482,0.931705,0.891017,13.7568,False
51,198.4712,187.0548,0.908748,0.89228,13.6768,False
52,202.1399,169.9894,0.988752,0.902108,13.038,False
53,199.5012,193.9631,0.957408,0.888302,13.9271,False
54,196.9854,162.5879,0.908753,0.90637,12.751,False
55,191.9346,184.5891,0.918694,0.8937,13.5864,False
56,196.0988,164.4294,0.945232,0.905309,12.823,False
57,195.6622,164.8493,0.916672,0.905068,12.8394,False
58,198.3366,155.9105,0.954029,0.910215,12.4864,False
59,186.8071,199.8342,0.992351,0.884921,14.1363,False
60,195.6766,197.7358,0.975471,0.886129,14.0619,False
61,186.7797,183.4052,0.925736,0.894382,13.5427,False
62,187.3082,178.4482,0.89891,0.897236,13.3585,False
63,182.6891,178.152,0.951506,0.897407,13.3474,False
64,182.9504,163.3244,0.957286,0.905946,12.7798,False
65,183.56,167.0178,0.943381,0.903819,12.9235,False
66,181.6413,154.4802,0.951224,0.911039,12.429,False
67,181.0407,152.3164,0.964581,0.912285,12.3417,False
68,179.1184,196.8664,0.958851,0.88663,14.0309,False
69,179.2077,158.1107,0.969423,0.908948,12.5742,False
70,175.4908,179.1463,0.931308,0.896834,13.3846,False
71,176.251,143.7414,0.950493,0.917223,11.9892,False
72,171.012,165.9272,0.96725,0.904447,12.8813,False
