epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,5688.1937,1964.4395,0.040494,-0.126806,1.047292,44.322,False
2,1699.7594,1074.9806,0.298829,0.383389,0.774727,32.7869,False
3,908.2382,568.3224,0.793558,0.674009,0.563308,23.8395,False
4,700.5978,492.063,0.815538,0.717752,0.524154,22.1825,False
5,631.6146,419.3766,0.851886,0.759445,0.483894,20.4787,False
6,606.2084,404.5987,0.854125,0.767921,0.475292,20.1146,False
7,583.9623,400.0452,0.835526,0.770533,0.47261,20.0011,False
8,547.7974,377.3848,0.835394,0.783531,0.459029,19.4264,False
9,521.3985,376.1013,0.836225,0.784268,0.458248,19.3933,False
10,486.344,323.4541,0.851411,0.814466,0.424966,17.9848,False
11,458.8444,311.807,0.838438,0.821147,0.417245,17.6581,False
12,424.7934,295.7646,0.839292,0.830349,0.40637,17.1978,False
13,373.5838,301.249,0.806573,0.827203,0.41012,17.3565,False
14,330.6299,246.6834,0.832281,0.858502,0.371123,15.7062,False
15,299.8032,281.6984,0.824943,0.838417,0.396589,16.7839,False
16,275.6189,261.9533,0.831204,0.849743,0.382437,16.185,False
17,266.0701,289.7659,0.826285,0.83379,0.402228,17.0225,False
18,253.8214,298.9784,0.829561,0.828505,0.408572,17.291,False
19,248.1166,296.338,0.827016,0.83002,0.406764,17.2145,False
20,238.6234,291.1402,0.817832,0.833001,0.40318,17.0628,False
21,227.9066,392.5584,0.803177,0.774828,0.468167,19.8131,False
22,228.4908,373.6833,0.812001,0.785655,0.456773,19.3309,False
23,222.8615,377.9043,0.799469,0.783233,0.459345,19.4398,False
24,219.4104,314.8591,0.80612,0.819396,0.419282,17.7443,False
25,218.0553,350.5599,0.794992,0.798918,0.442415,18.7232,False
26,214.8552,443.8059,0.795943,0.745432,0.497788,21.0667,False
27,220.5599,359.6969,0.801523,0.793677,0.448143,18.9657,False
28,209.7332,333.1646,0.785086,0.808896,0.431298,18.2528,False
29,213.2721,389.7686,0.790963,0.776428,0.4665,19.7426,True
