epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,5521.1428,2110.1527,0.060277,-0.210387,1.085439,45.9364,False
2,1683.3476,1034.1371,0.322399,0.406817,0.759867,32.158,False
3,873.7212,534.2426,0.826761,0.693558,0.546157,23.1137,False
4,664.0172,450.4462,0.840459,0.741623,0.501499,21.2237,False
5,610.0158,418.2157,0.854539,0.760111,0.483224,20.4503,False
6,573.6499,406.7152,0.843722,0.766708,0.476534,20.1672,False
7,548.0428,365.8894,0.875085,0.790125,0.451984,19.1282,False
8,522.633,341.1806,0.865039,0.804298,0.436456,18.4711,False
9,498.9695,316.981,0.865943,0.818179,0.420693,17.804,False
10,463.455,323.8337,0.830692,0.814248,0.425216,17.9954,False
11,413.8736,229.2652,0.895587,0.868493,0.357781,15.1415,False
12,361.915,221.9189,0.878997,0.872707,0.352002,14.8969,False
13,332.8807,184.6348,0.932934,0.894093,0.321074,13.588,False
14,309.5354,210.0205,0.880036,0.879532,0.342436,14.4921,False
15,299.9426,197.8427,0.900481,0.886517,0.33236,14.0657,False
16,288.0991,175.4503,0.912678,0.899361,0.312986,13.2458,False
17,286.0884,184.7005,0.904706,0.894055,0.321131,13.5905,False
18,281.0815,191.0472,0.902645,0.890415,0.326602,13.822,False
19,274.4194,205.3128,0.890013,0.882232,0.338576,14.3287,False
20,266.6845,176.8531,0.909681,0.898557,0.314235,13.2986,False
21,259.2128,255.0061,0.854876,0.853728,0.377332,15.9689,False
22,249.9333,267.6485,0.84085,0.846476,0.386572,16.36,False
23,251.5435,373.0064,0.801206,0.786043,0.456359,19.3134,False
24,243.4306,286.7441,0.832007,0.835523,0.400125,16.9335,False
25,238.4648,301.4397,0.845685,0.827094,0.41025,17.362,False
26,230.7207,282.2914,0.849772,0.838077,0.397006,16.8015,False
27,231.0603,303.678,0.818036,0.82581,0.41177,17.4264,False
28,228.6058,346.5019,0.809063,0.801246,0.439847,18.6146,False
29,226.7194,352.7011,0.811454,0.79769,0.443764,18.7803,False
30,224.5391,362.0584,0.817964,0.792323,0.449612,19.0278,False
31,222.424,291.5006,0.835477,0.832795,0.40343,17.0734,True
