epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,6110.5772,2375.7099,1e-06,-0.370682,1.161463,48.7413,False
2,1845.0294,1734.1012,1e-06,-0.000501,0.992307,41.6425,False
3,1595.4063,796.5369,0.605646,0.540433,0.67253,28.223,False
4,466.063,358.7234,0.845673,0.793032,0.451324,18.94,False
5,338.6692,347.5887,0.922322,0.799456,0.444265,18.6437,False
6,319.5116,337.1198,0.943161,0.805496,0.437523,18.3608,False
7,314.7141,324.206,0.936785,0.812947,0.429061,18.0057,False
8,305.0741,334.815,0.945428,0.806826,0.436025,18.2979,False
9,297.9526,326.4636,0.90889,0.811645,0.430553,18.0683,False
10,296.8133,319.11,0.94429,0.815887,0.425676,17.8636,False
11,288.9785,348.0891,0.918554,0.799168,0.444584,18.6571,False
12,292.8957,308.0472,0.895148,0.82227,0.418232,17.5513,False
13,281.9587,309.2862,0.911295,0.821555,0.419072,17.5865,False
14,282.4601,341.5478,0.942858,0.802942,0.440387,18.481,False
15,279.0799,334.6807,0.938378,0.806904,0.435937,18.2943,False
16,277.3907,321.0293,0.927342,0.81478,0.426954,17.9173,False
17,268.9694,314.2961,0.925505,0.818665,0.422453,17.7284,False
18,268.0453,318.962,0.926644,0.815973,0.425577,17.8595,False
19,267.0784,316.0173,0.951912,0.817672,0.423608,17.7769,False
20,261.6411,342.371,0.944052,0.802467,0.440917,18.5033,False
21,255.2973,307.6457,0.912603,0.822502,0.41796,17.5398,False
22,248.9345,303.1043,0.94078,0.825122,0.414863,17.4099,False
23,245.3282,299.2242,0.937458,0.827361,0.412199,17.2981,False
24,235.706,290.9717,0.942329,0.832122,0.406475,17.0579,False
25,233.7277,292.0665,0.924293,0.83149,0.407239,17.09,False
26,232.7381,328.3347,0.956172,0.810565,0.431785,18.12,False
27,229.3682,311.8215,0.944557,0.820092,0.420787,17.6585,False
28,226.2684,284.3225,0.904672,0.835958,0.401804,16.8619,False
29,222.202,283.041,0.945218,0.836698,0.400898,16.8238,False
30,221.2049,320.7872,0.954634,0.81492,0.426793,17.9105,False
31,219.4696,294.526,0.981259,0.830071,0.40895,17.1618,False
32,218.8193,272.1337,0.929459,0.842991,0.393097,16.4965,False
33,215.4631,293.4587,0.955684,0.830687,0.408209,17.1306,False
34,218.4755,291.9605,0.944019,0.831551,0.407165,17.0869,False
35,217.0984,295.7465,0.951452,0.829367,0.409797,17.1973,False
36,214.5291,332.0818,0.947597,0.808403,0.434242,18.2231,False
37,212.2495,283.4306,0.952582,0.836473,0.401173,16.8354,False
38,212.5306,292.1066,0.972382,0.831467,0.407267,17.0911,False
39,211.0643,278.7342,0.960719,0.839182,0.397836,16.6953,False
40,209.4176,282.8446,0.945245,0.836811,0.400759,16.818,False
41,210.0771,284.535,0.952341,0.835836,0.401954,16.8682,False
42,208.9589,272.3662,0.946868,0.842857,0.393265,16.5035,False
43,208.2939,280.2243,0.969077,0.838323,0.398898,16.7399,False
44,205.6976,272.283,0.952098,0.842904,0.393205,16.501,False
45,205.3616,276.1775,0.954222,0.840658,0.396007,16.6186,False
46,203.658,279.6342,0.976002,0.838663,0.398478,16.7223,False
47,202.3478,278.559,0.958978,0.839284,0.397711,16.6901,True
