epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,5390.978,2247.9923,0.20154,-0.294561,1.125014,47.413,False
2,1685.4585,715.4516,0.481249,0.58799,0.634674,26.7479,False
3,538.5422,435.849,0.836864,0.749006,0.495369,20.877,False
4,495.412,409.97,0.862389,0.763909,0.480437,20.2477,False
5,487.2833,399.3161,0.861956,0.770044,0.474154,19.9829,False
6,474.4095,389.2909,0.857103,0.775817,0.468164,19.7305,False
7,461.5599,375.3225,0.878992,0.783861,0.459688,19.3732,False
8,445.447,356.2459,0.870098,0.794847,0.447853,18.8745,False
9,431.5033,390.9795,0.882319,0.774845,0.469178,19.7732,False
10,425.4989,331.8415,0.879238,0.808901,0.432241,18.2165,False
11,412.377,326.8983,0.888183,0.811748,0.42901,18.0803,False
12,395.2941,313.7916,0.897947,0.819296,0.420321,17.7142,False
13,384.1861,298.951,0.865963,0.827842,0.410261,17.2902,False
14,369.6898,283.9244,0.898844,0.836495,0.399818,16.8501,False
15,353.8403,267.1313,0.887096,0.846166,0.387814,16.3442,False
16,344.9163,286.2982,0.893018,0.835128,0.401486,16.9203,False
17,324.2616,252.9126,0.899718,0.854354,0.377351,15.9032,False
18,309.6638,229.9188,0.911135,0.867596,0.359789,15.1631,False
19,297.4925,211.9074,0.930423,0.877968,0.345409,14.557,False
20,290.3773,210.6185,0.926009,0.87871,0.344357,14.5127,False
21,277.9183,208.9985,0.929327,0.879643,0.34303,14.4568,False
22,272.1024,201.8265,0.917972,0.883773,0.337093,14.2066,False
23,268.9048,217.6944,0.894907,0.874635,0.350094,14.7545,False
24,263.5516,214.1218,0.911285,0.876693,0.347209,14.6329,False
25,257.2962,192.7761,0.909718,0.888985,0.329448,13.8844,False
26,245.9298,182.1015,0.928793,0.895132,0.320197,13.4945,False
27,231.9994,185.6243,0.901887,0.893104,0.323279,13.6244,False
28,223.4895,232.4268,0.881797,0.866151,0.361746,15.2455,False
29,217.8808,233.7201,0.867965,0.865407,0.362751,15.2879,False
30,208.3605,212.9774,0.885961,0.877352,0.34628,14.5937,False
31,194.9735,232.5871,0.858006,0.866059,0.361871,15.2508,False
32,187.992,201.962,0.853819,0.883695,0.337206,14.2113,False
33,182.1587,257.7637,0.834033,0.851561,0.380953,16.055,False
34,177.1925,263.6266,0.836519,0.848184,0.385261,16.2366,False
35,171.833,236.0693,0.851934,0.864054,0.36457,15.3645,False
36,170.9158,409.214,0.810186,0.764344,0.479994,20.229,False
37,167.0383,321.2178,0.80883,0.815019,0.425266,17.9226,False
38,162.1311,346.6771,0.819424,0.800358,0.441797,18.6193,False
39,157.0219,332.0797,0.798652,0.808764,0.432396,18.2231,False
40,158.7907,308.5843,0.817101,0.822294,0.416819,17.5666,False
41,159.109,434.5714,0.794565,0.749742,0.494642,20.8464,True
