epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,7862.3775,7016.8868,0.0,-3.024899,1.979341,83.7669,False
2,6118.5636,4825.5329,0.0,-1.767934,1.641425,69.4661,False
3,3831.8954,2771.1844,0.0,-0.589556,1.243887,52.642,False
4,2292.6295,1872.597,0.0,-0.074125,1.022517,43.2735,False
5,1817.0394,1744.002,0.0,-0.000362,0.986783,41.7612,False
6,1772.2407,1743.75,0.0,-0.000218,0.986712,41.7582,False
7,1779.7005,1743.8989,0.0,-0.000303,0.986754,41.76,False
8,1778.898,1744.2069,0.0,-0.00048,0.986841,41.7637,False
9,1772.7304,1743.966,0.0,-0.000342,0.986773,41.7608,False
10,1776.2213,1743.641,0.0,-0.000155,0.986681,41.7569,False
11,1769.8318,1694.4578,0.018868,0.028056,0.972666,41.1638,False
12,1190.9417,479.9859,0.730951,0.724679,0.517681,21.9086,False
13,353.8912,187.6118,0.877854,0.892386,0.323652,13.6971,False
14,251.5129,158.3356,0.921041,0.909178,0.297329,12.5831,False
15,246.1389,147.3942,0.939225,0.915454,0.286872,12.1406,False
16,232.9773,176.5195,0.972489,0.898748,0.313939,13.2861,False
17,225.0554,163.4153,0.933987,0.906265,0.302061,12.7834,False
18,221.9542,152.5592,0.950652,0.912492,0.291855,12.3515,False
19,217.7572,141.2879,0.971748,0.918957,0.280867,11.8865,False
20,215.3518,143.0941,0.957643,0.917921,0.282657,11.9622,False
21,214.1127,137.9995,0.958954,0.920843,0.277579,11.7473,False
22,215.0028,146.6042,0.941742,0.915908,0.286102,12.108,False
23,209.7574,134.9254,0.941874,0.922607,0.27447,11.6157,False
24,212.7831,138.7698,0.950355,0.920401,0.278353,11.7801,False
25,209.0185,140.2519,0.962853,0.919551,0.279835,11.8428,False
26,206.1442,137.2341,0.962564,0.921282,0.276808,11.7147,False
27,209.0002,141.9179,0.969487,0.918596,0.281493,11.9129,False
28,210.5028,140.2593,0.96497,0.919547,0.279843,11.8431,False
29,206.5386,137.2328,0.962779,0.921283,0.276807,11.7146,False
30,210.5112,135.8657,0.947858,0.922067,0.275425,11.6561,False
31,206.4646,137.0766,0.950183,0.921373,0.27665,11.708,False
32,202.1065,137.4535,0.947876,0.921156,0.27703,11.7241,False
33,207.7366,136.5473,0.977201,0.921676,0.276115,11.6853,False
34,202.0772,136.1703,0.952737,0.921892,0.275733,11.6692,False
35,205.0458,134.2303,0.956235,0.923005,0.273762,11.5858,False
36,201.5799,136.0276,0.96459,0.921974,0.275589,11.6631,False
37,202.3805,135.6343,0.966699,0.9222,0.27519,11.6462,False
38,199.8505,138.393,0.943634,0.920618,0.277975,11.7641,False
39,204.6291,138.0191,0.989974,0.920832,0.277599,11.7482,False
40,202.1512,137.2536,0.954682,0.921271,0.276828,11.7155,False
41,200.0023,139.2354,0.983159,0.920134,0.278819,11.7998,False
42,198.4456,140.4538,0.949127,0.919435,0.280037,11.8513,False
43,197.3199,146.1435,0.970917,0.916172,0.285653,12.089,False
44,200.4158,132.9994,0.954955,0.923711,0.272504,11.5325,False
45,198.8576,133.3428,0.94489,0.923514,0.272856,11.5474,False
46,199.117,132.8877,0.952482,0.923775,0.27239,11.5277,False
47,195.1484,133.1399,0.971595,0.923631,0.272648,11.5386,False
48,194.7979,144.0812,0.934522,0.917355,0.28363,12.0034,False
49,196.6959,143.1254,0.973287,0.917903,0.282687,11.9635,False
50,202.6952,149.7085,0.951965,0.914127,0.289116,12.2355,False
51,198.4831,146.317,0.973786,0.916072,0.285822,12.0962,False
52,194.5617,148.168,0.910893,0.915011,0.287624,12.1724,False
53,194.2646,138.9039,0.964275,0.920325,0.278487,11.7857,False
54,194.4095,131.0307,0.949815,0.924841,0.27048,11.4469,False
55,193.9356,135.4211,0.942017,0.922322,0.274974,11.6371,False
56,193.5574,147.3,0.962631,0.915508,0.286781,12.1367,False
57,194.8595,134.1566,0.935924,0.923048,0.273687,11.5826,False
58,192.8595,140.983,0.977695,0.919132,0.280564,11.8736,False
59,194.6381,148.0316,0.954736,0.915089,0.287492,12.1668,False
60,197.3682,144.1969,0.952091,0.917288,0.283744,12.0082,False
61,194.5769,159.4691,0.908806,0.908528,0.298392,12.6281,False
62,193.8597,138.104,0.95171,0.920783,0.277684,11.7518,False
63,192.3134,138.5214,0.928808,0.920544,0.278104,11.7695,False
64,194.3434,148.4977,0.927656,0.914821,0.287944,12.186,False
65,193.3757,137.4776,0.928627,0.921143,0.277054,11.7251,False
66,191.7433,141.5505,0.967918,0.918806,0.281128,11.8975,False
67,191.0276,145.4176,0.936059,0.916588,0.284942,12.0589,False
68,193.4136,148.9537,0.940127,0.91456,0.288386,12.2047,False
69,188.1074,148.5962,0.942356,0.914765,0.28804,12.19,True
