epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,5289.463,2105.316,0.059093,-0.207613,1.084194,45.8837,False
2,1696.2276,1112.312,0.272527,0.361976,0.788064,33.3513,False
3,917.8512,553.3004,0.745569,0.682626,0.555813,23.5223,False
4,684.8076,459.0883,0.809056,0.736666,0.506287,21.4263,False
5,621.7067,425.939,0.836842,0.755681,0.487666,20.6383,False
6,588.3261,406.8275,0.845022,0.766643,0.476599,20.17,False
7,574.9136,386.0636,0.867313,0.778553,0.464278,19.6485,False
8,555.6918,367.6985,0.852247,0.789087,0.4531,19.1755,False
9,529.8583,342.6414,0.86903,0.80346,0.437389,18.5106,False
10,493.9305,327.6583,0.838634,0.812055,0.427719,18.1013,False
11,449.184,275.1811,0.854089,0.842156,0.391974,16.5886,False
12,391.7456,213.9081,0.895419,0.877302,0.345591,14.6256,False
13,338.2284,210.9072,0.872168,0.879023,0.343158,14.5226,False
14,311.9169,253.3538,0.856438,0.854676,0.376108,15.9171,False
15,303.4231,179.3689,0.918672,0.897114,0.316462,13.3929,False
16,292.868,229.2665,0.864445,0.868492,0.357782,15.1415,False
17,285.9114,213.7893,0.865159,0.87737,0.345495,14.6215,False
18,267.7001,219.7846,0.873923,0.873931,0.350305,14.8251,False
19,262.4132,212.8307,0.87164,0.87792,0.344719,14.5887,False
20,255.8061,237.2382,0.855272,0.86392,0.363949,15.4025,False
21,252.3038,323.4403,0.810251,0.814474,0.424957,17.9844,False
22,246.5099,301.2428,0.821228,0.827207,0.410116,17.3563,False
23,247.7012,295.7228,0.835074,0.830373,0.406341,17.1966,False
24,246.6857,317.4257,0.811319,0.817924,0.420988,17.8164,False
25,240.7071,318.633,0.800271,0.817232,0.421787,17.8503,False
26,237.0191,306.0079,0.81798,0.824473,0.413347,17.4931,False
27,237.1266,318.803,0.817106,0.817134,0.4219,17.8551,False
28,233.2983,326.6536,0.811501,0.812631,0.427063,18.0736,False
29,230.6469,333.5305,0.805984,0.808686,0.431535,18.2628,False
30,231.3284,354.226,0.797726,0.796815,0.444722,18.8209,True
