epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,5287.2933,1922.9662,2e-06,-0.109723,1.032395,43.8516,False
2,1798.4002,1740.7075,2e-06,-0.004543,0.982252,41.7218,False
3,1776.0342,1735.7073,2e-06,-0.001658,0.980841,41.6618,False
4,1778.45,1739.8888,2e-06,-0.004071,0.982021,41.712,False
5,1774.9672,1741.6131,2e-06,-0.005066,0.982508,41.7326,False
6,1774.0103,1737.9669,2e-06,-0.002962,0.981479,41.6889,False
7,1772.7328,1742.1571,2e-06,-0.00538,0.982661,41.7392,False
8,1774.3184,1745.1696,1e-06,-0.007118,0.983511,41.7752,False
9,1776.6718,1736.658,5.3e-05,-0.002206,0.981109,41.6732,False
10,1748.6253,1219.3404,0.20371,0.296332,0.822096,34.9191,False
11,500.9865,318.3255,0.928602,0.816298,0.420045,17.8417,False
12,348.3443,291.043,0.916909,0.832042,0.401642,17.06,False
13,318.8342,269.5928,0.955538,0.844421,0.386558,16.4193,False
14,303.3603,251.6281,0.92792,0.854788,0.373456,15.8628,False
15,300.1851,297.2555,0.905658,0.828457,0.405906,17.2411,False
16,290.9666,244.1902,0.908005,0.859081,0.367895,15.6266,False
17,291.5859,236.3554,0.89421,0.863602,0.361945,15.3739,False
18,284.9188,234.0332,0.91085,0.864942,0.360163,15.2981,False
19,287.3729,223.3067,0.919349,0.871132,0.351812,14.9434,False
20,284.5907,234.7056,0.920278,0.864554,0.36068,15.3201,False
21,279.1347,244.483,0.932387,0.858912,0.368116,15.636,False
22,276.8059,278.4825,0.919518,0.839291,0.392879,16.6878,False
23,270.9647,236.1746,0.908811,0.863706,0.361807,15.368,False
24,275.0703,258.9312,0.921208,0.850574,0.378837,16.0913,False
25,271.1405,240.6858,0.955712,0.861103,0.365246,15.5141,False
26,269.8305,265.3948,0.933149,0.846844,0.383536,16.2909,False
27,268.5149,253.0127,0.924308,0.853989,0.374482,15.9064,False
28,267.4561,235.2904,0.913302,0.864217,0.361129,15.3392,False
29,266.0428,232.278,0.908794,0.865955,0.35881,15.2407,False
30,263.9853,257.3552,0.939379,0.851483,0.377682,16.0423,False
31,261.0485,257.5677,0.945236,0.851361,0.377838,16.0489,False
32,261.6567,219.2213,0.933748,0.87349,0.348579,14.8061,False
33,259.6186,249.3041,0.934309,0.856129,0.371728,15.7894,False
34,258.3276,270.2018,0.947286,0.844069,0.386994,16.4378,False
35,258.4236,252.1455,0.961701,0.85449,0.37384,15.8791,False
36,254.7478,265.9386,0.950948,0.84653,0.383929,16.3076,False
37,258.1034,251.6829,0.942524,0.854757,0.373497,15.8645,False
38,252.9084,244.9788,0.946631,0.858625,0.368489,15.6518,False
39,254.0149,228.4681,0.961833,0.868154,0.355855,15.1152,False
40,249.652,243.5795,0.929492,0.859433,0.367435,15.607,False
41,249.247,254.2748,0.959131,0.853261,0.375415,15.946,False
42,248.6387,246.6618,0.912111,0.857654,0.369753,15.7055,False
43,248.3614,233.4125,0.96165,0.8653,0.359685,15.2778,False
44,246.3371,241.6849,0.958818,0.860526,0.366003,15.5462,False
45,242.2139,253.1347,0.955367,0.853919,0.374573,15.9102,False
46,244.6934,250.2649,0.935834,0.855575,0.372443,15.8198,False
47,243.1383,236.5359,0.924178,0.863498,0.362084,15.3797,True
