epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,5731.6584,2381.4131,1e-06,-0.374287,1.148888,48.7997,False
2,1896.4478,1739.0513,1e-06,-0.003587,0.981785,41.7019,False
3,1460.9142,679.0585,0.841377,0.608123,0.613499,26.0588,False
4,531.8874,440.5765,0.908225,0.745748,0.494164,20.9899,False
5,399.1725,324.4783,0.871399,0.812747,0.424085,18.0133,False
6,329.0545,280.8306,0.932819,0.837936,0.394532,16.758,False
7,306.73,253.2871,0.922108,0.853831,0.374685,15.915,False
8,297.8513,251.9407,0.903625,0.854608,0.373688,15.8726,False
9,287.4128,226.2503,0.92567,0.869433,0.354123,15.0416,False
10,285.1993,263.8318,0.921383,0.847746,0.382405,16.2429,False
11,278.4104,220.952,0.935309,0.872491,0.349953,14.8645,False
12,287.9481,255.3762,0.916064,0.852625,0.376227,15.9805,False
13,277.9956,226.0792,0.920669,0.869532,0.35399,15.0359,False
14,277.5955,226.3341,0.954075,0.869385,0.354189,15.0444,False
15,271.5214,233.9356,0.94628,0.864998,0.360088,15.295,False
16,272.7963,225.9826,0.957282,0.869588,0.353914,15.0327,False
17,283.9302,256.4666,0.955175,0.851996,0.37703,16.0146,False
18,270.6064,222.4676,0.945648,0.871616,0.351151,14.9153,False
19,270.4648,302.2177,0.944196,0.825593,0.40928,17.3844,False
20,268.3514,245.5677,0.948411,0.858286,0.368932,15.6706,False
21,269.2017,227.5777,0.962691,0.868667,0.355161,15.0857,False
22,268.1215,222.8227,0.92995,0.871411,0.351431,14.9272,False
23,266.9521,248.6442,0.93752,0.85651,0.371235,15.7685,False
24,268.1987,230.2831,0.93555,0.867106,0.357266,15.1751,False
25,266.9526,262.5248,0.898395,0.8485,0.381457,16.2026,False
26,267.1309,262.414,0.94587,0.848564,0.381376,16.1992,True
