epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,3084.0282,1304.714,0.200577,0.247064,0.850389,36.1208,False
2,803.1473,480.9452,0.764299,0.722452,0.516307,21.9305,False
3,566.4472,462.4225,0.840736,0.733141,0.506267,21.504,False
4,527.4049,422.6233,0.865084,0.756109,0.483991,20.5578,False
5,503.0191,402.4571,0.857312,0.767746,0.472302,20.0613,False
6,483.2984,388.8269,0.877791,0.775612,0.464236,19.7187,False
7,464.5272,380.2893,0.871605,0.780539,0.459111,19.501,False
8,443.4227,360.2971,0.873751,0.792077,0.44688,18.9815,False
9,423.2576,348.8728,0.897498,0.798669,0.439738,18.6781,False
10,404.7324,374.4758,0.913839,0.783894,0.455588,19.3514,False
11,382.9071,328.0804,0.892683,0.810668,0.426433,18.113,False
12,366.8339,323.7766,0.916975,0.813152,0.423626,17.9938,False
13,353.7493,305.7861,0.910501,0.823534,0.411689,17.4867,False
14,338.1129,290.9506,0.913303,0.832096,0.401578,17.0573,False
15,323.5312,290.9234,0.908078,0.832111,0.401559,17.0565,False
16,313.0188,313.5067,0.919735,0.819079,0.416854,17.7061,False
17,306.8424,269.1387,0.925517,0.844683,0.386232,16.4054,False
18,303.7151,268.4605,0.922343,0.845074,0.385745,16.3848,False
19,302.4558,252.9427,0.906249,0.85403,0.374431,15.9042,False
20,297.1876,267.1154,0.938353,0.845851,0.384777,16.3437,False
21,297.0823,262.1522,0.926788,0.848715,0.381186,16.1911,False
22,293.248,265.7363,0.906417,0.846646,0.383783,16.3014,False
23,293.0184,248.7581,0.91337,0.856444,0.37132,15.7721,False
24,292.0896,257.9181,0.918208,0.851158,0.378095,16.0598,False
25,290.4585,251.2252,0.922795,0.855021,0.373157,15.8501,False
26,290.1575,273.215,0.924378,0.842331,0.389146,16.5292,False
27,286.7301,245.4556,0.916203,0.85835,0.368847,15.667,False
28,285.2866,281.0979,0.922424,0.837781,0.39472,16.766,False
29,286.0923,267.0914,0.924319,0.845864,0.38476,16.3429,False
30,284.9254,245.743,0.920565,0.858184,0.369063,15.6762,False
31,288.4484,298.9431,0.915833,0.827483,0.407056,17.29,False
32,284.4864,268.9316,0.929695,0.844803,0.386083,16.3991,False
33,282.539,280.6837,0.934115,0.838021,0.394429,16.7536,False
34,283.0172,240.4377,0.915645,0.861246,0.365058,15.5061,False
35,279.1243,265.7483,0.940412,0.84664,0.383792,16.3018,False
36,281.379,276.738,0.942484,0.840297,0.391647,16.6354,False
37,283.0396,238.2035,0.904097,0.862535,0.363358,15.4338,False
38,279.1342,252.0403,0.914479,0.85455,0.373762,15.8758,False
39,280.7876,247.599,0.916672,0.857113,0.370454,15.7353,False
40,280.2247,236.5543,0.921291,0.863487,0.362098,15.3803,False
41,282.5835,260.4468,0.921802,0.849699,0.379944,16.1384,False
42,282.5474,279.0253,0.910091,0.838978,0.393262,16.7041,False
43,279.0988,257.4234,0.923592,0.851444,0.377732,16.0444,False
44,279.9946,257.5325,0.923524,0.851381,0.377812,16.0478,False
45,277.0303,240.9972,0.919117,0.860923,0.365482,15.5241,False
46,278.2697,256.4651,0.930351,0.851997,0.377029,16.0145,False
47,275.9496,265.8353,0.91745,0.846589,0.383854,16.3045,False
48,282.1806,243.216,0.918065,0.859643,0.367161,15.5954,False
49,280.8343,249.003,0.93006,0.856303,0.371503,15.7798,False
50,276.8146,269.2942,0.925383,0.844593,0.386344,16.4102,False
51,278.9623,284.5055,0.92803,0.835815,0.397105,16.8673,False
52,273.9393,255.7446,0.931011,0.852413,0.376499,15.992,False
53,274.4532,236.9789,0.922917,0.863242,0.362422,15.3941,False
54,275.0019,251.7951,0.919632,0.854692,0.37358,15.8681,False
55,272.2018,258.0633,0.927987,0.851074,0.378202,16.0644,True
