epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,7499.7016,6105.1136,1e-06,-2.501904,1.84627,78.1352,False
2,4721.3523,3157.049,1e-06,-0.810889,1.327666,56.1876,False
3,2390.1561,1839.9435,0.0,-0.055395,1.013563,42.8946,False
4,1797.9207,1743.372,0.0,-1e-06,0.986605,41.7537,False
5,1774.086,1743.8331,0.0,-0.000266,0.986736,41.7592,False
6,1769.2669,1743.9537,0.0,-0.000335,0.98677,41.7607,False
7,1777.4935,1743.5753,0.0,-0.000118,0.986663,41.7561,False
8,1773.1288,1743.5235,2.2e-05,-8.8e-05,0.986648,41.7555,False
9,1765.9443,1647.6551,0.037724,0.054902,0.959139,40.5913,False
10,1306.2624,659.893,0.706323,0.621484,0.606995,25.6884,False
11,524.5358,234.4619,0.853645,0.865512,0.361813,15.3121,False
12,290.5096,182.1597,0.904861,0.895513,0.318915,13.4967,False
13,253.3972,173.6491,0.95131,0.900395,0.311376,13.1776,False
14,240.9695,163.2296,0.962852,0.906371,0.301889,12.7761,False
15,231.9332,170.0627,0.950831,0.902452,0.308143,13.0408,False
16,232.823,159.0875,0.951076,0.908747,0.298034,12.613,False
17,224.2861,142.035,0.979206,0.918529,0.281609,11.9178,False
18,222.3841,163.5204,0.918896,0.906204,0.302158,12.7875,False
19,217.7525,147.9917,0.969648,0.915112,0.287453,12.1652,False
20,223.002,163.3851,0.926491,0.906282,0.302033,12.7822,False
21,215.4437,150.5701,0.920869,0.913633,0.289946,12.2707,False
22,218.2636,143.4631,0.930223,0.917709,0.283021,11.9776,False
23,215.8988,144.2164,0.964505,0.917277,0.283763,12.009,False
24,212.5479,149.2138,0.962709,0.914411,0.288638,12.2153,False
25,211.6006,141.8738,0.947115,0.918621,0.281449,11.9111,False
26,209.4698,163.0657,0.905536,0.906465,0.301738,12.7697,False
27,217.6989,142.9262,0.954459,0.918017,0.282491,11.9552,False
28,205.3266,153.5096,0.942838,0.911947,0.292763,12.3899,False
29,203.9016,157.7884,0.938214,0.909492,0.296815,12.5614,False
30,208.1535,141.9245,0.952553,0.918592,0.281499,11.9132,False
31,206.1689,140.3138,0.937244,0.919516,0.279897,11.8454,False
32,202.6961,134.8233,0.944332,0.922665,0.274366,11.6113,False
33,203.6819,139.0439,0.942815,0.920244,0.278628,11.7917,False
34,209.4002,135.3892,0.968718,0.922341,0.274941,11.6357,False
35,199.2937,135.3924,0.955786,0.922339,0.274945,11.6358,False
36,204.1905,137.1,0.975523,0.921359,0.276673,11.709,False
37,200.6625,144.9446,0.926806,0.91686,0.284478,12.0393,False
38,195.9968,144.4482,0.9857,0.917144,0.283991,12.0187,False
39,198.8433,138.3356,0.975821,0.92065,0.277917,11.7616,False
40,201.8931,152.3365,0.936213,0.91262,0.291642,12.3425,False
41,199.4258,134.1649,0.96974,0.923043,0.273696,11.583,False
42,197.7064,141.1468,0.933257,0.919038,0.280727,11.8805,False
43,195.0151,143.9604,0.962358,0.917424,0.283511,11.9983,False
44,198.9748,152.9299,0.926683,0.912279,0.29221,12.3665,False
45,197.7335,144.9785,0.92338,0.91684,0.284512,12.0407,False
46,197.3715,136.0501,0.975052,0.921961,0.275612,11.6641,False
