epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,6316.469,2457.0516,2e-06,-0.417613,1.18118,49.5687,False
2,1858.7009,1734.4657,2e-06,-0.000712,0.992411,41.6469,False
3,1746.3613,1734.7636,1e-06,-0.000884,0.992496,41.6505,False
4,1625.639,949.6774,0.483253,0.452077,0.734339,30.8168,False
5,552.2787,354.8651,0.877625,0.795258,0.448891,18.8379,False
6,340.4765,326.6734,0.924255,0.811524,0.430691,18.0741,False
7,317.0525,322.3977,0.911905,0.81399,0.427863,17.9554,False
8,307.2772,320.73,0.922524,0.814953,0.426755,17.9089,False
9,303.4732,323.7203,0.866698,0.813227,0.42874,17.9922,False
10,301.7902,376.3993,0.946465,0.782834,0.46231,19.401,False
11,291.7997,370.4232,0.943717,0.786282,0.458625,19.2464,False
12,290.5767,321.4914,0.899172,0.814513,0.427261,17.9302,False
13,285.5671,327.144,0.932535,0.811252,0.431001,18.0871,False
14,279.9305,310.8626,0.90984,0.820646,0.420139,17.6313,False
15,277.0865,313.8118,0.910005,0.818944,0.422127,17.7147,False
16,277.4794,310.6783,0.92548,0.820752,0.420014,17.6261,False
17,272.9168,352.4153,0.903763,0.796672,0.447338,18.7727,False
18,271.2418,355.8664,0.89777,0.79468,0.449523,18.8644,False
19,272.1375,328.4916,0.936754,0.810475,0.431888,18.1243,False
20,264.9224,322.7496,0.940564,0.813787,0.428096,17.9652,False
21,265.0483,314.7987,0.925406,0.818375,0.422791,17.7426,False
22,259.7721,328.8516,0.95478,0.810267,0.432124,18.1343,False
23,255.3473,317.612,0.961968,0.816752,0.424676,17.8217,False
24,246.1915,301.7444,0.938981,0.825907,0.413931,17.3708,False
25,245.4224,292.2827,0.933172,0.831366,0.40739,17.0963,False
26,234.5098,303.9261,0.95049,0.824648,0.415425,17.4335,False
27,232.8203,280.208,0.95219,0.838332,0.398886,16.7394,False
28,226.5143,305.3943,0.960343,0.823801,0.416427,17.4755,False
29,222.0356,285.0835,0.947205,0.835519,0.402342,16.8844,False
30,219.1174,285.5027,0.949053,0.835277,0.402637,16.8968,False
31,217.2211,289.3772,0.95138,0.833042,0.40536,17.0111,False
32,216.5679,278.5992,0.928324,0.83926,0.397739,16.6913,False
33,213.6125,302.3026,0.934833,0.825584,0.414314,17.3869,False
34,213.5616,290.5818,0.945504,0.832347,0.406203,17.0465,False
35,210.6222,273.8217,0.893436,0.842017,0.394314,16.5476,False
36,211.9501,287.9539,0.963634,0.833863,0.404362,16.9692,False
37,207.7985,282.7966,0.949431,0.836839,0.400725,16.8166,False
38,206.9828,290.3377,0.940985,0.832488,0.406032,17.0393,False
39,204.5491,270.6593,0.956783,0.843841,0.392031,16.4517,False
40,205.037,278.1375,0.940677,0.839527,0.39741,16.6775,False
41,202.2439,290.1928,0.94649,0.832571,0.405931,17.035,False
42,202.8774,286.596,0.977492,0.834646,0.403407,16.9291,False
43,201.7392,270.2891,0.951949,0.844055,0.391763,16.4405,False
44,200.4899,295.5586,0.944946,0.829475,0.409667,17.1918,False
45,197.1688,265.9687,0.953222,0.846548,0.388619,16.3085,False
46,198.6534,272.7197,0.952765,0.842653,0.39352,16.5142,False
47,194.7999,262.2195,0.963743,0.848711,0.38587,16.1932,False
48,195.0438,288.1824,0.961971,0.833731,0.404522,16.9759,False
49,193.7465,262.3619,0.953487,0.848629,0.385975,16.1976,False
50,192.6011,267.4524,0.962692,0.845692,0.389702,16.354,False
51,188.5925,264.3476,0.962192,0.847483,0.387433,16.2588,False
52,189.8673,270.3943,0.946545,0.843994,0.391839,16.4437,False
53,189.4183,276.151,0.936875,0.840673,0.395988,16.6178,False
54,188.8052,265.4828,0.959364,0.846828,0.388264,16.2936,False
55,186.2516,283.1101,0.942293,0.836658,0.400947,16.8259,False
56,186.1806,288.1115,0.961858,0.833772,0.404473,16.9738,False
57,183.7185,263.3266,0.962119,0.848072,0.386684,16.2273,False
58,184.3748,246.203,0.943426,0.857951,0.3739,15.6909,False
59,182.7804,259.7451,0.962237,0.850138,0.384045,16.1166,False
60,180.6688,266.5747,0.951461,0.846198,0.389061,16.3271,False
61,179.9253,252.0513,0.932105,0.854577,0.378315,15.8761,False
62,181.6489,254.3074,0.949909,0.853276,0.380004,15.947,False
63,182.4154,273.5798,0.947049,0.842156,0.39414,16.5402,False
64,177.0644,264.0621,0.949237,0.847648,0.387224,16.25,False
65,177.0639,265.5203,0.952985,0.846806,0.388291,16.2948,False
66,175.1782,264.0607,0.945576,0.847648,0.387223,16.2499,False
67,175.7348,275.7149,0.971673,0.840924,0.395675,16.6047,False
68,174.7296,287.6677,0.948675,0.834028,0.404161,16.9608,False
69,173.668,265.1143,0.951028,0.847041,0.387994,16.2823,False
70,173.4542,269.1859,0.956439,0.844691,0.390962,16.4069,False
71,170.5393,266.3878,0.944511,0.846306,0.388925,16.3214,False
72,171.4344,275.3404,0.982479,0.841141,0.395406,16.5934,False
73,169.0145,264.8133,0.971417,0.847214,0.387774,16.2731,True
