epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,7492.1187,6290.2702,2e-06,-2.60811,1.874058,79.3112,False
2,5117.4464,3657.3716,1e-06,-1.097875,1.429002,60.4762,False
3,2789.4458,2035.7134,1e-06,-0.167689,1.066121,45.1189,False
4,1863.3453,1747.2309,1e-06,-0.002215,0.987696,41.7999,False
5,1769.5843,1743.8619,1e-06,-0.000282,0.986744,41.7596,False
6,1773.2747,1741.2105,0.000914,0.001239,0.985993,41.7278,False
7,1680.8372,1383.2919,0.161455,0.206541,0.878831,37.1926,False
8,1131.9033,545.2655,0.669965,0.687235,0.551763,23.3509,False
9,494.7674,260.4823,0.826572,0.850587,0.381362,16.1395,False
10,279.7139,175.2721,0.910154,0.899464,0.312827,13.239,False
11,251.4632,173.089,0.940397,0.900716,0.310873,13.1563,False
12,237.9609,152.713,0.963245,0.912404,0.292002,12.3577,False
13,232.9232,155.0346,0.964536,0.911072,0.294213,12.4513,False
14,229.9927,169.7467,0.965624,0.902633,0.307857,13.0287,False
15,237.3034,143.8455,0.987419,0.91749,0.283398,11.9936,False
16,223.1133,144.7131,0.968379,0.916992,0.284251,12.0297,False
17,224.8848,140.7407,0.96732,0.919271,0.280323,11.8634,False
18,221.279,150.3942,0.948288,0.913734,0.289777,12.2635,False
19,218.0611,146.2541,0.921471,0.916108,0.285761,12.0936,False
20,217.7118,148.6685,0.956733,0.914723,0.28811,12.193,False
21,217.979,145.881,0.956984,0.916322,0.285396,12.0781,False
22,217.4704,144.3375,0.941946,0.917208,0.283882,12.0141,False
23,213.9494,142.6958,0.971622,0.918149,0.282263,11.9455,False
24,214.1001,140.8876,0.943687,0.919187,0.280469,11.8696,False
25,206.0002,136.6051,0.956641,0.921643,0.276173,11.6878,False
26,208.891,143.7784,0.973035,0.917528,0.283332,11.9908,False
27,212.3733,138.1014,0.963239,0.920785,0.277682,11.7517,False
28,202.1982,147.1639,0.95977,0.915587,0.286648,12.1311,False
29,208.004,152.8037,0.914676,0.912352,0.292089,12.3614,False
30,204.522,139.5298,0.961663,0.919965,0.279114,11.8123,False
31,203.6441,149.2067,0.991876,0.914415,0.288631,12.215,False
32,204.2483,147.247,0.996004,0.915539,0.286729,12.1345,False
33,207.3398,138.4493,0.973563,0.920585,0.278031,11.7664,False
34,202.1099,137.9457,0.968923,0.920874,0.277525,11.745,False
35,203.5253,146.9174,0.931147,0.915728,0.286408,12.1209,False
36,199.0829,144.8814,0.948173,0.916896,0.284416,12.0367,False
37,201.2343,137.2357,0.971351,0.921281,0.27681,11.7148,False
38,199.9906,138.9348,0.964411,0.920307,0.278518,11.7871,False
39,203.5964,144.4847,0.947559,0.917123,0.284027,12.0202,False
40,197.7281,137.339,0.962963,0.921222,0.276914,11.7192,True
