epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,3247.9612,1582.6673,0.113804,0.08666,0.936602,39.7828,False
2,996.3073,522.4919,0.754604,0.698476,0.538146,22.8581,False
3,604.9288,473.7505,0.834181,0.726604,0.512431,21.7658,False
4,551.3322,445.3068,0.870005,0.743018,0.496809,21.1023,False
5,505.1923,419.64,0.873104,0.75783,0.482279,20.4851,False
6,477.9677,391.7837,0.876222,0.773906,0.465997,19.7935,False
7,457.0915,412.3535,0.898196,0.762035,0.478074,20.3065,False
8,438.4027,390.8894,0.878611,0.774422,0.465465,19.7709,False
9,420.333,349.9105,0.902182,0.798071,0.440391,18.7059,False
10,395.5271,335.1836,0.87226,0.806569,0.431024,18.308,False
11,381.1148,300.7174,0.900629,0.826459,0.408262,17.3412,False
12,359.894,289.8391,0.913627,0.832737,0.40081,17.0247,False
13,344.7485,298.3879,0.894673,0.827804,0.406678,17.2739,False
14,332.1112,275.8439,0.896747,0.840814,0.391014,16.6085,False
15,322.1891,266.4758,0.901499,0.84622,0.384317,16.3241,False
16,318.4743,319.7561,0.926532,0.815472,0.420988,17.8817,False
17,316.7222,256.3956,0.912035,0.852037,0.376978,16.0124,False
18,309.3584,286.8379,0.921921,0.834469,0.39873,16.9363,False
19,311.9191,270.7037,0.918884,0.84378,0.387353,16.4531,False
20,305.9315,273.9987,0.936045,0.841878,0.389704,16.5529,False
21,303.8252,252.6918,0.930824,0.854174,0.374245,15.8963,False
22,303.7745,279.4357,0.920076,0.838741,0.393551,16.7163,False
23,305.9834,254.5401,0.929682,0.853108,0.375611,15.9543,False
24,303.498,256.9261,0.918246,0.851731,0.377367,16.0289,False
25,302.3739,257.3077,0.917085,0.851511,0.377647,16.0408,False
26,299.5432,293.2182,0.91873,0.830787,0.40314,17.1236,False
27,299.2457,275.3671,0.919767,0.841089,0.390676,16.5942,False
28,299.2915,261.7263,0.947207,0.848961,0.380876,16.178,False
29,296.2886,277.3132,0.939081,0.839966,0.392054,16.6527,False
30,302.4817,257.9599,0.937198,0.851134,0.378126,16.0611,False
31,294.9124,259.7372,0.929084,0.850109,0.379426,16.1164,False
32,294.4779,246.4682,0.909257,0.857766,0.369607,15.6993,False
33,294.6513,259.5015,0.931687,0.850245,0.379254,16.1091,False
34,295.9013,247.6814,0.921808,0.857066,0.370516,15.7379,False
35,294.2286,265.8394,0.91779,0.846587,0.383857,16.3046,False
36,294.1413,296.0636,0.930129,0.829145,0.405091,17.2065,False
37,290.2695,250.7249,0.922417,0.855309,0.372785,15.8343,False
38,292.73,248.1649,0.911172,0.856787,0.370877,15.7533,False
39,293.3617,250.526,0.920535,0.855424,0.372638,15.828,False
40,294.9529,246.7311,0.918371,0.857614,0.369804,15.7077,False
41,293.3202,268.3268,0.926928,0.845152,0.385649,16.3807,False
42,290.8025,243.6042,0.891903,0.859419,0.367454,15.6078,False
43,289.2324,240.9737,0.922849,0.860937,0.365464,15.5233,False
44,291.0084,258.1151,0.931485,0.851045,0.378239,16.066,False
45,288.7658,277.9283,0.940328,0.839611,0.392488,16.6712,False
46,291.0033,270.1792,0.925901,0.844083,0.386978,16.4371,False
47,288.6364,264.1188,0.949827,0.84758,0.382613,16.2517,False
48,287.6229,237.2709,0.919189,0.863074,0.362646,15.4036,False
49,288.2228,236.3357,0.916065,0.863613,0.36193,15.3732,False
50,287.7798,256.5707,0.919407,0.851936,0.377106,16.0178,False
51,285.2275,242.1747,0.918919,0.860244,0.366374,15.562,False
52,287.2583,321.7625,0.936701,0.814314,0.422307,17.9377,False
53,287.4287,246.9863,0.925422,0.857467,0.369996,15.7158,False
54,284.8589,239.9603,0.925364,0.861522,0.364695,15.4907,False
55,283.9137,264.7057,0.944735,0.847241,0.383038,16.2698,False
56,283.4887,259.252,0.934915,0.850389,0.379072,16.1013,False
57,283.8963,249.4239,0.934589,0.85606,0.371817,15.7932,False
58,281.6601,249.5751,0.920928,0.855973,0.37193,15.7979,False
59,284.5951,245.731,0.921582,0.858191,0.369054,15.6758,False
60,281.7139,234.0152,0.927692,0.864952,0.360149,15.2976,False
61,281.7503,241.099,0.913498,0.860864,0.365559,15.5274,False
62,280.8622,274.3227,0.93238,0.841691,0.389934,16.5627,False
63,279.0047,253.112,0.918917,0.853932,0.374556,15.9095,False
64,279.5142,239.8763,0.941425,0.86157,0.364631,15.4879,False
65,280.8775,253.8513,0.898639,0.853505,0.375102,15.9327,False
66,280.4255,244.5116,0.928102,0.858895,0.368137,15.6369,False
67,280.9117,240.6254,0.912695,0.861138,0.3652,15.5121,False
68,280.4425,258.8336,0.921575,0.85063,0.378766,16.0883,False
69,278.3344,240.9305,0.92691,0.860962,0.365432,15.5219,False
70,279.5908,240.6445,0.906466,0.861127,0.365215,15.5127,False
71,276.9465,237.615,0.924674,0.862875,0.362909,15.4148,False
72,278.3079,243.2238,0.911831,0.859638,0.367167,15.5956,False
73,277.7806,307.6966,0.925657,0.822432,0.412973,17.5413,False
74,277.1777,239.3495,0.924971,0.861874,0.364231,15.4709,False
75,275.6621,234.5074,0.927081,0.864668,0.360528,15.3136,True
