epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,3281.0747,711.6989,0.5883,0.58938,0.635707,26.6777,False
2,589.1223,540.0292,0.813281,0.688426,0.553755,23.2385,False
3,525.7395,519.3128,0.810844,0.700379,0.543029,22.7884,False
4,487.9727,439.8196,0.840479,0.746243,0.499742,20.9719,False
5,449.7198,519.0231,0.833871,0.700546,0.542878,22.7821,False
6,426.0848,568.394,0.829416,0.672061,0.568112,23.841,False
7,412.132,455.575,0.834191,0.737153,0.508615,21.3442,False
8,393.33,549.196,0.804639,0.683138,0.558435,23.4349,False
9,381.1811,504.6604,0.797686,0.708833,0.535314,22.4646,False
10,361.8166,471.8808,0.80208,0.727745,0.517637,21.7228,False
11,348.295,566.5583,0.784731,0.67312,0.567193,23.8025,False
12,339.6152,536.7639,0.7701,0.69031,0.552078,23.1682,False
13,333.2052,758.9903,0.751406,0.562095,0.656488,27.5498,False
14,324.6956,660.9641,0.754421,0.618652,0.612629,25.7092,False
15,314.4417,696.0745,0.734951,0.598395,0.62869,26.3832,False
16,314.603,679.22,0.724825,0.608119,0.621032,26.0618,False
17,304.2159,631.4398,0.72399,0.635687,0.59879,25.1285,False
18,299.3847,698.7108,0.740573,0.596874,0.62988,26.4331,False
19,296.2243,574.8159,0.737025,0.668356,0.571312,23.9753,True
