epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,5821.5371,1994.9975,0.039541,-0.144334,1.055406,44.6654,False
2,1611.2851,817.8028,0.445127,0.530907,0.675729,28.5973,False
3,755.1762,493.7283,0.805595,0.716797,0.52504,22.22,False
4,665.5373,455.3132,0.81408,0.738832,0.504201,21.3381,False
5,616.8412,416.5419,0.852879,0.761071,0.482256,20.4094,False
6,595.9628,392.762,0.847974,0.774711,0.468288,19.8182,False
7,578.1749,366.0732,0.848835,0.79002,0.452098,19.133,False
8,513.5728,340.9381,0.848859,0.804437,0.436301,18.4645,False
9,459.6407,280.0192,0.869696,0.83938,0.395405,16.7338,False
10,418.8245,248.0001,0.859529,0.857747,0.372112,15.748,False
11,378.7733,203.97,0.883719,0.883002,0.337467,14.2818,False
12,352.9877,231.9263,0.865479,0.866967,0.359851,15.2291,False
13,335.3777,185.3468,0.883261,0.893685,0.321692,13.6142,False
14,321.7081,174.7821,0.936238,0.899745,0.31239,13.2205,False
15,319.6018,168.8513,0.90874,0.903147,0.307044,12.9943,False
16,304.9565,179.1152,0.876496,0.897259,0.316238,13.3834,False
17,305.5705,184.6355,0.873391,0.894093,0.321075,13.5881,False
18,297.5567,162.3837,0.925841,0.906856,0.301106,12.743,False
19,292.1748,202.7213,0.872535,0.883719,0.336433,14.238,False
20,296.933,167.7766,0.891297,0.903763,0.306065,12.9529,False
21,289.8379,172.1696,0.893674,0.901243,0.310046,13.1213,False
22,283.7557,166.2396,0.900597,0.904645,0.30466,12.8934,False
23,278.8695,186.5224,0.886569,0.89301,0.322711,13.6573,False
24,265.8966,167.7711,0.906919,0.903766,0.30606,12.9527,False
25,268.4065,177.6411,0.892728,0.898105,0.314934,13.3282,False
26,260.2549,171.6126,0.898799,0.901563,0.309544,13.1001,False
27,258.3608,252.7734,0.846872,0.855009,0.375677,15.8989,False
28,248.3853,218.9708,0.856756,0.874398,0.349656,14.7977,False
29,244.1141,239.8784,0.84828,0.862405,0.365969,15.488,False
30,240.6181,237.8625,0.839238,0.863562,0.364428,15.4228,False
31,238.4812,237.5691,0.842046,0.86373,0.364203,15.4133,False
32,236.923,245.2552,0.838287,0.859321,0.370047,15.6606,False
33,233.5544,228.4762,0.844916,0.868946,0.357165,15.1154,True
