epoch,tr_loss,va_loss,va_PDR,va_R2,va_CBR,va_RMSE,stopped
1,5902.6948,2428.4826,0.234531,-0.3985,1.169306,49.2796,False
2,2010.7392,1198.765,0.211524,0.309662,0.821538,34.6232,False
3,679.1341,444.5216,0.81792,0.744011,0.500273,21.0837,False
4,514.382,415.4453,0.851958,0.760756,0.483635,20.3825,False
5,495.647,396.6444,0.863654,0.771583,0.472565,19.9159,False
6,490.3766,386.1625,0.855772,0.777619,0.466279,19.651,False
7,483.9002,365.0361,0.865823,0.789785,0.453345,19.1059,False
8,461.8061,344.111,0.868268,0.801835,0.440159,18.5502,False
9,446.3134,336.5742,0.875361,0.806176,0.435312,18.346,False
10,422.6496,309.5294,0.874893,0.82175,0.417457,17.5935,False
11,409.7875,299.803,0.887808,0.827351,0.410846,17.3148,False
12,394.6897,290.1644,0.870897,0.832902,0.404187,17.0342,False
13,379.1889,316.9536,0.869451,0.817475,0.422434,17.8032,False
14,370.161,288.0724,0.856668,0.834107,0.402728,16.9727,False
15,344.3739,318.7451,0.858118,0.816443,0.423626,17.8534,False
16,336.4163,310.4715,0.833644,0.821208,0.418092,17.6202,False
17,313.0655,320.3384,0.820983,0.815525,0.424683,17.898,False
18,302.5868,291.5749,0.832321,0.83209,0.405168,17.0756,False
19,290.4954,378.02,0.803552,0.782308,0.461337,19.4427,False
20,279.6861,428.6003,0.802537,0.75318,0.491232,20.7027,False
21,272.3857,307.3816,0.7948,0.822987,0.416006,17.5323,False
22,269.7373,385.5616,0.802555,0.777965,0.465916,19.6357,False
23,261.972,387.1045,0.813638,0.777077,0.466847,19.675,False
24,257.3083,440.6498,0.790037,0.746241,0.498089,20.9917,False
25,249.0469,452.2617,0.783255,0.739554,0.50461,21.2664,False
26,242.4746,427.3247,0.802988,0.753915,0.490501,20.6718,False
27,240.1781,301.2371,0.796954,0.826525,0.411827,17.3562,False
28,240.1688,421.9983,0.795656,0.756982,0.487434,20.5426,False
29,236.9054,381.9858,0.7943,0.780024,0.46375,19.5445,True
